"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 1 Immediate Growback.nlogo"
"Growth Change"
"02/21/2021 00:21:12:569 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","initial-population","[step]","growth"
"46","550","26","-0.4943310657596372"
"45","540","28","-0.505800464037123"
"44","530","51","-0.4766355140186916"
"42","510","73","-0.4727272727272727"
"40","490","70","-0.3990208078335373"
"41","500","76","-0.41545893719806765"
"43","520","51","-0.4074074074074074"
"47","560","8","-0.14971209213051823"
"46","550","27","-0.4943310657596372"
"45","540","29","-0.505800464037123"
"42","510","74","-0.4727272727272727"
"44","530","52","-0.4766355140186916"
"41","500","77","-0.41545893719806765"
"40","490","71","-0.3990208078335373"
"43","520","52","-0.4074074074074074"
"45","540","30","-0.505800464037123"
"46","550","28","-0.4943310657596372"
"42","510","75","-0.4727272727272727"
"44","530","53","-0.4766355140186916"
"47","560","9","-0.17475728155339806"
"40","490","72","-0.3990208078335373"
"41","500","78","-0.41545893719806765"
"43","520","53","-0.4074074074074074"
"42","510","76","-0.4727272727272727"
"46","550","29","-0.4943310657596372"
"45","540","31","-0.505800464037123"
"44","530","54","-0.4766355140186916"
"40","490","73","-0.3990208078335373"
"47","560","10","-0.19607843137254902"
"41","500","79","-0.41545893719806765"
"42","510","77","-0.4727272727272727"
"46","550","30","-0.4943310657596372"
"45","540","32","-0.505800464037123"
"43","520","54","-0.4074074074074074"
"44","530","55","-0.4766355140186916"
"40","490","74","-0.3990208078335373"
"47","560","11","-0.22442899702085403"
"45","540","33","-0.505800464037123"
"46","550","31","-0.4943310657596372"
"42","510","78","-0.4727272727272727"
"41","500","80","-0.41545893719806765"
"43","520","55","-0.4074074074074074"
"44","530","56","-0.4766355140186916"
"40","490","75","-0.3990208078335373"
"46","550","32","-0.4943310657596372"
"45","540","34","-0.505800464037123"
"41","500","81","-0.41545893719806765"
"42","510","79","-0.4727272727272727"
"43","520","56","-0.4074074074074074"
"47","560","12","-0.24224224224224225"
"44","530","57","-0.4766355140186916"
"40","490","76","-0.3990208078335373"
"41","500","82","-0.41545893719806765"
"45","540","35","-0.505800464037123"
"46","550","33","-0.4943310657596372"
"42","510","80","-0.4727272727272727"
"44","530","58","-0.4766355140186916"
"47","560","13","-0.26262626262626265"
"40","490","77","-0.3990208078335373"
"46","550","34","-0.4943310657596372"
"45","540","36","-0.505800464037123"
"41","500","83","-0.41545893719806765"
"42","510","81","-0.4727272727272727"
"44","530","59","-0.4766355140186916"
"47","560","14","-0.2718052738336714"
"43","520","57","-0.4074074074074074"
"45","540","37","-0.505800464037123"
"46","550","35","-0.4943310657596372"
"40","490","78","-0.3990208078335373"
"42","510","82","-0.4727272727272727"
"41","500","84","-0.41545893719806765"
"44","530","60","-0.4766355140186916"
"43","520","58","-0.4074074074074074"
"46","550","36","-0.4943310657596372"
"45","540","38","-0.505800464037123"
"47","560","15","-0.28338430173292556"
"41","500","85","-0.41545893719806765"
"42","510","83","-0.4727272727272727"
"40","490","79","-0.3990208078335373"
"43","520","59","-0.4074074074074074"
"42","510","84","-0.4727272727272727"
"41","500","86","-0.41545893719806765"
"46","550","37","-0.4943310657596372"
"45","540","39","-0.505800464037123"
"47","560","16","-0.302158273381295"
"44","530","61","-0.4766355140186916"
"42","510","85","-0.4727272727272727"
"41","500","87","-0.41545893719806765"
"45","540","40","-0.505800464037123"
"40","490","80","-0.3990208078335373"
"44","530","62","-0.4766355140186916"
"43","520","60","-0.4074074074074074"
"46","550","38","-0.4943310657596372"
"47","560","17","-0.32124352331606215"
"45","540","41","-0.505800464037123"
"41","500","88","-0.41545893719806765"
"43","520","61","-0.4074074074074074"
"44","530","63","-0.4766355140186916"
"40","490","81","-0.3990208078335373"
"46","550","39","-0.4943310657596372"
"47","560","18","-0.3357664233576642"
"45","540","42","-0.505800464037123"
"41","500","89","-0.41545893719806765"
"46","550","40","-0.4943310657596372"
"40","490","82","-0.3990208078335373"
"43","520","62","-0.4074074074074074"
"44","530","64","-0.4766355140186916"
"47","560","19","-0.35294117647058826"
"46","550","41","-0.4943310657596372"
"41","500","90","-0.41545893719806765"
"45","540","43","-0.505800464037123"
"43","520","63","-0.4074074074074074"
"40","490","83","-0.3990208078335373"
"44","530","65","-0.4766355140186916"
"46","550","42","-0.4943310657596372"
"47","560","20","-0.36536430834213307"
"41","500","91","-0.41545893719806765"
"45","540","44","-0.505800464037123"
"43","520","64","-0.4074074074074074"
"40","490","84","-0.3990208078335373"
"44","530","66","-0.4766355140186916"
"46","550","43","-0.4943310657596372"
"47","560","21","-0.3728813559322034"
"41","500","92","-0.41545893719806765"
"45","540","45","-0.505800464037123"
"43","520","65","-0.4074074074074074"
"40","490","85","-0.3990208078335373"
"44","530","67","-0.4766355140186916"
"46","550","44","-0.4943310657596372"
"47","560","22","-0.3753976670201485"
"41","500","93","-0.41545893719806765"
"45","540","46","-0.505800464037123"
"43","520","66","-0.4074074074074074"
"46","550","45","-0.4943310657596372"
"40","490","86","-0.3990208078335373"
"44","530","68","-0.4766355140186916"
"41","500","94","-0.41545893719806765"
"47","560","23","-0.3855165069222577"
"45","540","47","-0.505800464037123"
"46","550","46","-0.4943310657596372"
"43","520","67","-0.4074074074074074"
"44","530","69","-0.4766355140186916"
"40","490","87","-0.3990208078335373"
"42","510","86","-0.4727272727272727"
"43","520","68","-0.4074074074074074"
"47","560","24","-0.39828693790149894"
"46","550","47","-0.4943310657596372"
"45","540","48","-0.505800464037123"
"41","500","95","-0.41545893719806765"
"42","510","87","-0.4727272727272727"
"45","540","49","-0.505800464037123"
"46","550","48","-0.4943310657596372"
"40","490","88","-0.3990208078335373"
"47","560","25","-0.41379310344827586"
"44","530","70","-0.4766355140186916"
"43","520","69","-0.4074074074074074"
"41","500","96","-0.41545893719806765"
"45","540","50","-0.505800464037123"
"42","510","88","-0.4727272727272727"
"46","550","49","-0.4943310657596372"
"44","530","71","-0.4766355140186916"
"40","490","89","-0.3990208078335373"
"41","500","97","-0.41545893719806765"
"43","520","70","-0.4074074074074074"
"47","560","26","-0.41379310344827586"
"45","540","51","-0.505800464037123"
"46","550","50","-0.4943310657596372"
"42","510","89","-0.4727272727272727"
"44","530","72","-0.4766355140186916"
"41","500","98","-0.41545893719806765"
"40","490","90","-0.3990208078335373"
"43","520","71","-0.4074074074074074"
"47","560","27","-0.41379310344827586"
"45","540","52","-0.505800464037123"
"42","510","90","-0.4727272727272727"
"46","550","51","-0.4943310657596372"
"44","530","73","-0.4766355140186916"
"41","500","99","-0.41545893719806765"
"43","520","72","-0.4074074074074074"
"40","490","91","-0.3990208078335373"
"45","540","53","-0.505800464037123"
"42","510","91","-0.4727272727272727"
"46","550","52","-0.4943310657596372"
"47","560","28","-0.41379310344827586"
"44","530","74","-0.4766355140186916"
"41","500","100","-0.41545893719806765"
"43","520","73","-0.4074074074074074"
"40","490","92","-0.3990208078335373"
"45","540","54","-0.505800464037123"
"47","560","29","-0.41379310344827586"
"42","510","92","-0.4727272727272727"
"46","550","53","-0.4943310657596372"
"44","530","75","-0.4766355140186916"
"40","490","93","-0.3990208078335373"
"43","520","74","-0.4074074074074074"
"47","560","30","-0.41379310344827586"
"45","540","55","-0.505800464037123"
"44","530","76","-0.4766355140186916"
"42","510","93","-0.4727272727272727"
"46","550","54","-0.4943310657596372"
"40","490","94","-0.3990208078335373"
"47","560","31","-0.41379310344827586"
"43","520","75","-0.4074074074074074"
"45","540","56","-0.505800464037123"
"44","530","77","-0.4766355140186916"
"42","510","94","-0.4727272727272727"
"46","550","55","-0.4943310657596372"
"40","490","95","-0.3990208078335373"
"45","540","57","-0.505800464037123"
"47","560","32","-0.41379310344827586"
"43","520","76","-0.4074074074074074"
"44","530","78","-0.4766355140186916"
"46","550","56","-0.4943310657596372"
"42","510","95","-0.4727272727272727"
"40","490","96","-0.3990208078335373"
"45","540","58","-0.505800464037123"
"47","560","33","-0.41379310344827586"
"43","520","77","-0.4074074074074074"
"44","530","79","-0.4766355140186916"
"46","550","57","-0.4943310657596372"
"42","510","96","-0.4727272727272727"
"45","540","59","-0.505800464037123"
"40","490","97","-0.3990208078335373"
"47","560","34","-0.41379310344827586"
"43","520","78","-0.4074074074074074"
"44","530","80","-0.4766355140186916"
"46","550","58","-0.4943310657596372"
"42","510","97","-0.4727272727272727"
"48","570","0","0"
"45","540","60","-0.505800464037123"
"47","560","35","-0.41379310344827586"
"44","530","81","-0.4766355140186916"
"40","490","98","-0.3990208078335373"
"48","570","1","0"
"47","560","36","-0.41379310344827586"
"44","530","82","-0.4766355140186916"
"45","540","61","-0.505800464037123"
"42","510","98","-0.4727272727272727"
"43","520","79","-0.4074074074074074"
"46","550","59","-0.4943310657596372"
"47","560","37","-0.41379310344827586"
"44","530","83","-0.4766355140186916"
"45","540","62","-0.505800464037123"
"40","490","99","-0.3990208078335373"
"42","510","99","-0.4727272727272727"
"47","560","38","-0.41379310344827586"
"43","520","80","-0.4074074074074074"
"48","570","2","-0.015915119363395226"
"46","550","60","-0.4943310657596372"
"40","490","100","-0.3990208078335373"
"45","540","63","-0.505800464037123"
"42","510","100","-0.4727272727272727"
"44","530","84","-0.4766355140186916"
"43","520","81","-0.4074074074074074"
"46","550","61","-0.4943310657596372"
"47","560","39","-0.41379310344827586"
"46","550","62","-0.4943310657596372"
"47","560","40","-0.41379310344827586"
"45","540","64","-0.505800464037123"
"48","570","3","-0.03208556149732621"
"43","520","82","-0.4074074074074074"
"46","550","63","-0.4943310657596372"
"44","530","85","-0.4766355140186916"
"45","540","65","-0.505800464037123"
"43","520","83","-0.4074074074074074"
"47","560","41","-0.41379310344827586"
"48","570","4","-0.05405405405405406"
"46","550","64","-0.4943310657596372"
"44","530","86","-0.4766355140186916"
"45","540","66","-0.505800464037123"
"43","520","84","-0.4074074074074074"
"46","550","65","-0.4943310657596372"
"47","560","42","-0.41379310344827586"
"44","530","87","-0.4766355140186916"
"45","540","67","-0.505800464037123"
"48","570","5","-0.09558823529411764"
"43","520","85","-0.4074074074074074"
"46","550","66","-0.4943310657596372"
"47","560","43","-0.41379310344827586"
"44","530","88","-0.4766355140186916"
"45","540","68","-0.505800464037123"
"43","520","86","-0.4074074074074074"
"48","570","6","-0.1348314606741573"
"46","550","67","-0.4943310657596372"
"49","580","0","0"
"47","560","44","-0.41379310344827586"
"50","590","0","0"
"44","530","89","-0.4766355140186916"
"45","540","69","-0.505800464037123"
"43","520","87","-0.4074074074074074"
"46","550","68","-0.4943310657596372"
"48","570","7","-0.16730038022813687"
"44","530","90","-0.4766355140186916"
"47","560","45","-0.41379310344827586"
"45","540","70","-0.505800464037123"
"43","520","88","-0.4074074074074074"
"46","550","69","-0.4943310657596372"
"45","540","71","-0.505800464037123"
"47","560","46","-0.41379310344827586"
"43","520","89","-0.4074074074074074"
"49","580","1","0"
"47","560","47","-0.41379310344827586"
"44","530","91","-0.4766355140186916"
"43","520","90","-0.4074074074074074"
"45","540","72","-0.505800464037123"
"46","550","70","-0.4943310657596372"
"48","570","8","-0.19653179190751446"
"50","590","1","0"
"45","540","73","-0.505800464037123"
"44","530","92","-0.4766355140186916"
"46","550","71","-0.4943310657596372"
"43","520","91","-0.4074074074074074"
"47","560","48","-0.41379310344827586"
"48","570","9","-0.22439024390243903"
"49","580","2","-0.005185825410544511"
"46","550","72","-0.4943310657596372"
"45","540","74","-0.505800464037123"
"50","590","2","-0.0016963528413910093"
"43","520","92","-0.4074074074074074"
"44","530","93","-0.4766355140186916"
"47","560","49","-0.41379310344827586"
"46","550","73","-0.4943310657596372"
"45","540","75","-0.505800464037123"
"43","520","93","-0.4074074074074074"
"44","530","94","-0.4766355140186916"
"47","560","50","-0.41379310344827586"
"48","570","10","-0.25742574257425743"
"49","580","3","-0.019147084421235857"
"50","590","3","-0.034482758620689655"
"44","530","95","-0.4766355140186916"
"43","520","94","-0.4074074074074074"
"46","550","74","-0.4943310657596372"
"45","540","76","-0.505800464037123"
"47","560","51","-0.41379310344827586"
"48","570","11","-0.28"
"46","550","75","-0.4943310657596372"
"50","590","4","-0.0611353711790393"
"44","530","96","-0.4766355140186916"
"43","520","95","-0.4074074074074074"
"45","540","77","-0.505800464037123"
"49","580","4","-0.03866432337434095"
"47","560","52","-0.41379310344827586"
"44","530","97","-0.4766355140186916"
"45","540","78","-0.505800464037123"
"43","520","96","-0.4074074074074074"
"46","550","76","-0.4943310657596372"
"50","590","5","-0.08296557811120918"
"48","570","12","-0.30303030303030304"
"47","560","53","-0.41379310344827586"
"49","580","5","-0.06222222222222222"
"45","540","79","-0.505800464037123"
"44","530","98","-0.4766355140186916"
"43","520","97","-0.4074074074074074"
"46","550","77","-0.4943310657596372"
"47","560","54","-0.41379310344827586"
"48","570","13","-0.31943031536113936"
"45","540","80","-0.505800464037123"
"50","590","6","-0.1223021582733813"
"44","530","99","-0.4766355140186916"
"43","520","98","-0.4074074074074074"
"46","550","78","-0.4943310657596372"
"47","560","55","-0.41379310344827586"
"45","540","81","-0.505800464037123"
"49","580","6","-0.08820882088208822"
"44","530","100","-0.4766355140186916"
"43","520","99","-0.4074074074074074"
"46","550","79","-0.4943310657596372"
"50","590","7","-0.15328467153284672"
"47","560","56","-0.41379310344827586"
"48","570","14","-0.3360655737704918"
"45","540","82","-0.505800464037123"
"43","520","100","-0.4074074074074074"
"46","550","80","-0.4943310657596372"
"49","580","7","-0.1187214611872146"
"50","590","8","-0.17712177121771217"
"45","540","83","-0.505800464037123"
"47","560","57","-0.41379310344827586"
"48","570","15","-0.345679012345679"
"46","550","81","-0.4943310657596372"
"45","540","84","-0.505800464037123"
"47","560","58","-0.41379310344827586"
"50","590","9","-0.1973929236499069"
"48","570","16","-0.3626943005181347"
"49","580","8","-0.16216216216216217"
"48","570","17","-0.37747653806047965"
"50","590","10","-0.21180880974695407"
"45","540","85","-0.505800464037123"
"46","550","82","-0.4943310657596372"
"47","560","59","-0.41379310344827586"
"51","600","0","0"
"46","550","83","-0.4943310657596372"
"45","540","86","-0.505800464037123"
"47","560","60","-0.41379310344827586"
"48","570","18","-0.389937106918239"
"50","590","11","-0.24121557454890788"
"49","580","9","-0.19281663516068054"
"52","610","0","0"
"46","550","84","-0.4943310657596372"
"48","570","19","-0.4"
"47","560","61","-0.41379310344827586"
"46","550","85","-0.4943310657596372"
"50","590","12","-0.2670509125840538"
"51","600","1","0"
"48","570","20","-0.4050632911392405"
"47","560","62","-0.41379310344827586"
"45","540","87","-0.505800464037123"
"52","610","1","0"
"49","580","10","-0.22009569377990432"
"48","570","21","-0.4178154825026511"
"50","590","13","-0.29795520934761444"
"47","560","63","-0.41379310344827586"
"45","540","88","-0.505800464037123"
"51","600","2","-0.013422818791946308"
"48","570","22","-0.4411134903640257"
"47","560","64","-0.41379310344827586"
"49","580","11","-0.24806201550387597"
"50","590","14","-0.3137254901960784"
"52","610","2","-0.00823045267489712"
"45","540","89","-0.505800464037123"
"46","550","86","-0.4943310657596372"
"51","600","3","-0.030456852791878174"
"48","570","23","-0.459546925566343"
"47","560","65","-0.41379310344827586"
"45","540","90","-0.505800464037123"
"49","580","12","-0.2700587084148728"
"50","590","15","-0.3228346456692913"
"52","610","3","-0.029950083194675542"
"46","550","87","-0.4943310657596372"
"48","570","24","-0.47020585048754066"
"47","560","66","-0.41379310344827586"
"45","540","91","-0.505800464037123"
"50","590","16","-0.33201581027667987"
"51","600","4","-0.06362854686156492"
"49","580","13","-0.2879684418145957"
"46","550","88","-0.4943310657596372"
"48","570","25","-0.48366013071895425"
"47","560","67","-0.41379310344827586"
"45","540","92","-0.505800464037123"
"52","610","4","-0.04869857262804366"
"50","590","17","-0.34592445328031807"
"49","580","14","-0.3038728897715988"
"46","550","89","-0.4943310657596372"
"51","600","5","-0.10341805433829973"
"45","540","93","-0.505800464037123"
"48","570","26","-0.48366013071895425"
"47","560","68","-0.41379310344827586"
"50","590","18","-0.35764235764235763"
"52","610","5","-0.08368915456874466"
"46","550","90","-0.4943310657596372"
"49","580","15","-0.3153692614770459"
"52","610","6","-0.11805555555555555"
"46","550","91","-0.4943310657596372"
"47","560","69","-0.41379310344827586"
"50","590","19","-0.37185929648241206"
"45","540","94","-0.505800464037123"
"51","600","6","-0.1371326803205699"
"48","570","27","-0.48366013071895425"
"46","550","92","-0.4943310657596372"
"47","560","70","-0.41379310344827586"
"50","590","20","-0.3790322580645161"
"48","570","28","-0.48366013071895425"
"52","610","7","-0.14977973568281938"
"45","540","95","-0.505800464037123"
"51","600","7","-0.18778486782133091"
"49","580","16","-0.3293172690763052"
"51","600","8","-0.20791168353265868"
"52","610","8","-0.1746880570409982"
"48","570","29","-0.48366013071895425"
"45","540","96","-0.505800464037123"
"46","550","93","-0.4943310657596372"
"50","590","21","-0.3983739837398374"
"47","560","71","-0.41379310344827586"
"45","540","97","-0.505800464037123"
"46","550","94","-0.4943310657596372"
"48","570","30","-0.48366013071895425"
"49","580","17","-0.3410696266397578"
"47","560","72","-0.41379310344827586"
"51","600","9","-0.23255813953488372"
"50","590","22","-0.40816326530612246"
"52","610","9","-0.19424460431654678"
"46","550","95","-0.4943310657596372"
"48","570","31","-0.48366013071895425"
"47","560","73","-0.41379310344827586"
"49","580","18","-0.35294117647058826"
"50","590","23","-0.4205128205128205"
"45","540","98","-0.505800464037123"
"51","600","10","-0.2598870056497175"
"46","550","96","-0.4943310657596372"
"52","610","10","-0.21818181818181817"
"48","570","32","-0.48366013071895425"
"47","560","74","-0.41379310344827586"
"45","540","99","-0.505800464037123"
"50","590","24","-0.43550051599587203"
"46","550","97","-0.4943310657596372"
"49","580","19","-0.36976506639427986"
"51","600","11","-0.2922636103151863"
"48","570","33","-0.48366013071895425"
"45","540","100","-0.505800464037123"
"47","560","75","-0.41379310344827586"
"46","550","98","-0.4943310657596372"
"50","590","25","-0.4405377456049638"
"52","610","11","-0.24677716390423574"
"49","580","20","-0.3770491803278688"
"51","600","12","-0.31213872832369943"
"48","570","34","-0.48366013071895425"
"46","550","99","-0.4943310657596372"
"50","590","26","-0.4405377456049638"
"47","560","76","-0.41379310344827586"
"52","610","12","-0.2718808193668529"
"49","580","21","-0.3942208462332301"
"51","600","13","-0.3346303501945525"
"46","550","100","-0.4943310657596372"
"48","570","35","-0.48366013071895425"
"50","590","27","-0.4405377456049638"
"47","560","77","-0.41379310344827586"
"52","610","13","-0.2997172478793591"
"48","570","36","-0.48366013071895425"
"51","600","14","-0.34375"
"49","580","22","-0.41164241164241167"
"50","590","28","-0.4405377456049638"
"47","560","78","-0.41379310344827586"
"48","570","37","-0.48366013071895425"
"52","610","14","-0.32159847764034255"
"51","600","15","-0.3668639053254438"
"49","580","23","-0.4141519250780437"
"50","590","29","-0.4405377456049638"
"47","560","79","-0.41379310344827586"
"53","620","0","0"
"48","570","38","-0.48366013071895425"
"52","610","15","-0.33046800382043934"
"51","600","16","-0.37623762376237624"
"50","590","30","-0.4405377456049638"
"49","580","24","-0.42171189979123175"
"47","560","80","-0.41379310344827586"
"48","570","39","-0.48366013071895425"
"50","590","31","-0.4405377456049638"
"51","600","17","-0.39282153539381853"
"52","610","16","-0.3416506717850288"
"47","560","81","-0.41379310344827586"
"49","580","25","-0.43441762854144805"
"51","600","18","-0.41448692152917505"
"53","620","1","0"
"47","560","82","-0.41379310344827586"
"48","570","40","-0.48366013071895425"
"54","630","0","0"
"52","610","17","-0.3552123552123552"
"50","590","32","-0.4405377456049638"
"48","570","41","-0.48366013071895425"
"47","560","83","-0.41379310344827586"
"49","580","26","-0.43441762854144805"
"51","600","19","-0.42669362992922144"
"50","590","33","-0.4405377456049638"
"52","610","18","-0.36663433559650827"
"53","620","2","-0.004850444624090542"
"54","630","1","0"
"48","570","42","-0.48366013071895425"
"47","560","84","-0.41379310344827586"
"49","580","27","-0.43441762854144805"
"51","600","20","-0.44150559511698884"
"50","590","34","-0.4405377456049638"
"52","610","19","-0.3828125"
"48","570","43","-0.48366013071895425"
"47","560","85","-0.41379310344827586"
"50","590","35","-0.4405377456049638"
"49","580","28","-0.43441762854144805"
"51","600","21","-0.4514811031664964"
"53","620","3","-0.021189894050529748"
"52","610","20","-0.39450441609421"
"54","630","2","-0.012779552715654952"
"48","570","44","-0.48366013071895425"
"47","560","86","-0.41379310344827586"
"50","590","36","-0.4405377456049638"
"51","600","22","-0.45901639344262296"
"49","580","29","-0.43441762854144805"
"52","610","21","-0.40631163708086787"
"53","620","4","-0.04789430222956235"
"54","630","3","-0.03389830508474576"
"48","570","45","-0.48366013071895425"
"47","560","87","-0.41379310344827586"
"50","590","37","-0.4405377456049638"
"51","600","23","-0.46659815005138744"
"49","580","30","-0.43441762854144805"
"52","610","22","-0.4182358771060456"
"48","570","46","-0.48366013071895425"
"53","620","5","-0.08053691275167785"
"47","560","88","-0.41379310344827586"
"50","590","38","-0.4405377456049638"
"51","600","24","-0.48190279214064113"
"54","630","4","-0.05378973105134474"
"49","580","31","-0.43441762854144805"
"52","610","23","-0.4302788844621514"
"48","570","47","-0.48366013071895425"
"47","560","89","-0.41379310344827586"
"50","590","39","-0.4405377456049638"
"51","600","25","-0.5078369905956113"
"49","580","32","-0.43441762854144805"
"53","620","6","-0.13058419243986255"
"52","610","24","-0.44"
"54","630","5","-0.08609271523178808"
"48","570","48","-0.48366013071895425"
"47","560","90","-0.41379310344827586"
"51","600","26","-0.5078369905956113"
"50","590","40","-0.4405377456049638"
"49","580","33","-0.43441762854144805"
"52","610","25","-0.4497991967871486"
"53","620","7","-0.15464813205907907"
"48","570","49","-0.48366013071895425"
"51","600","27","-0.5078369905956113"
"47","560","91","-0.41379310344827586"
"54","630","6","-0.12658227848101267"
"50","590","41","-0.4405377456049638"
"49","580","34","-0.43441762854144805"
"52","610","26","-0.4497991967871486"
"53","620","8","-0.17734855136084285"
"48","570","50","-0.48366013071895425"
"51","600","28","-0.5078369905956113"
"50","590","42","-0.4405377456049638"
"47","560","92","-0.41379310344827586"
"54","630","7","-0.15384615384615385"
"52","610","27","-0.4497991967871486"
"49","580","35","-0.43441762854144805"
"54","630","8","-0.18181818181818182"
"52","610","28","-0.4497991967871486"
"53","620","9","-0.20640569395017794"
"47","560","93","-0.41379310344827586"
"50","590","43","-0.4405377456049638"
"51","600","29","-0.5078369905956113"
"48","570","51","-0.48366013071895425"
"51","600","30","-0.5078369905956113"
"48","570","52","-0.48366013071895425"
"47","560","94","-0.41379310344827586"
"50","590","44","-0.4405377456049638"
"52","610","29","-0.4497991967871486"
"49","580","36","-0.43441762854144805"
"53","620","10","-0.2302158273381295"
"54","630","9","-0.20087336244541484"
"51","600","31","-0.5078369905956113"
"48","570","53","-0.48366013071895425"
"47","560","95","-0.41379310344827586"
"50","590","45","-0.4405377456049638"
"49","580","37","-0.43441762854144805"
"52","610","30","-0.4497991967871486"
"53","620","11","-0.25659690627843496"
"54","630","10","-0.22811671087533156"
"51","600","32","-0.5078369905956113"
"48","570","54","-0.48366013071895425"
"47","560","96","-0.41379310344827586"
"50","590","46","-0.4405377456049638"
"49","580","38","-0.43441762854144805"
"52","610","31","-0.4497991967871486"
"53","620","12","-0.27522935779816515"
"51","600","33","-0.5078369905956113"
"54","630","11","-0.25806451612903225"
"48","570","55","-0.48366013071895425"
"47","560","97","-0.41379310344827586"
"50","590","47","-0.4405377456049638"
"49","580","39","-0.43441762854144805"
"53","620","13","-0.2899353647276085"
"47","560","98","-0.41379310344827586"
"51","600","34","-0.5078369905956113"
"52","610","32","-0.4497991967871486"
"48","570","56","-0.48366013071895425"
"54","630","12","-0.27848101265822783"
"51","600","35","-0.5078369905956113"
"49","580","40","-0.43441762854144805"
"47","560","99","-0.41379310344827586"
"53","620","14","-0.3091247672253259"
"48","570","57","-0.48366013071895425"
"52","610","33","-0.4497991967871486"
"54","630","13","-0.29508196721311475"
"51","600","36","-0.5078369905956113"
"47","560","100","-0.41379310344827586"
"49","580","41","-0.43441762854144805"
"53","620","15","-0.32645403377110693"
"48","570","58","-0.48366013071895425"
"52","610","34","-0.4497991967871486"
"54","630","14","-0.30980751604032997"
"51","600","37","-0.5078369905956113"
"49","580","42","-0.43441762854144805"
"48","570","59","-0.48366013071895425"
"53","620","16","-0.3308270676691729"
"52","610","35","-0.4497991967871486"
"51","600","38","-0.5078369905956113"
"54","630","15","-0.3290203327171904"
"48","570","60","-0.48366013071895425"
"49","580","43","-0.43441762854144805"
"52","610","36","-0.4497991967871486"
"53","620","17","-0.3440453686200378"
"51","600","39","-0.5078369905956113"
"48","570","61","-0.48366013071895425"
"54","630","16","-0.34418604651162793"
"49","580","44","-0.43441762854144805"
"55","640","0","0"
"54","630","17","-0.35294117647058826"
"53","620","18","-0.3619047619047619"
"51","600","40","-0.5078369905956113"
"48","570","62","-0.48366013071895425"
"52","610","37","-0.4497991967871486"
"50","590","48","-0.4405377456049638"
"51","600","41","-0.5078369905956113"
"48","570","63","-0.48366013071895425"
"49","580","45","-0.43441762854144805"
"52","610","38","-0.4497991967871486"
"54","630","18","-0.36397748592870544"
"53","620","19","-0.37093690248565964"
"55","640","1","0"
"50","590","49","-0.4405377456049638"
"48","570","64","-0.48366013071895425"
"51","600","42","-0.5078369905956113"
"52","610","39","-0.4497991967871486"
"49","580","46","-0.43441762854144805"
"53","620","20","-0.3892100192678227"
"54","630","19","-0.3886255924170616"
"48","570","65","-0.48366013071895425"
"50","590","50","-0.4405377456049638"
"51","600","43","-0.5078369905956113"
"49","580","47","-0.43441762854144805"
"52","610","40","-0.4497991967871486"
"55","640","2","-0.010997643362136685"
"54","630","20","-0.4068767908309456"
"53","620","21","-0.3961352657004831"
"48","570","66","-0.48366013071895425"
"50","590","51","-0.4405377456049638"
"51","600","44","-0.5078369905956113"
"52","610","41","-0.4497991967871486"
"49","580","48","-0.43441762854144805"
"53","620","22","-0.4171539961013645"
"54","630","21","-0.4207492795389049"
"55","640","3","-0.02531645569620253"
"48","570","67","-0.48366013071895425"
"50","590","52","-0.4405377456049638"
"51","600","45","-0.5078369905956113"
"52","610","42","-0.4497991967871486"
"49","580","49","-0.43441762854144805"
"53","620","23","-0.4337585868498528"
"54","630","22","-0.42540904716073147"
"48","570","68","-0.48366013071895425"
"51","600","46","-0.5078369905956113"
"50","590","53","-0.4405377456049638"
"52","610","43","-0.4497991967871486"
"55","640","4","-0.05292702485966319"
"49","580","50","-0.43441762854144805"
"53","620","24","-0.4530168150346192"
"54","630","23","-0.4394966118102614"
"51","600","47","-0.5078369905956113"
"48","570","69","-0.48366013071895425"
"50","590","54","-0.4405377456049638"
"52","610","44","-0.4497991967871486"
"49","580","51","-0.43441762854144805"
"53","620","25","-0.4578790882061447"
"54","630","24","-0.4537487828627069"
"55","640","5","-0.08638956805215973"
"51","600","48","-0.5078369905956113"
"48","570","70","-0.48366013071895425"
"50","590","55","-0.4405377456049638"
"52","610","45","-0.4497991967871486"
"49","580","52","-0.43441762854144805"
"53","620","26","-0.4578790882061447"
"54","630","25","-0.4585365853658537"
"51","600","49","-0.5078369905956113"
"48","570","71","-0.48366013071895425"
"55","640","6","-0.10873146622734761"
"50","590","56","-0.4405377456049638"
"52","610","46","-0.4497991967871486"
"49","580","53","-0.43441762854144805"
"53","620","27","-0.4578790882061447"
"54","630","26","-0.4585365853658537"
"51","600","50","-0.5078369905956113"
"48","570","72","-0.48366013071895425"
"50","590","57","-0.4405377456049638"
"52","610","47","-0.4497991967871486"
"49","580","54","-0.43441762854144805"
"55","640","7","-0.13689482470784642"
"54","630","27","-0.4585365853658537"
"53","620","28","-0.4578790882061447"
"51","600","51","-0.5078369905956113"
"48","570","73","-0.48366013071895425"
"50","590","58","-0.4405377456049638"
"52","610","48","-0.4497991967871486"
"49","580","55","-0.43441762854144805"
"51","600","52","-0.5078369905956113"
"53","620","29","-0.4578790882061447"
