"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3-change.nlogo"
"exp2-3"
"03/07/2024 02:00:27:781 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","gini-index","survival-ratio","death-ratio","mean-sugar","median-sugar","sd-sugar"
"21","25","15","color-agents-by-vision","500","1000","0.4431649413388545","1","0.5805704760140766","40.572","29","34.50533367617548"
"22","25","15","color-agents-by-vision","500","1000","0.4354269160111169","1","0.5786684024549005","42.458","30","35.09923287333489"
"23","25","20","color-agents-by-vision","500","1000","0.4363332128659193","1","0.5816629903136089","44.272","31","36.68751782184039"
"24","25","20","color-agents-by-vision","500","1000","0.43850600522193195","1","0.5763680387409201","45.96","31","38.454282774841275"
"25","25","25","color-agents-by-vision","500","1000","0.42799178824146034","1","0.5666730438109815","45.788","32.5","36.45618140075352"
"26","25","25","color-agents-by-vision","500","1000","0.4168166285009687","1","0.5697674418604651","45.416","32","35.62658348623684"
"27","25","30","color-agents-by-vision","500","1000","0.41071032876003116","1","0.5615036996573471","46.356","34.5","35.83072628194666"
"28","25","30","color-agents-by-vision","500","1000","0.4037073252971426","1","0.5605064444733758","47.452","36","36.090452165011044"
"29","30","0","color-agents-by-vision","500","1000","0.4796786316058211","1","0.5815855887216083","39.17","27","36.4160590772455"
"30","30","0","color-agents-by-vision","500","1000","0.4566764823717949","1","0.5904096754961247","39.936","28","34.24215171258686"
"32","30","5","color-agents-by-vision","500","1000","0.4292421263791378","1","0.5830344332855093","39.88","30","32.015740116862226"
"31","30","5","color-agents-by-vision","500","1000","0.45164150769514316","1","0.5837804005722461","43.404","30","36.4201818129258"
"33","30","10","color-agents-by-vision","500","1000","0.44141694060431397","1","0.5802664679027298","44.414","32.5","36.57712914860196"
"34","30","10","color-agents-by-vision","500","1000","0.4332116434202543","1","0.5763500931098696","39.576","28","32.84578992552415"
"36","30","15","color-agents-by-vision","500","1000","0.41700716124502696","1","0.5822543792840823","42.73","31","33.83907898470445"
"35","30","15","color-agents-by-vision","500","1000","0.42808346578266215","1","0.5760191846522782","44.042","31","35.751315347805"
"37","30","20","color-agents-by-vision","500","1000","0.43382669009525565","1","0.5800059154096421","43.252","30","35.695277020961825"
"38","30","20","color-agents-by-vision","500","1000","0.41011279430553016","1","0.5782279476841381","43.832","32","34.58977712218922"
"39","30","25","color-agents-by-vision","500","1000","0.40377952684670004","1","0.5628083881578947","44.214","32.5","33.83871038679343"
"41","30","30","color-agents-by-vision","500","1000","0.40566812978741706","1","0.5667535331261903","46.476","34","35.73002509636359"
"40","30","25","color-agents-by-vision","500","1000","0.42629021453788374","1","0.5722126232340685","44.188","31.5","35.48948665910307"
"42","30","30","color-agents-by-vision","500","1000","0.4043289660615631","1","0.5549320428336079","50.68","37","37.851645858382135"
"43","35","0","color-agents-by-vision","500","1000","0.4548682945587383","1","0.5790506780870807","41.608","30","35.50170528518753"
"44","35","0","color-agents-by-vision","500","1000","0.4295767626806327","1","0.5836444444444444","41.244","32","33.42464476633238"
"45","35","5","color-agents-by-vision","500","1000","0.43942002650009454","1","0.5773414454277286","42.264","31","35.205698208851715"
"46","35","5","color-agents-by-vision","500","1000","0.44132821902705693","1","0.5732525629077353","43.538","33","36.45521253596098"
"47","35","10","color-agents-by-vision","500","1000","0.40839138602520036","1","0.5649482541831898","43.65","34","33.40153927068782"
"48","35","10","color-agents-by-vision","500","1000","0.42911519121649633","1","0.5758624003074854","43.354","33","35.44739369035298"
"49","35","15","color-agents-by-vision","500","1000","0.4264246587103975","1","0.5625251306795336","46.588","35","36.964998013746914"
"50","35","15","color-agents-by-vision","500","1000","0.4263172208088428","1","0.5789214721511513","45.596","33","36.87981868247327"
"51","35","20","color-agents-by-vision","500","1000","0.416708144124263","1","0.5648839349626751","47.126","34","37.19081118870289"
"52","35","20","color-agents-by-vision","500","1000","0.39734751289373876","1","0.5618862520458265","46.922","35","35.341958407084576"
"53","35","25","color-agents-by-vision","500","1000","0.40260959686633","1","0.5650538196258752","49.016","38.5","36.28637686918584"
"54","35","25","color-agents-by-vision","500","1000","0.4025604299462568","1","0.5582396807058082","48.006","35","36.046367990278604"
"12","20","25","color-agents-by-vision","500","1000","0.42381418980221386","1","0.57220367278798","44.088","31","35.41746814920853"
"55","35","30","color-agents-by-vision","500","1000","0.4034415035778949","1","0.558716577540107","46.396","35","35.385412797899576"
"56","35","30","color-agents-by-vision","500","1000","0.3997797951195131","1","0.5453559027777778","48.028","36","36.33223470359502"
"57","40","0","color-agents-by-vision","500","1000","0.43330282143185334","1","0.5724335832639081","43.524","33","35.09365402898669"
"58","40","0","color-agents-by-vision","500","1000","0.4305655258966064","1","0.5722768602709223","41.434","34","33.4985065919031"
"59","40","5","color-agents-by-vision","500","1000","0.4489856980703745","1","0.5699675014337603","44.05","33","37.71419123408164"
"60","40","5","color-agents-by-vision","500","1000","0.4234951208390333","1","0.5673012532287381","43.86","35","34.98863829329798"
"61","40","10","color-agents-by-vision","500","1000","0.4231480856356042","1","0.5680949112658104","45.028","35","35.86368111678573"
"62","40","10","color-agents-by-vision","500","1000","0.41848880822746476","1","0.5603431079194096","46.284","35","36.356277336982785"
"63","40","15","color-agents-by-vision","500","1000","0.41996136727790656","1","0.5584521384928717","44.936","34","35.80217165187022"
"64","40","15","color-agents-by-vision","500","1000","0.396627286983795","1","0.5687199036918138","45.912","37","34.263219235570524"
"65","40","20","color-agents-by-vision","500","1000","0.4025547599674531","1","0.5488785442234447","49.16","39","36.68293438849598"
"66","40","20","color-agents-by-vision","500","1000","0.40448043265340905","1","0.5538702928870293","46.966","37.5","35.56034195335699"
"67","40","25","color-agents-by-vision","500","1000","0.39869819727752154","1","0.5454349466422335","48.926","38","36.722712852927394"
"68","40","25","color-agents-by-vision","500","1000","0.4024616970658206","1","0.5526819923371648","50.44","39","38.151139155176914"
"69","40","30","color-agents-by-vision","500","1000","0.4144413137849125","1","0.5530261573820728","48.836","38","38.045183347592165"
"70","40","30","color-agents-by-vision","500","1000","0.3859083241032632","1","0.553041018387553","46.948","38","34.23778245586284"
"71","45","0","color-agents-by-vision","500","1000","0.4313906513013076","1","0.5651393481341521","46.338","38","36.68218807328276"
"72","45","0","color-agents-by-vision","500","1000","0.422760933203229","1","0.5607019562715765","45.092","35","34.90748632030678"
"73","45","5","color-agents-by-vision","500","1000","0.4329142027003937","1","0.562701593197146","46.808","36","37.7055241191287"
"74","45","5","color-agents-by-vision","500","1000","0.43075685035279865","1","0.5667710984922655","46.202","34","37.80798968694762"
"75","45","10","color-agents-by-vision","500","1000","0.40255997953789774","1","0.5478652605713116","46.916","38","35.14135417918744"
"76","45","10","color-agents-by-vision","500","1000","0.39727642013270736","1","0.555758128228502","49.432","39","36.2091643533282"
"77","45","15","color-agents-by-vision","500","1000","0.40654270609615123","1","0.5571948051948052","48.424","38","36.960362020973804"
"78","45","15","color-agents-by-vision","500","1000","0.42832994591050616","1","0.552140159462862","48.808","37","39.185534936971244"
"79","45","20","color-agents-by-vision","500","1000","0.3978719910728522","1","0.5467154069454897","50.184","40","37.2230204376405"
"80","45","20","color-agents-by-vision","500","1000","0.3912972400879268","1","0.5446735395189003","49.132","41","35.874231657193555"
"81","45","25","color-agents-by-vision","500","1000","0.39339784070075373","1","0.5438347179711412","49.09","40","36.85711320202892"
"82","45","25","color-agents-by-vision","500","1000","0.3843338254593178","1","0.5343099460292984","48.768","38","35.19077944456233"
"83","45","30","color-agents-by-vision","500","1000","0.3843458062470273","1","0.5275731189997768","50.456","41","36.51244145166853"
"84","45","30","color-agents-by-vision","500","1000","0.3961808884627675","1","0.5237392094502499","50.064","41","37.35594782193797"
"85","50","0","color-agents-by-vision","500","1000","0.4331983778940918","1","0.5579499126383226","42.414","34","34.760483114777685"
"87","50","5","color-agents-by-vision","500","1000","0.4092849736340671","1","0.5603353628106598","45.134","36","34.57048279328945"
"88","50","5","color-agents-by-vision","500","1000","0.40497117296222657","1","0.5448730964467005","48.288","38","36.73210518200947"
"86","50","0","color-agents-by-vision","500","1000","0.4269573922793527","1","0.5595573245315989","49.944","39","39.17522508577382"
"89","50","10","color-agents-by-vision","500","1000","0.400811562669982","1","0.5487424651839534","51.476","43","38.15343750682466"
"90","50","10","color-agents-by-vision","500","1000","0.4054504980937158","1","0.5484071806578811","48.786","40","36.80289540539495"
"91","50","15","color-agents-by-vision","500","1000","0.40105673370373307","1","0.5438108484005564","51.116","42.5","37.60162640920249"
"92","50","15","color-agents-by-vision","500","1000","0.40532892077206634","1","0.541186513017499","50.462","40","37.5942443789051"
"93","50","20","color-agents-by-vision","500","1000","0.3918743135035426","1","0.5313117996044825","47.706","38.5","34.79921744910566"
"94","50","20","color-agents-by-vision","500","1000","0.3845287074496347","1","0.5418703160638645","48.942","41.5","35.07247914800398"
"95","50","25","color-agents-by-vision","500","1000","0.3825285596337161","1","0.5292204150308469","53.292","44","37.380547704566716"
"96","50","25","color-agents-by-vision","500","1000","0.41290536678310563","1","0.5301258492036975","50.384","40","38.7186105847204"
"97","50","30","color-agents-by-vision","500","1000","0.39586810489120305","1","0.511183219376521","53.77","44","39.83881728572587"
"98","50","30","color-agents-by-vision","500","1000","0.3877429418788278","1","0.5110035718400737","51.926","44","37.72700860599356"
