"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 3-change.nlogo"
"exp3-3-new"
"03/07/2024 20:21:54:784 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","(mean) gini-index","(std) gini-index","(mean) survival-ratio","(std) survival-ratio","(mean) death-ratio","(std) death-ratio","(mean) mean-sugar","(std) mean-sugar","(mean) median-sugar","(std) median-sugar","(mean) sd-sugar","(std) sd-sugar","(mean) starve-count","(std) starve-count","(mean) age-death-count","(std) age-death-count"
"35","15","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"35","15","color-agents-by-vision","50","1000","0.43628790025502967","N/A","1","N/A","0.2421340629274966","N/A","70.58","N/A","53","N/A","56.8166007646443","N/A","177","N/A","553","N/A"
"35","15","color-agents-by-vision","100","1000","0.4286913996627318","N/A","1","N/A","0.32512953367875647","N/A","59.3","N/A","41","N/A","48.79259341044675","N/A","502","N/A","1041","N/A"
"35","15","color-agents-by-vision","150","1000","0.4574900147151565","N/A","1","N/A","0.3723448563098709","N/A","63.42666666666667","N/A","42","N/A","56.702253860328746","N/A","894","N/A","1506","N/A"
"35","15","color-agents-by-vision","200","1000","0.45448234768359896","N/A","1","N/A","0.3944043321299639","N/A","67.13","N/A","46","N/A","57.69886389238841","N/A","1311","N/A","2012","N/A"
"35","15","color-agents-by-vision","250","1000","0.43963543829103324","N/A","1","N/A","0.39914974019839394","N/A","59.732","N/A","38.5","N/A","49.432565075664854","N/A","1690","N/A","2543","N/A"
"35","15","color-agents-by-vision","300","1000","0.44000942625526346","N/A","1","N/A","0.4247855100095329","N/A","53.04333333333334","N/A","35","N/A","45.254332805612776","N/A","2228","N/A","3016","N/A"
"35","15","color-agents-by-vision","350","1000","0.4412831582276859","N/A","1","N/A","0.4625585023400936","N/A","47.745714285714286","N/A","32","N/A","40.159366218194656","N/A","2965","N/A","3444","N/A"
"35","15","color-agents-by-vision","400","1000","0.4222623830417085","N/A","1","N/A","0.500667022411953","N/A","47.2925","N/A","36","N/A","37.63153298014968","N/A","3753","N/A","3742","N/A"
"35","15","color-agents-by-vision","450","1000","0.41589770653297276","N/A","1","N/A","0.5475432211101001","N/A","44.91555555555556","N/A","33","N/A","35.520588813336516","N/A","4814","N/A","3977","N/A"
"35","15","color-agents-by-vision","500","1000","0.425692752883101","N/A","1","N/A","0.5694841700364928","N/A","46.998","N/A","34.5","N/A","37.52159025775621","N/A","5774","N/A","4364","N/A"
"35","15","color-agents-by-vision","550","1000","0.3999686719505682","N/A","1","N/A","0.5790119131044149","N/A","45.79636363636364","N/A","35","N/A","34.21945655841866","N/A","6610","N/A","4805","N/A"
"35","15","color-agents-by-vision","600","1000","0.39313165921245213","N/A","1","N/A","0.5819360961720974","N/A","40.61833333333333","N/A","32","N/A","29.97799967748564","N/A","7358","N/A","5285","N/A"
"35","15","color-agents-by-vision","650","1000","0.39892935552044695","N/A","1","N/A","0.5843004397030203","N/A","40.37384615384615","N/A","32","N/A","30.824373407583337","N/A","8106","N/A","5766","N/A"
"35","15","color-agents-by-vision","700","1000","0.39356836603442275","N/A","1","N/A","0.5871048143775417","N/A","39.98285714285714","N/A","31","N/A","30.168193140720955","N/A","8951","N/A","6294","N/A"
"35","15","color-agents-by-vision","750","1000","0.39452899374644684","N/A","1","N/A","0.5876081393932009","N/A","37.525333333333336","N/A","30","N/A","28.954248212336815","N/A","9645","N/A","6768","N/A"
"35","15","color-agents-by-vision","800","1000","0.3911951055983909","N/A","1","N/A","0.5922061809158583","N/A","37.2875","N/A","28","N/A","28.011437745244244","N/A","10501","N/A","7230","N/A"
"35","15","color-agents-by-vision","850","1000","0.3906128812897068","N/A","1","N/A","0.5866271060718449","N/A","36.84","N/A","28","N/A","27.74883649764271","N/A","11072","N/A","7801","N/A"
"35","15","color-agents-by-vision","900","1000","0.41499693810703825","N/A","1","N/A","0.6027626210490095","N/A","34.675555555555555","N/A","26","N/A","27.17473762701346","N/A","12262","N/A","8080","N/A"
"35","15","color-agents-by-vision","950","1000","0.40154506754319125","N/A","1","N/A","0.6154552129221733","N/A","34.55263157894737","N/A","25","N/A","25.736749246386854","N/A","13412","N/A","8379","N/A"
"35","15","color-agents-by-vision","1000","1000","0.4068956619050752","N/A","1","N/A","0.6362708404219122","N/A","30.382","N/A","24","N/A","22.980735196903304","N/A","14960","N/A","8551","N/A"
"35","20","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"35","20","color-agents-by-vision","50","1000","0.4462992559933865","N/A","1","N/A","0.24554183813443073","N/A","72.58","N/A","55.5","N/A","64.0542149197037","N/A","179","N/A","549","N/A"
"35","20","color-agents-by-vision","100","1000","0.4409620898375279","N/A","1","N/A","0.3086500655307995","N/A","62.78","N/A","38","N/A","54.22336519742513","N/A","471","N/A","1054","N/A"
"35","20","color-agents-by-vision","150","1000","0.45239766081871324","N/A","1","N/A","0.3750519750519751","N/A","64.6","N/A","42","N/A","55.19033569713466","N/A","902","N/A","1502","N/A"
"35","20","color-agents-by-vision","200","1000","0.42793598982619746","N/A","1","N/A","0.38506633755013886","N/A","58.975","N/A","40.5","N/A","47.720547232200744","N/A","1248","N/A","1992","N/A"
"35","20","color-agents-by-vision","250","1000","0.42020746106483153","N/A","1","N/A","0.40329119961841164","N/A","55.22","N/A","37","N/A","44.452352542765865","N/A","1691","N/A","2501","N/A"
"35","20","color-agents-by-vision","300","1000","0.41945388374327836","N/A","1","N/A","0.4062930186823992","N/A","54.343333333333334","N/A","35","N/A","43.569942873064434","N/A","2066","N/A","3018","N/A"
"35","20","color-agents-by-vision","350","1000","0.4359538313562037","N/A","1","N/A","0.439980321416858","N/A","53.46857142857143","N/A","34","N/A","44.66703156193676","N/A","2683","N/A","3414","N/A"
"35","20","color-agents-by-vision","400","1000","0.4339492646333035","N/A","1","N/A","0.4983000135998912","N/A","50.655","N/A","35","N/A","42.084721508656244","N/A","3664","N/A","3688","N/A"
"35","20","color-agents-by-vision","450","1000","0.4152962055439596","N/A","1","N/A","0.5426836389115964","N/A","48.973333333333336","N/A","36","N/A","38.85962630794168","N/A","4647","N/A","3915","N/A"
"35","20","color-agents-by-vision","500","1000","0.4067795174065211","N/A","1","N/A","0.564686737184703","N/A","43.432","N/A","33","N/A","33.584180358327636","N/A","5552","N/A","4279","N/A"
"35","20","color-agents-by-vision","550","1000","0.38593177303866844","N/A","1","N/A","0.5787341316287026","N/A","44.85272727272727","N/A","35","N/A","32.08075735621647","N/A","6428","N/A","4678","N/A"
"35","20","color-agents-by-vision","600","1000","0.3931757627847015","N/A","1","N/A","0.5859626529298133","N/A","46.54","N/A","35","N/A","34.668018680026485","N/A","7280","N/A","5143","N/A"
"35","20","color-agents-by-vision","650","1000","0.39246858415706687","N/A","1","N/A","0.5832100591715976","N/A","44.30923076923077","N/A","33","N/A","32.730464000308295","N/A","7885","N/A","5634","N/A"
"35","20","color-agents-by-vision","700","1000","0.3810403705901492","N/A","1","N/A","0.5822140822140822","N/A","42.645714285714284","N/A","33","N/A","30.585515032742347","N/A","8583","N/A","6158","N/A"
"35","20","color-agents-by-vision","750","1000","0.3805217372658756","N/A","1","N/A","0.5818456122705556","N/A","41.45466666666667","N/A","32","N/A","29.930894119386693","N/A","9256","N/A","6651","N/A"
"35","20","color-agents-by-vision","800","1000","0.3839442542199795","N/A","1","N/A","0.5848891481913653","N/A","41.6175","N/A","30","N/A","30.43372238278765","N/A","10025","N/A","7114","N/A"
"35","20","color-agents-by-vision","850","1000","0.37926686114588354","N/A","1","N/A","0.5923614846691769","N/A","37.64823529411765","N/A","29","N/A","27.144420766396134","N/A","11012","N/A","7577","N/A"
"35","20","color-agents-by-vision","900","1000","0.3746353463117469","N/A","1","N/A","0.5955763804917372","N/A","37.28888888888889","N/A","28","N/A","26.670253744651617","N/A","11821","N/A","8026","N/A"
"35","20","color-agents-by-vision","950","1000","0.3810678429280451","N/A","1","N/A","0.6014966373022639","N/A","35.62","N/A","27","N/A","25.740371459366585","N/A","12700","N/A","8413","N/A"
"35","20","color-agents-by-vision","1000","1000","0.38967110841913977","N/A","1","N/A","0.6265927736079595","N/A","33.02","N/A","25","N/A","24.03445974544167","N/A","14359","N/A","8556","N/A"
"35","25","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"35","25","color-agents-by-vision","50","1000","0.4151497005988022","N/A","1","N/A","0.23783031988873435","N/A","66.8","N/A","48","N/A","55.52495302261197","N/A","171","N/A","547","N/A"
"35","25","color-agents-by-vision","100","1000","0.41996797745612924","N/A","1","N/A","0.28986486486486485","N/A","78.07","N/A","60.5","N/A","61.243553361009575","N/A","429","N/A","1050","N/A"
"35","25","color-agents-by-vision","150","1000","0.4123724616146614","N/A","1","N/A","0.37052810902896083","N/A","62.81333333333333","N/A","47.5","N/A","48.563303552183974","N/A","870","N/A","1477","N/A"
"35","25","color-agents-by-vision","200","1000","0.4025132105684549","N/A","1","N/A","0.38114499066583696","N/A","62.45","N/A","45.5","N/A","46.95413671630937","N/A","1225","N/A","1988","N/A"
"35","25","color-agents-by-vision","250","1000","0.40652397307322435","N/A","1","N/A","0.399318237156075","N/A","58.232","N/A","40","N/A","45.80132335297239","N/A","1640","N/A","2466","N/A"
"35","25","color-agents-by-vision","300","1000","0.40577863417868404","N/A","1","N/A","0.40837282780410744","N/A","53.626666666666665","N/A","37","N/A","42.74315398905414","N/A","2068","N/A","2995","N/A"
"35","25","color-agents-by-vision","350","1000","0.4089919154275029","N/A","1","N/A","0.43844884488448843","N/A","54.98","N/A","39","N/A","42.52438572265125","N/A","2657","N/A","3402","N/A"
"35","25","color-agents-by-vision","400","1000","0.42638281369208114","N/A","1","N/A","0.47386172006745364","N/A","49.1525","N/A","34","N/A","40.54119157456667","N/A","3372","N/A","3743","N/A"
"35","25","color-agents-by-vision","450","1000","0.3999415430904793","N/A","1","N/A","0.528400954653938","N/A","45.955555555555556","N/A","34","N/A","35.17468691199106","N/A","4428","N/A","3951","N/A"
"35","25","color-agents-by-vision","500","1000","0.41737855966582316","N/A","1","N/A","0.5586474850362281","N/A","49.794","N/A","36","N/A","38.81629778775787","N/A","5320","N/A","4202","N/A"
"35","25","color-agents-by-vision","550","1000","0.3940006461613297","N/A","1","N/A","0.5703559510567296","N/A","45.53272727272727","N/A","34","N/A","34.133161258026895","N/A","6153","N/A","4634","N/A"
"35","25","color-agents-by-vision","600","1000","0.39208533624666214","N/A","1","N/A","0.5827858627858628","N/A","45.766666666666666","N/A","35","N/A","33.83331757087939","N/A","7008","N/A","5016","N/A"
"35","25","color-agents-by-vision","650","1000","0.3810026310175641","N/A","1","N/A","0.5790313996806812","N/A","43.27076923076923","N/A","34","N/A","31.750237362843382","N/A","7616","N/A","5536","N/A"
"35","25","color-agents-by-vision","700","1000","0.3706381655801335","N/A","1","N/A","0.5748843079511989","N/A","43.325714285714284","N/A","34","N/A","30.33894688918146","N/A","8199","N/A","6062","N/A"
"35","25","color-agents-by-vision","750","1000","0.35335762672272814","N/A","1","N/A","0.5895684371807968","N/A","41.858666666666664","N/A","33","N/A","28.378027441623388","N/A","9235","N/A","6428","N/A"
"35","25","color-agents-by-vision","800","1000","0.36947992152028164","N/A","1","N/A","0.5864303978117381","N/A","41.57125","N/A","32","N/A","29.13315721818309","N/A","9862","N/A","6954","N/A"
"35","25","color-agents-by-vision","850","1000","0.3737207687282976","N/A","1","N/A","0.5935423645049696","N/A","40.258823529411764","N/A","31","N/A","28.746261268113038","N/A","10809","N/A","7401","N/A"
"35","25","color-agents-by-vision","900","1000","0.35951342324983954","N/A","1","N/A","0.5942319555829735","N/A","38.44444444444444","N/A","29","N/A","26.30192247616899","N/A","11559","N/A","7892","N/A"
"35","25","color-agents-by-vision","950","1000","0.3698640783862805","N/A","1","N/A","0.5956342469075916","N/A","36.04","N/A","28","N/A","25.568035233691184","N/A","12279","N/A","8335","N/A"
"35","25","color-agents-by-vision","1000","1000","0.3818826597879053","N/A","1","N/A","0.6157546872892405","N/A","34.89","N/A","27","N/A","24.805507719319365","N/A","13695","N/A","8545","N/A"
"35","30","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"35","30","color-agents-by-vision","50","1000","0.4227377456516828","N/A","1","N/A","0.22535211267605634","N/A","88.54","N/A","60","N/A","69.99131432994133","N/A","160","N/A","549","N/A"
"35","30","color-agents-by-vision","100","1000","0.44322459222082783","N/A","1","N/A","0.2796435915010281","N/A","63.76","N/A","40.5","N/A","55.79654961998053","N/A","408","N/A","1050","N/A"
"35","30","color-agents-by-vision","150","1000","0.41335667696532785","N/A","1","N/A","0.35248380129589635","N/A","64.73333333333333","N/A","47.5","N/A","49.960879550490425","N/A","816","N/A","1498","N/A"
"35","30","color-agents-by-vision","200","1000","0.3996015341138477","N/A","1","N/A","0.3826771653543307","N/A","61.925","N/A","45.5","N/A","48.715865513853075","N/A","1215","N/A","1959","N/A"
"35","30","color-agents-by-vision","250","1000","0.39728132147395173","N/A","1","N/A","0.38498122653316647","N/A","62.96","N/A","47","N/A","46.979342636292294","N/A","1538","N/A","2456","N/A"
"35","30","color-agents-by-vision","300","1000","0.39757464166336176","N/A","1","N/A","0.39664347114203846","N/A","58.836666666666666","N/A","39.5","N/A","44.60338022295245","N/A","1938","N/A","2947","N/A"
"35","30","color-agents-by-vision","350","1000","0.39964749255088144","N/A","1","N/A","0.43585000840760046","N/A","56.574285714285715","N/A","41","N/A","42.79435628682937","N/A","2592","N/A","3354","N/A"
"35","30","color-agents-by-vision","400","1000","0.4138496423758685","N/A","1","N/A","0.4637992831541219","N/A","48.235","N/A","35","N/A","38.26893064395162","N/A","3235","N/A","3739","N/A"
"35","30","color-agents-by-vision","450","1000","0.401042705594342","N/A","1","N/A","0.515136476426799","N/A","49.01777777777778","N/A","37","N/A","36.9996044575793","N/A","4152","N/A","3907","N/A"
"35","30","color-agents-by-vision","500","1000","0.37749764596998087","N/A","1","N/A","0.5474878444084279","N/A","49.702","N/A","39","N/A","35.398464636156106","N/A","5067","N/A","4187","N/A"
"35","30","color-agents-by-vision","550","1000","0.3837577590491397","N/A","1","N/A","0.5759727350184607","N/A","46.89272727272727","N/A","38","N/A","33.831917946896795","N/A","6084","N/A","4478","N/A"
"35","30","color-agents-by-vision","600","1000","0.369114615922559","N/A","1","N/A","0.5814508567044583","N/A","45.281666666666666","N/A","36","N/A","32.041172342743415","N/A","6821","N/A","4909","N/A"
"35","30","color-agents-by-vision","650","1000","0.36449752028387","N/A","1","N/A","0.581951257494355","N/A","45.62461538461538","N/A","35","N/A","31.412764871103303","N/A","7474","N/A","5368","N/A"
"35","30","color-agents-by-vision","700","1000","0.36335575629444594","N/A","1","N/A","0.5953165533197784","N/A","44.597142857142856","N/A","35","N/A","30.738743925071955","N/A","8491","N/A","5771","N/A"
"35","30","color-agents-by-vision","750","1000","0.3536802343701307","N/A","1","N/A","0.5869835657696588","N/A","42.781333333333336","N/A","34","N/A","28.90609395807001","N/A","8965","N/A","6307","N/A"
"35","30","color-agents-by-vision","800","1000","0.3575592243799725","N/A","1","N/A","0.5878776825338926","N/A","42.74","N/A","34","N/A","29.662091963051594","N/A","9670","N/A","6778","N/A"
"35","30","color-agents-by-vision","850","1000","0.34916582782111594","N/A","1","N/A","0.5879083484573503","N/A","42.00588235294118","N/A","33","N/A","28.204055597824574","N/A","10366","N/A","7265","N/A"
"35","30","color-agents-by-vision","900","1000","0.34443438263619364","N/A","1","N/A","0.587889694595882","N/A","39.50888888888889","N/A","32","N/A","25.876340843505385","N/A","11107","N/A","7785","N/A"
"35","30","color-agents-by-vision","950","1000","0.36287558938598174","N/A","1","N/A","0.5926696384348688","N/A","38.78631578947368","N/A","31","N/A","26.297872641812663","N/A","11966","N/A","8223","N/A"
"35","30","color-agents-by-vision","1000","1000","0.35409232187541195","N/A","1","N/A","0.6054497428055053","N/A","37.965","N/A","30.5","N/A","25.173547276506003","N/A","13065","N/A","8513","N/A"
"40","0","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"40","0","color-agents-by-vision","50","1000","0.4917687253613666","N/A","1","N/A","0.26588845654993515","N/A","76.1","N/A","47","N/A","70.39487748061079","N/A","205","N/A","565","N/A"
"40","0","color-agents-by-vision","100","1000","0.3993357096565133","N/A","1","N/A","0.34076827757125155","N/A","61.72","N/A","49","N/A","46.89857528365189","N/A","550","N/A","1063","N/A"
"40","0","color-agents-by-vision","150","1000","0.4592500619052672","N/A","1","N/A","0.39692307692307693","N/A","62.82","N/A","44.5","N/A","55.2460111226724","N/A","1032","N/A","1567","N/A"
"40","0","color-agents-by-vision","200","1000","0.4394213135068154","N/A","1","N/A","0.40906483075157773","N/A","60.525","N/A","45.5","N/A","50.048211680961295","N/A","1426","N/A","2059","N/A"
"40","0","color-agents-by-vision","250","1000","0.45196030645749735","N/A","1","N/A","0.432325016559947","N/A","54.82","N/A","39","N/A","47.20488113757785","N/A","1958","N/A","2570","N/A"
"40","0","color-agents-by-vision","300","1000","0.46766030624263794","N/A","1","N/A","0.45136048372754756","N/A","47.166666666666664","N/A","33","N/A","41.97911834247584","N/A","2538","N/A","3084","N/A"
"40","0","color-agents-by-vision","350","1000","0.4723491172728695","N/A","1","N/A","0.4860540223135643","N/A","46.84","N/A","31","N/A","42.388672325838186","N/A","3311","N/A","3500","N/A"
"40","0","color-agents-by-vision","400","1000","0.47043682082385607","N/A","1","N/A","0.5338776504996344","N/A","49.4625","N/A","36","N/A","43.40193444460552","N/A","4381","N/A","3824","N/A"
"40","0","color-agents-by-vision","450","1000","0.4420641520145604","N/A","1","N/A","0.5694879832810867","N/A","44.36222222222222","N/A","36","N/A","36.968232849834635","N/A","5450","N/A","4119","N/A"
"40","0","color-agents-by-vision","500","1000","0.45143532016977295","N/A","1","N/A","0.5748668013962888","N/A","43.352","N/A","34","N/A","36.61033637456667","N/A","6258","N/A","4627","N/A"
"40","0","color-agents-by-vision","550","1000","0.4167083049197262","N/A","1","N/A","0.5883937316356513","N/A","41.93272727272727","N/A","36","N/A","32.03994862147616","N/A","7209","N/A","5042","N/A"
"40","0","color-agents-by-vision","600","1000","0.44016851137918184","N/A","1","N/A","0.5882309509746013","N/A","40.205","N/A","32","N/A","33.25165302730701","N/A","7967","N/A","5576","N/A"
"40","0","color-agents-by-vision","650","1000","0.4171521970946253","N/A","1","N/A","0.6041955274094597","N/A","40.61846153846154","N/A","33","N/A","31.296617086850652","N/A","9159","N/A","5999","N/A"
"40","0","color-agents-by-vision","700","1000","0.43129955376103857","N/A","1","N/A","0.587860223791961","N/A","36.99857142857143","N/A","29","N/A","29.82061289791329","N/A","9404","N/A","6592","N/A"
"40","0","color-agents-by-vision","750","1000","0.42996253022236497","N/A","1","N/A","0.6006111362607515","N/A","37.316","N/A","28","N/A","30.321730719157046","N/A","10614","N/A","7057","N/A"
"40","0","color-agents-by-vision","800","1000","0.42885414821637324","N/A","1","N/A","0.607747175508929","N/A","35.28625","N/A","28","N/A","28.63073452842323","N/A","11673","N/A","7533","N/A"
"40","0","color-agents-by-vision","850","1000","0.41647511922157654","N/A","1","N/A","0.6255130285387038","N/A","36.656470588235294","N/A","30","N/A","28.09205147719909","N/A","13107","N/A","7846","N/A"
"40","0","color-agents-by-vision","900","1000","0.4311364499357407","N/A","1","N/A","0.6357524487978629","N/A","33.81333333333333","N/A","26","N/A","26.93597732225032","N/A","14279","N/A","8180","N/A"
"40","0","color-agents-by-vision","950","1000","0.4258606229998229","N/A","1","N/A","0.6586053351852609","N/A","32.805263157894736","N/A","27","N/A","25.746821418480412","N/A","16122","N/A","8356","N/A"
"40","0","color-agents-by-vision","1000","1000","0.42483283909231545","N/A","1","N/A","0.6878106247468984","N/A","31.024","N/A","25","N/A","24.218545826741156","N/A","18683","N/A","8479","N/A"
"40","5","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"40","5","color-agents-by-vision","50","1000","0.4337753424657535","N/A","1","N/A","0.2857142857142857","N/A","73","N/A","52","N/A","63.681926439940874","N/A","224","N/A","559","N/A"
"40","5","color-agents-by-vision","100","1000","0.46636880856760377","N/A","1","N/A","0.33249370277078083","N/A","59.76","N/A","47.5","N/A","52.83232863971594","N/A","528","N/A","1059","N/A"
"40","5","color-agents-by-vision","150","1000","0.43864663635764617","N/A","1","N/A","0.37209302325581395","N/A","67.45333333333333","N/A","46.5","N/A","54.56067205527294","N/A","912","N/A","1538","N/A"
"40","5","color-agents-by-vision","200","1000","0.432286432160804","N/A","1","N/A","0.3877005347593583","N/A","54.725","N/A","41.5","N/A","45.17591939814104","N/A","1305","N/A","2060","N/A"
"40","5","color-agents-by-vision","250","1000","0.46104640336386854","N/A","1","N/A","0.42084942084942084","N/A","53.272","N/A","33","N/A","46.94855357442787","N/A","1853","N/A","2549","N/A"
"40","5","color-agents-by-vision","300","1000","0.4534746582544693","N/A","1","N/A","0.4368157357580256","N/A","52.833333333333336","N/A","36","N/A","45.65222859263063","N/A","2354","N/A","3034","N/A"
"40","5","color-agents-by-vision","350","1000","0.44774303022075906","N/A","1","N/A","0.4715112736136502","N/A","48.10857142857143","N/A","34","N/A","41.15391037225439","N/A","3095","N/A","3468","N/A"
"40","5","color-agents-by-vision","400","1000","0.43788121259432766","N/A","1","N/A","0.5119524486367748","N/A","48.0375","N/A","35","N/A","39.0644489488742","N/A","3962","N/A","3776","N/A"
"40","5","color-agents-by-vision","450","1000","0.44506159707800863","N/A","1","N/A","0.5478537012702585","N/A","43.873333333333335","N/A","33.5","N/A","37.23362048514853","N/A","5003","N/A","4128","N/A"
"40","5","color-agents-by-vision","500","1000","0.42570983463881595","N/A","1","N/A","0.5659108378170637","N/A","45.96","N/A","35","N/A","36.31335456053155","N/A","5890","N/A","4517","N/A"
"40","5","color-agents-by-vision","550","1000","0.43285028639637924","N/A","1","N/A","0.5739629756599246","N/A","39.88","N/A","30","N/A","32.91480640797263","N/A","6697","N/A","4970","N/A"
"40","5","color-agents-by-vision","600","1000","0.4231135808533572","N/A","1","N/A","0.592004882514495","N/A","40.715","N/A","33","N/A","32.531999528498154","N/A","7760","N/A","5347","N/A"
"40","5","color-agents-by-vision","650","1000","0.4303213792000363","N/A","1","N/A","0.5802521304317205","N/A","41.433846153846154","N/A","32","N/A","33.106441200690135","N/A","8239","N/A","5959","N/A"
"40","5","color-agents-by-vision","700","1000","0.42295145569819875","N/A","1","N/A","0.5918860485819661","N/A","38.82","N/A","30","N/A","31.389457238873582","N/A","9308","N/A","6417","N/A"
"40","5","color-agents-by-vision","750","1000","0.41368394168351574","N/A","1","N/A","0.5906056129985229","N/A","37.588","N/A","30","N/A","28.92062919539286","N/A","9996","N/A","6928","N/A"
"40","5","color-agents-by-vision","800","1000","0.43241092743386006","N/A","1","N/A","0.5954852529246993","N/A","38.22375","N/A","28","N/A","31.004641518361442","N/A","10842","N/A","7364","N/A"
"40","5","color-agents-by-vision","850","1000","0.4027896274484112","N/A","1","N/A","0.604310695404636","N/A","35.91058823529412","N/A","30","N/A","26.783721404617978","N/A","11888","N/A","7783","N/A"
"40","5","color-agents-by-vision","900","1000","0.41809327212075137","N/A","1","N/A","0.6167929590059773","N/A","33.64111111111111","N/A","26","N/A","26.273251345239984","N/A","13105","N/A","8141","N/A"
"40","5","color-agents-by-vision","950","1000","0.42230706281942443","N/A","1","N/A","0.641537995761429","N/A","32.834736842105265","N/A","26","N/A","25.73171655290248","N/A","14833","N/A","8287","N/A"
"40","5","color-agents-by-vision","1000","1000","0.42285998474640857","N/A","1","N/A","0.6695741812703195","N/A","31.468","N/A","25","N/A","24.348096554059577","N/A","16888","N/A","8333","N/A"
"40","10","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"40","10","color-agents-by-vision","50","1000","0.45165714285714287","N/A","1","N/A","0.2373806275579809","N/A","84","N/A","60.5","N/A","73.03144416437823","N/A","174","N/A","558","N/A"
"40","10","color-agents-by-vision","100","1000","0.46284822651849594","N/A","1","N/A","0.31776913099870296","N/A","65.69","N/A","48.5","N/A","59.77291961408543","N/A","490","N/A","1051","N/A"
"40","10","color-agents-by-vision","150","1000","0.4510433913217357","N/A","1","N/A","0.3854251012145749","N/A","55.56666666666667","N/A","39.5","N/A","49.25054650555865","N/A","952","N/A","1517","N/A"
"40","10","color-agents-by-vision","200","1000","0.43741190159574467","N/A","1","N/A","0.3873659117997616","N/A","60.16","N/A","43.5","N/A","48.88859656782816","N/A","1300","N/A","2055","N/A"
"40","10","color-agents-by-vision","250","1000","0.42301000667111416","N/A","1","N/A","0.408953135929121","N/A","53.964","N/A","39","N/A","42.63455788564506","N/A","1754","N/A","2534","N/A"
"40","10","color-agents-by-vision","300","1000","0.4280273341639298","N/A","1","N/A","0.4369259606373008","N/A","58.86","N/A","39","N/A","47.12972632722295","N/A","2331","N/A","3003","N/A"
"40","10","color-agents-by-vision","350","1000","0.4323622881355934","N/A","1","N/A","0.4639962593516209","N/A","53.94285714285714","N/A","39","N/A","42.97553302525459","N/A","2977","N/A","3438","N/A"
"40","10","color-agents-by-vision","400","1000","0.45502883830134744","N/A","1","N/A","0.4924949290060852","N/A","48.98","N/A","32.5","N/A","41.834554196405996","N/A","3642","N/A","3752","N/A"
"40","10","color-agents-by-vision","450","1000","0.4333580549318454","N/A","1","N/A","0.5334857142857143","N/A","43.54666666666667","N/A","32","N/A","35.68326140876347","N/A","4668","N/A","4081","N/A"
"40","10","color-agents-by-vision","500","1000","0.41559869867229404","N/A","1","N/A","0.5648184688239937","N/A","45.492","N/A","34","N/A","36.19228784421894","N/A","5725","N/A","4410","N/A"
"40","10","color-agents-by-vision","550","1000","0.40325135118722255","N/A","1","N/A","0.5812571028936095","N/A","43.54909090909091","N/A","35","N/A","33.50154754181721","N/A","6649","N/A","4789","N/A"
"40","10","color-agents-by-vision","600","1000","0.420614374865505","N/A","1","N/A","0.5835312747426762","N/A","43.888333333333335","N/A","33.5","N/A","34.14790373416722","N/A","7370","N/A","5259","N/A"
"40","10","color-agents-by-vision","650","1000","0.39856917835818184","N/A","1","N/A","0.5823122387199078","N/A","41.99846153846154","N/A","33","N/A","31.5053496193944","N/A","8079","N/A","5794","N/A"
"40","10","color-agents-by-vision","700","1000","0.3932188521005375","N/A","1","N/A","0.5946351651220467","N/A","39.66428571428571","N/A","31","N/A","29.672318837791","N/A","9111","N/A","6210","N/A"
"40","10","color-agents-by-vision","750","1000","0.40910178024142224","N/A","1","N/A","0.5910771655452507","N/A","40.169333333333334","N/A","31","N/A","30.68613440434944","N/A","9751","N/A","6745","N/A"
"40","10","color-agents-by-vision","800","1000","0.40704286227858055","N/A","1","N/A","0.5882854221111238","N/A","38.2475","N/A","29.5","N/A","29.611607569981707","N/A","10355","N/A","7246","N/A"
"40","10","color-agents-by-vision","850","1000","0.4094958011151362","N/A","1","N/A","0.5984792868379654","N/A","35.361176470588234","N/A","28","N/A","27.349763487230625","N/A","11413","N/A","7656","N/A"
"40","10","color-agents-by-vision","900","1000","0.41777924393844834","N/A","1","N/A","0.6084627745045528","N/A","36.20777777777778","N/A","28","N/A","28.16640022866878","N/A","12496","N/A","8040","N/A"
