"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3-change.nlogo"
"exp3-3"
"03/07/2024 02:11:00:779 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","gini-index","survival-ratio","death-ratio","mean-sugar","median-sugar","sd-sugar"
"464","25","10","color-agents-by-vision","80","1000","0.49562993854258125","1","0.32684824902723736","71.1875","53","67.28949242741574"
"465","25","10","color-agents-by-vision","100","1000","0.48426075268817215","1","0.343520782396088","59.52","38.5","55.464517732264895"
"466","25","10","color-agents-by-vision","120","1000","0.43155334475337104","1","0.3958434026099565","63.24166666666667","48","50.35837881154047"
"467","25","10","color-agents-by-vision","140","1000","0.4750501733260352","1","0.39762002462043494","50.33571428571429","29.5","45.335140611960924"
"468","25","10","color-agents-by-vision","160","1000","0.4764220561642378","1","0.4068941009239517","58.75625","37","53.687395528925066"
"459","25","5","color-agents-by-vision","1000","1000","0.47057728869983273","1","0.7141117104576301","27.035","18","23.76966074162128"
"469","25","10","color-agents-by-vision","180","1000","0.477329333415806","1","0.3937058445728966","59.87777777777778","37","54.3022428784145"
"470","25","10","color-agents-by-vision","200","1000","0.46320461980767363","1","0.4190871369294606","50.435","32","45.04052641899852"
"471","25","10","color-agents-by-vision","220","1000","0.4760845012980293","1","0.4182001512477943","52.68636363636364","34.5","48.83806804968915"
"472","25","10","color-agents-by-vision","240","1000","0.47517559917945523","1","0.4102504638218924","53.4875","30","48.79827670751735"
"473","25","10","color-agents-by-vision","260","1000","0.4714745502111255","1","0.4336116910229645","51.56923076923077","34","45.75069904085032"
"474","25","10","color-agents-by-vision","280","1000","0.45420489146930093","1","0.44141375336150596","52.11071428571429","35","43.990450570816535"
"475","25","10","color-agents-by-vision","300","1000","0.4739936225942377","1","0.4522763227280717","48.78333333333333","28","44.510001005623714"
"476","25","10","color-agents-by-vision","320","1000","0.4794103547459251","1","0.45676567656765676","45.63125","26.5","42.433517519655474"
"477","25","10","color-agents-by-vision","340","1000","0.47447846870812216","1","0.47071483474250575","51.9","36.5","46.01540719275497"
"478","25","10","color-agents-by-vision","360","1000","0.46845128099833444","1","0.4961031599829956","40.58611111111111","27","37.47709906321125"
"479","25","10","color-agents-by-vision","380","1000","0.47514938007269814","1","0.5191953720746779","44.50526315789474","30","40.29734435011803"
"480","25","10","color-agents-by-vision","400","1000","0.46236089685621556","1","0.5430761742516428","46.9975","34","40.79464427168271"
"482","25","10","color-agents-by-vision","440","1000","0.45105033018914925","1","0.5620225927918235","41.486363636363635","28","35.773774075094394"
"481","25","10","color-agents-by-vision","420","1000","0.4490471500484634","1","0.5561381511455602","43.51428571428571","30","36.51144634612158"
"483","25","10","color-agents-by-vision","460","1000","0.4683818829740249","1","0.5773845230953809","42.14565217391304","29","37.3811330699797"
"484","25","10","color-agents-by-vision","480","1000","0.4256939592067609","1","0.5827845719661335","41.74166666666667","30","33.968607841940674"
"485","25","10","color-agents-by-vision","500","1000","0.45375882672460655","1","0.5796760474165233","40.502","28","35.20239214635352"
"486","25","10","color-agents-by-vision","520","1000","0.4263235140256449","1","0.5787160706591986","38.175","27.5","31.08230961653698"
"487","25","10","color-agents-by-vision","540","1000","0.42537702373031727","1","0.5845185548471473","38.34814814814815","27","31.032108219304074"
"488","25","10","color-agents-by-vision","560","1000","0.42151061981599575","1","0.5866729161784235","37.7375","26","30.496265424311467"
"489","25","10","color-agents-by-vision","580","1000","0.4226218636847091","1","0.5845432546884453","40.91724137931035","28","32.80433507901322"
"490","25","10","color-agents-by-vision","600","1000","0.4375667256586235","1","0.58705712219812","38.611666666666665","25.5","32.325207846603206"
"491","25","10","color-agents-by-vision","620","1000","0.43629978797516294","1","0.5850706590177697","38.47741935483871","25.5","32.24263535328631"
"492","25","10","color-agents-by-vision","640","1000","0.42907617374640666","1","0.5855716021055473","39.1375","27","31.990166231582094"
"493","25","10","color-agents-by-vision","660","1000","0.4243084871221598","1","0.5922567367676378","36.34848484848485","24.5","29.74162506887025"
"494","25","10","color-agents-by-vision","680","1000","0.4198605313502759","1","0.5856531049250535","34.048529411764704","23","27.778351583300214"
"495","25","10","color-agents-by-vision","700","1000","0.42005958315529596","1","0.5926395173453997","34.38857142857143","24","28.208662225736717"
"496","25","10","color-agents-by-vision","720","1000","0.43022415697048016","1","0.5913972184730943","34.37777777777778","24","28.381644160190326"
"497","25","10","color-agents-by-vision","740","1000","0.4371460823545154","1","0.5971084881685209","33.84324324324324","22","28.85327110289637"
"498","25","10","color-agents-by-vision","760","1000","0.43523293792288476","1","0.592101629384148","33.75526315789474","22","28.57559327279923"
"499","25","10","color-agents-by-vision","780","1000","0.42729590410591856","1","0.5975238806766636","34.1051282051282","23","28.02715947340822"
"500","25","10","color-agents-by-vision","800","1000","0.4331596258465635","1","0.5917583285090259","33.77625","22","27.804406885245733"
"501","25","10","color-agents-by-vision","820","1000","0.4420520626236748","1","0.5993835893290218","31.88170731707317","21","27.239845608569464"
"502","25","10","color-agents-by-vision","840","1000","0.44616342610600906","1","0.6020197044334975","30.167857142857144","20","26.097811162787302"
"503","25","10","color-agents-by-vision","860","1000","0.43371918704884244","1","0.6109373519097716","31.025581395348837","21","25.83473573842767"
"504","25","10","color-agents-by-vision","880","1000","0.4522130603973527","1","0.615690444269798","30.688636363636363","20","26.81370199633323"
"505","25","10","color-agents-by-vision","900","1000","0.44542938760935563","1","0.6204803022126282","31.116666666666667","20","26.257362969695905"
"506","25","10","color-agents-by-vision","920","1000","0.4467627371766003","1","0.6321869029008164","28.22717391304348","18","24.30983180451127"
"507","25","10","color-agents-by-vision","940","1000","0.4453103659927138","1","0.6428511530398323","26.698936170212765","18","23.16987778029375"
"511","25","15","color-agents-by-vision","0","0","0","1","0","0","0","0"
"512","25","15","color-agents-by-vision","20","1000","0.42258883248730966","1","0.19014084507042253","49.25","35.5","40.098398708020355"
"513","25","15","color-agents-by-vision","40","1000","0.425","1","0.24268502581755594","81.525","75","63.554534426379405"
"514","25","15","color-agents-by-vision","60","1000","0.45820053845594105","1","0.2938643702906351","76.35","64","67.70119419120503"
"508","25","10","color-agents-by-vision","960","1000","0.45744866683813473","1","0.6586400549472748","28.35","18","24.557064696048716"
"515","25","15","color-agents-by-vision","80","1000","0.46911193159735715","1","0.30193236714975846","64.325","43","58.02417108739898"
"516","25","15","color-agents-by-vision","100","1000","0.5091811734364926","1","0.3647566235366605","62.04","40","60.44664063152197"
"517","25","15","color-agents-by-vision","120","1000","0.46501297918694673","1","0.3643292682926829","59.925","39","55.02530548481743"
"509","25","10","color-agents-by-vision","980","1000","0.45716965833388706","1","0.6716581303514877","27.583673469387755","19","23.684471209668697"
"518","25","15","color-agents-by-vision","140","1000","0.44016282569365767","1","0.3845172267120374","60.35","44.5","50.8210182826021"
"519","25","15","color-agents-by-vision","160","1000","0.49234307970196456","1","0.38925680647534955","55.3625","31.5","54.21718350690475"
"520","25","15","color-agents-by-vision","180","1000","0.43223455280729817","1","0.4055966548729495","59.07222222222222","41","46.89296388663491"
"521","25","15","color-agents-by-vision","200","1000","0.44395368181420175","1","0.4055603324734881","57.105","38","47.73317773081326"
"510","25","10","color-agents-by-vision","1000","1000","0.4447761077421036","1","0.6910198437908741","26.879","19","22.315607662471255"
"522","25","15","color-agents-by-vision","220","1000","0.4656199450016178","1","0.41415701415701417","61.30909090909091","40","54.259859353571144"
"523","25","15","color-agents-by-vision","240","1000","0.43072335025380687","1","0.4039290848107331","49.25","31.5","41.132147482052964"
"524","25","15","color-agents-by-vision","260","1000","0.4592218438374939","1","0.4174799392756452","55.68846153846154","35.5","48.92511673789902"
"525","25","15","color-agents-by-vision","280","1000","0.4402952823172326","1","0.42761208769504244","50.76428571428571","35","42.187771201077815"
"526","25","15","color-agents-by-vision","300","1000","0.4526597631037662","1","0.4361507500914746","46.99666666666667","28.5","41.589609772461685"
"527","25","15","color-agents-by-vision","320","1000","0.4519522921108738","1","0.453774385072095","48.365625","31","42.16054633564118"
"528","25","15","color-agents-by-vision","340","1000","0.47446718380798414","1","0.46354494028912635","44.51764705882353","27","40.29811088326623"
"529","25","15","color-agents-by-vision","360","1000","0.47157520637850564","1","0.47963400236127507","48.15555555555556","29.5","43.83386236622543"
"530","25","15","color-agents-by-vision","380","1000","0.4745894969339414","1","0.5057815263229493","47.6578947368421","28","42.59701100405586"
"531","25","15","color-agents-by-vision","400","1000","0.45083610700197246","1","0.5205566905005107","40.56","28","34.850362543645936"
"532","25","15","color-agents-by-vision","420","1000","0.4456119186623776","1","0.5583138173302108","45.67619047619048","31","38.20875838019961"
"533","25","15","color-agents-by-vision","440","1000","0.46064976988578143","1","0.561798988343963","44.35454545454545","28","38.902444744285795"
"534","25","15","color-agents-by-vision","460","1000","0.43880790205190295","1","0.5681412209729957","44.54347826086956","31","37.39700832799407"
"535","25","15","color-agents-by-vision","480","1000","0.4256384341100841","1","0.5788602045786654","41.483333333333334","30","34.004171016005294"
"536","25","15","color-agents-by-vision","500","1000","0.41324631697475894","1","0.589336514637056","42.628","33","33.25009403756648"
"537","25","15","color-agents-by-vision","520","1000","0.42836835791259015","1","0.5749020306376915","42.91153846153846","32","34.35421098871981"
"538","25","15","color-agents-by-vision","540","1000","0.42238920120598683","1","0.5824921537026041","41.83518518518518","30","33.832182466795864"
"539","25","15","color-agents-by-vision","560","1000","0.42346858673280935","1","0.5805219087879034","38.67142857142857","28.5","31.249802657184194"
"540","25","15","color-agents-by-vision","580","1000","0.4140866628002379","1","0.5920616570327553","39.05689655172414","27","31.084739115778603"
"541","25","15","color-agents-by-vision","600","1000","0.41937957184081653","1","0.5894830527330712","41.391666666666666","27","33.22878045168172"
"542","25","15","color-agents-by-vision","620","1000","0.4194940782098412","1","0.5848268912401929","37.964516129032255","26","30.451402512056394"
"543","25","15","color-agents-by-vision","640","1000","0.42055515715901787","1","0.5869038554717242","38.675","26","31.22286991347534"
"544","25","15","color-agents-by-vision","660","1000","0.39736125706486897","1","0.585263016999063","37.88030303030303","27","28.56102653320325"
"545","25","15","color-agents-by-vision","680","1000","0.4041904468512871","1","0.5883719429567013","37.34705882352941","25","29.059942471251894"
"546","25","15","color-agents-by-vision","700","1000","0.4134167232805245","1","0.5830186304128903","37.55","25","29.99540379669922"
"547","25","15","color-agents-by-vision","720","1000","0.40548858607034716","1","0.5866496288183035","36.4375","25","28.72698177531591"
"548","25","15","color-agents-by-vision","740","1000","0.42028949763231677","1","0.5874647556390977","36.28108108108108","24","29.366139383084708"
"549","25","15","color-agents-by-vision","760","1000","0.4154440961238491","1","0.5911022952677812","36.53815789473684","24","29.746732715949054"
"550","25","15","color-agents-by-vision","780","1000","0.4066385167734766","1","0.5908034528552457","34.57820512820513","23","27.57922953566177"
"551","25","15","color-agents-by-vision","800","1000","0.41542871054643443","1","0.5857536913840662","34.33625","23","27.728130977346293"
"552","25","15","color-agents-by-vision","820","1000","0.40821812103294236","1","0.6017128411494609","32.45609756097561","23","26.151325838592452"
"553","25","15","color-agents-by-vision","840","1000","0.4055032222823317","1","0.5955710955710956","32.37976190476191","22","25.67783942174167"
"554","25","15","color-agents-by-vision","860","1000","0.41859238340822325","1","0.6066061670569868","33.72558139534884","22","26.95715647947726"
"555","25","15","color-agents-by-vision","880","1000","0.42391703720310375","1","0.6105323248180391","33.17727272727273","22","26.81263403862737"
"556","25","15","color-agents-by-vision","900","1000","0.421427696914798","1","0.6126013435255965","29.84777777777778","20","24.286713102455295"
"557","25","15","color-agents-by-vision","920","1000","0.4179812791264526","1","0.6226314146863435","30.14891304347826","20","24.83754833522675"
"558","25","15","color-agents-by-vision","940","1000","0.4267784469341791","1","0.6335226041350613","30.43936170212766","20","24.759665739170764"
"562","25","20","color-agents-by-vision","0","0","0","1","0","0","0","0"
"563","25","20","color-agents-by-vision","20","1000","0.3839124839124839","1","0.22602739726027396","77.7","71.5","56.860956912917246"
"564","25","20","color-agents-by-vision","40","1000","0.4611506524317913","1","0.2570480928689884","84.3","61.5","72.83074864861646"
"559","25","15","color-agents-by-vision","960","1000","0.43557942359249285","1","0.6409181383136408","29.140625","19","24.195028221543637"
"565","25","20","color-agents-by-vision","60","1000","0.4722465063911518","1","0.25583982202447164","83.88333333333334","51.5","74.9433891809071"
"566","25","20","color-agents-by-vision","80","1000","0.47478991596638664","1","0.28322259136212624","74.375","52","68.64260311224594"
"567","25","20","color-agents-by-vision","100","1000","0.47009936345287995","1","0.3314139475367882","64.41","47","59.65525453754592"
"568","25","20","color-agents-by-vision","120","1000","0.4362378538234053","1","0.36465781409601633","52.6","38","44.67725531920176"
"560","25","15","color-agents-by-vision","980","1000","0.4397341968412223","1","0.6524134528410492","28.071428571428573","19","23.584828315250846"
"569","25","20","color-agents-by-vision","140","1000","0.45542789715563287","1","0.3652826855123675","57.50714285714286","39","51.58209164844293"
"570","25","20","color-agents-by-vision","160","1000","0.43956743742439724","1","0.3781416603198781","67.16875","53","54.48007216018182"
"571","25","20","color-agents-by-vision","180","1000","0.4584833320885304","1","0.4030579050097593","49.58888888888889","33.5","45.271963883206276"
"561","25","15","color-agents-by-vision","1000","1000","0.4521705894901516","1","0.666228855721393","28.126","19","24.060986161316293"
"572","25","20","color-agents-by-vision","200","1000","0.44865157042441495","1","0.39765739385065885","56.195","38","49.687637108309296"
"573","25","20","color-agents-by-vision","220","1000","0.43777267643309076","1","0.4168180638463535","52.83181818181818","32","44.59020805303967"
"574","25","20","color-agents-by-vision","240","1000","0.4456435637503368","1","0.40841346153846153","56.72083333333333","36","48.19244440830346"
"575","25","20","color-agents-by-vision","260","1000","0.44208313897356316","1","0.41068262411347517","54.54615384615385","33.5","45.72658571903922"
"576","25","20","color-agents-by-vision","280","1000","0.4234435498592471","1","0.4246575342465753","53.10357142857143","33","44.021092876296855"
"577","25","20","color-agents-by-vision","300","1000","0.43696653148170905","1","0.4321448571961919","54.24666666666667","36","45.04370774681882"
"578","25","20","color-agents-by-vision","320","1000","0.4258981682020619","1","0.43797909407665503","51.221875","38","41.93341665319001"
"579","25","20","color-agents-by-vision","340","1000","0.4392097715717659","1","0.46228671663211607","47.77647058823529","33","39.61045613590077"
"580","25","20","color-agents-by-vision","360","1000","0.4495824881029835","1","0.4638291472401865","48.38333333333333","32","41.54009708387982"
"581","25","20","color-agents-by-vision","380","1000","0.4422711087264031","1","0.488231148696265","45.43157894736842","31","38.838384471013846"
"582","25","20","color-agents-by-vision","400","1000","0.45636652197504085","1","0.5144636139577118","46.075","29.5","39.98539050245831"
"583","25","20","color-agents-by-vision","420","1000","0.45539458902827223","1","0.536813922356091","43.6","32","37.9610024739936"
"584","25","20","color-agents-by-vision","440","1000","0.44675691788988964","1","0.5538935830098196","45.225","30","38.6913705187551"
"585","25","20","color-agents-by-vision","460","1000","0.43783965986822637","1","0.5772760839751029","42.06086956521739","31","35.27057861756463"
"586","25","20","color-agents-by-vision","480","1000","0.43977336213272894","1","0.5682028122754799","44.12708333333333","28","37.27820275524426"
"587","25","20","color-agents-by-vision","500","1000","0.41478291485221924","1","0.575280683235774","43.172","31.5","34.38445866952091"
"588","25","20","color-agents-by-vision","520","1000","0.4419626183751455","1","0.5917261313341161","44.51923076923077","30","37.20240445572952"
"589","25","20","color-agents-by-vision","540","1000","0.41582515169755924","1","0.582166159199652","39.65185185185185","27","31.75960690991989"
"590","25","20","color-agents-by-vision","560","1000","0.4166873131140538","1","0.5894459537334321","41.80357142857143","30","33.09963256521067"
"592","25","20","color-agents-by-vision","600","1000","0.4092367036977406","1","0.585145482388974","41.406666666666666","30","32.05412714978285"
"591","25","20","color-agents-by-vision","580","1000","0.4030952778709779","1","0.5943873517786561","42.35","29","32.53046798234323"
"593","25","20","color-agents-by-vision","620","1000","0.3922769681078118","1","0.5887884799059584","40.95483870967742","29","30.53329799950818"
"594","25","20","color-agents-by-vision","640","1000","0.40124962973933637","1","0.5906498627050623","42.2","29.5","32.29946922242033"
"595","25","20","color-agents-by-vision","660","1000","0.41725810298972943","1","0.5846462133775566","41.19090909090909","28","32.70366198942067"
"596","25","20","color-agents-by-vision","680","1000","0.4049318831940036","1","0.5883520847121112","37.438235294117646","26","29.612206561498816"
"597","25","20","color-agents-by-vision","700","1000","0.39375557576081716","1","0.5883408071748879","38.15714285714286","27","28.729031397593978"
"598","25","20","color-agents-by-vision","720","1000","0.3989975757206902","1","0.5970525023027325","38.03472222222222","25","29.557989300599615"
"599","25","20","color-agents-by-vision","740","1000","0.4010941657850022","1","0.5873563218390805","36.454054054054055","25","28.527588855298276"
"600","25","20","color-agents-by-vision","760","1000","0.40363489825442656","1","0.5898080973554879","37.72105263157895","25.5","29.672984105331842"
"601","25","20","color-agents-by-vision","780","1000","0.3916273746893661","1","0.5953320554741234","36.853846153846156","25","28.240152462739832"
"602","25","20","color-agents-by-vision","800","1000","0.37335959972275146","1","0.5900423146672529","36.06875","25","26.42009747096835"
"603","25","20","color-agents-by-vision","820","1000","0.3833751981495866","1","0.5902326331058937","36.045121951219514","24","26.949537487741413"
"604","25","20","color-agents-by-vision","840","1000","0.3989245406509905","1","0.593056643174106","35.51190476190476","24","27.430698917268685"
"605","25","20","color-agents-by-vision","860","1000","0.3857405183045632","1","0.5954658165072618","33.656976744186046","24","25.166865889411383"
"606","25","20","color-agents-by-vision","880","1000","0.39436057498271426","1","0.6011685569794275","33.01931818181818","23","25.432430086474724"
"607","25","20","color-agents-by-vision","900","1000","0.39272519857724697","1","0.6011023244668104","33.49444444444445","23","25.35783885405877"
"608","25","20","color-agents-by-vision","920","1000","0.417160381737554","1","0.6072764683875795","32.37608695652174","22","26.024636229423503"
"609","25","20","color-agents-by-vision","940","1000","0.4061327532052556","1","0.6145148211550591","31.23936170212766","22","24.101249500682865"
"610","25","20","color-agents-by-vision","960","1000","0.4184217399628052","1","0.6261253386941701","31.739583333333332","22","25.051623360288424"
"611","25","20","color-agents-by-vision","980","1000","0.4018556150802915","1","0.6342199184228416","31.214285714285715","22","23.774326286950096"
"612","25","20","color-agents-by-vision","1000","1000","0.4191964673472695","1","0.6474846930332616","30.855","21","24.43913350031557"
"613","25","25","color-agents-by-vision","0","1000","0.4061327532052556","1","0.6145148211550591","33.58617021276596","24","26.114151399480296"
"614","25","25","color-agents-by-vision","20","1000","0.3903264636905129","48","0.6144843849866661","33.46041666666667","25","24.710176054824267"
"615","25","25","color-agents-by-vision","40","1000","0.4022780444601094","24.5","0.6200707567520926","32.141836734693875","24","24.78222378282344"
"617","25","25","color-agents-by-vision","80","1000","0.395110927127761","11.75","0.601008643344321","33.57234042553191","25","25.41435283417293"
"618","25","25","color-agents-by-vision","100","1000","0.38421796384262014","9.6","0.6103318962971712","33.33229166666667","24.5","24.403178457536605"
"619","25","25","color-agents-by-vision","120","1000","0.3834239686482535","8.166666666666666","0.6153723926734848","32.159183673469386","24","23.622308307880996"
"620","25","25","color-agents-by-vision","140","1000","0.38084832470226354","6.714285714285714","0.598798977075532","33.467021276595744","25","24.72450931079976"
"621","25","25","color-agents-by-vision","160","1000","0.3888841144604225","6","0.6080095875362029","33.10520833333333","24","24.64641242494686"
"622","25","25","color-agents-by-vision","180","1000","0.4024423357694013","5.444444444444445","0.6129007741333072","30.6234693877551","24","23.535166138191556"
"623","25","25","color-agents-by-vision","200","1000","0.38578598049937163","4.7","0.5959915611814346","32.97127659574468","24","24.620619263886482"
"624","25","25","color-agents-by-vision","220","1000","0.3928260987041189","4.363636363636363","0.6058848128408858","32.93020833333333","24","24.52846921097011"
"625","25","25","color-agents-by-vision","240","1000","0.4056470585933244","4.083333333333333","0.6122406422687937","31.927551020408163","24","24.7016488662889"
"626","25","25","color-agents-by-vision","260","1000","0.38946985793552774","3.6153846153846154","0.5956457925636007","34.217021276595744","25","25.47545181159441"
"627","25","25","color-agents-by-vision","280","1000","0.3890122906429975","3.4285714285714284","0.6041169872152021","32.859375","25","24.305451433148377"
"628","25","25","color-agents-by-vision","300","1000","0.40246500766860605","3.2666666666666666","0.6121147176587287","33.15714285714286","25","25.257849031370863"
"616","25","25","color-agents-by-vision","60","1000","0.4081782252989302","16.666666666666668","0.6321778748241618","31.78","23","24.209413369507665"
"629","25","25","color-agents-by-vision","320","1000","0.4008565221945933","2.9375","0.5959795110959729","32.84255319148936","24","25.1452161129662"
"630","25","25","color-agents-by-vision","340","1000","0.4035751462975473","2.823529411764706","0.6049060874651881","32.396875","24","24.79719177953821"
"631","25","25","color-agents-by-vision","360","1000","0.4002320060071268","2.7222222222222223","0.6111814660309892","31.366326530612245","24","24.150690712169745"
"633","25","25","color-agents-by-vision","400","1000","0.3937920486081906","2.35","0.5957738245340547","34.45106382978724","25","25.354625369369124"
"634","25","25","color-agents-by-vision","420","1000","0.3893225526326934","2.2857142857142856","0.6036656744372721","32.7875","25","24.128536793593376"
"635","25","25","color-agents-by-vision","440","1000","0.40352582224735156","2.227272727272727","0.6108451217060035","31.23265306122449","23","24.127660032704583"
"636","25","25","color-agents-by-vision","460","1000","0.38860671263186136","2.0434782608695654","0.5954669629569224","32.40851063829787","24","24.51408783886873"
"637","25","25","color-agents-by-vision","480","1000","0.38709700098092514","2","0.6032084500756242","32.565625","24","23.98661135120301"
"638","25","25","color-agents-by-vision","500","1000","0.411058265299553","1.96","0.6101006584863516","31.695918367346938","24","24.76635217125757"
"639","25","25","color-agents-by-vision","520","1000","0.39300812388664413","1.8076923076923077","0.5952376581174613","34.45957446808511","25","25.437167339286074"
"640","25","25","color-agents-by-vision","540","1000","0.38034648665275783","1.7777777777777777","0.6031761618253557","32.453125","25","23.635436947354876"
"641","25","25","color-agents-by-vision","560","1000","0.3978692207839789","1.75","0.6100393829282621","31.82857142857143","24","24.24599837459364"
"632","25","25","color-agents-by-vision","380","1000","0.4013528904227776","2.6315789473684212","0.6268103738632537","30.134","23","23.119744085230852"
"642","25","25","color-agents-by-vision","580","1000","0.39289564548031425","1.6206896551724137","0.5953396194926569","33.60957446808511","25","24.915270984944833"
"643","25","25","color-agents-by-vision","600","1000","0.3963675534154294","1.6","0.6030387513848476","32.989583333333336","24","25.021406806470797"
"644","25","25","color-agents-by-vision","620","1000","0.39894445666662354","1.5806451612903225","0.6102648888748254","32.183673469387756","24","24.29699912061404"
"646","25","25","color-agents-by-vision","660","1000","0.3853026871662464","1.4242424242424243","0.5957200362397789","32.75212765957447","24","24.416715187730844"
"647","25","25","color-agents-by-vision","680","1000","0.40576588808920894","1.411764705882353","0.6031293817481246","31.2625","24","24.080761102297075"
"648","25","25","color-agents-by-vision","700","1000","0.39661884176766143","1.4","0.6104294700834879","31.731632653061226","24","23.876564158694674"
"649","25","25","color-agents-by-vision","720","1000","0.39626808660699236","1.3055555555555556","0.5957549666537281","33.18404255319149","25","25.115307261244695"
"650","25","25","color-agents-by-vision","740","1000","0.4092403875118339","1.2972972972972974","0.6028917814335268","32.275","24","25.457797992433765"
"651","25","25","color-agents-by-vision","760","1000","0.4004448242936089","1.2894736842105263","0.6097999377420446","32.73571428571429","24","24.811414347439488"
"652","25","25","color-agents-by-vision","780","1000","0.3945469755547061","1.205128205128205","0.5959161476948478","33.91595744680851","25","25.736776035905542"
"653","25","25","color-agents-by-vision","800","1000","0.4113512349224585","1.2","0.6023298120192768","32.64375","24","25.40574111178414"
"654","25","25","color-agents-by-vision","820","1000","0.4012388065145625","1.1951219512195121","0.6094837050329507","31.97142857142857","24","24.37796523437372"
"655","25","25","color-agents-by-vision","840","1000","0.3847353802352336","1.119047619047619","0.5956954401626439","31.895744680851063","24","23.79853726406696"
"656","25","25","color-agents-by-vision","860","1000","0.385584036636172","1.1162790697674418","0.6024798113342386","32.3375","24","23.69608253328806"
"657","25","25","color-agents-by-vision","880","1000","0.4000747336403335","1.1136363636363635","0.6093464238229881","30.637755102040817","23","23.674124064382077"
"658","25","25","color-agents-by-vision","900","1000","0.3969540261188178","1.0444444444444445","0.5957940108502827","33.66063829787234","25","25.50267257428782"
"659","25","25","color-agents-by-vision","920","1000","0.39370130480609317","1.0434782608695652","0.6023419569915289","32.778125","24","24.71513914266926"
"660","25","25","color-agents-by-vision","940","1000","0.3866931949871819","1.0425531914893618","0.6090572283335103","33.621428571428574","25","24.674645917918813"
"661","25","25","color-agents-by-vision","960","1000","0.38370886629606826","0.9791666666666666","0.5959476916189547","33.481914893617024","25","24.505301257615837"
"645","25","25","color-agents-by-vision","640","1000","0.3994813094448131","1.5625","0.6251342642320086","31.647","24","23.768199728172885"
"662","25","25","color-agents-by-vision","980","1000","0.3974070649195758","0.9795918367346939","0.6019671458769338","32.315625","24","24.4552615641291"
"663","25","25","color-agents-by-vision","1000","1000","0.40316553656393495","0.98","0.6092926054074542","31.403061224489797","24","24.32550355918437"
"664","25","30","color-agents-by-vision","0","1000","0.38370886629606826","0.9791666666666666","0.5959476916189547","36.695744680851064","28","25.739230157357525"
"666","25","30","color-agents-by-vision","40","1000","0.36461249849470106","24","0.6012910868223537","34.6","27","24.215929916709158"
"667","25","30","color-agents-by-vision","60","1000","0.36215847656645844","16.333333333333332","0.6088435044614744","33.08469387755102","26","23.034059482188002"
"668","25","30","color-agents-by-vision","80","1000","0.36866634810097426","11.75","0.595007556235832","34.86276595744681","27","24.712517401167226"
"669","25","30","color-agents-by-vision","100","1000","0.3828637504556962","9.6","0.6007320298479267","35.240625","27","25.482812617934282"
"665","25","30","color-agents-by-vision","20","1000","0.3821920842303946","50","0.6213475990319705","33.907","27","24.53545066509556"
"670","25","30","color-agents-by-vision","120","1000","0.37114336645930784","8.166666666666666","0.6085298212882503","34.018367346938774","27","23.906219340883222"
"671","25","30","color-agents-by-vision","140","1000","0.38320424581047","6.714285714285714","0.5945549163854933","36.65851063829787","28","26.417903494457782"
"672","25","30","color-agents-by-vision","160","1000","0.36890467406965793","6","0.6003455620663622","34.942708333333336","27","24.81787359545814"
"674","25","30","color-agents-by-vision","200","1000","0.37528307578938486","4.9","0.607827144187918","33.68571428571428","27","23.725300580613286"
"675","25","30","color-agents-by-vision","220","1000","0.37575768808254534","4.2727272727272725","0.5939162076888406","36.943617021276594","28","26.248992306884194"
"673","25","30","color-agents-by-vision","180","1000","0.3861519245326963","5.555555555555555","0.6184119661405495","34.346","27","24.769655222061942"
"676","25","30","color-agents-by-vision","240","1000","0.3802075875544416","4","0.5997608183612628","34.91875","27","24.94247108689816"
"677","25","30","color-agents-by-vision","260","1000","0.385515292334352","3.769230769230769","0.6074702638464666","35.11530612244898","27","25.295313417849055"
"678","25","30","color-agents-by-vision","280","1000","0.37399892001317","3.357142857142857","0.5935180962428833","37.054255319148936","28","26.32758796692655"
"680","25","30","color-agents-by-vision","320","1000","0.3788201001219561","3","0.5994368158592654","35.30416666666667","27","25.32242930271014"
"681","25","30","color-agents-by-vision","340","1000","0.37040959224161146","2.8823529411764706","0.6070322742614856","34.97551020408163","27","24.552822135470187"
"682","25","30","color-agents-by-vision","360","1000","0.3744452661096779","2.611111111111111","0.5929355868053109","36.056382978723406","27","26.022723168195288"
"683","25","30","color-agents-by-vision","380","1000","0.37256507549543877","2.526315789473684","0.5991787075822469","36.42604166666667","27","25.795796089475797"
"684","25","30","color-agents-by-vision","400","1000","0.3793836689846246","2.45","0.6067415087211854","33.43265306122449","27","24.04193975775812"
"685","25","30","color-agents-by-vision","420","1000","0.3647418112657745","2.238095238095238","0.5926136253887312","35.2031914893617","27","24.795225038134404"
"686","25","30","color-agents-by-vision","440","1000","0.37129819368548905","2.1818181818181817","0.5987417763003181","34.884375","27","24.71139283814334"
"687","25","30","color-agents-by-vision","460","1000","0.386040774610326","2.130434782608696","0.6065853667463318","34.94387755102041","27","25.341264504473823"
"688","25","30","color-agents-by-vision","480","1000","0.3659374778570094","1.9583333333333333","0.5924298862478494","35.138297872340424","28","24.535732159123228"
