[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
initial-population,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
[reporter],growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth
,-0.659574468,-0.744680851,-0.680851064,-1.042553191,-0.914893617,-1.042553191,-1.14893617,-1.489361702,-1.361702128,-1.446808511,-1.553191489,-1.446808511,-1.574468085,-1.85106383,-1.978723404,-2.042553191,-2,-1.829787234,-2.127659574,-2.489361702,-2.446808511,-2.361702128,-2.765957447,-2.808510638,-2.957446809,-3.042553191,-3.404255319,-3,-3.404255319,-2.936170213,-3.191489362,-3.340425532,-3.829787234,-3.468085106,-3.765957447,-4.042553191,-4.127659574,-4.255319149,-4.340425532,-4.510638298,-4.638297872,-4.659574468,-5.234042553,-5.382978723,-5.234042553,-5.085106383,-5.255319149,-5.212765957,-5.446808511,-6.042553191,-5.744680851,-6.29787234,-6.319148936,-6.510638298,-6.510638298,-6.957446809,-6.829787234,-6.957446809,-7.212765957,-7.361702128,-7.638297872,-7.468085106,-7.957446809,-7.914893617,-8.14893617,-8.404255319,-8.382978723,-8.680851064,-8.744680851,-8.617021277,-8.893617021,-9.063829787,-9.170212766,-9.212765957,-9.638297872,-9.468085106,-10,-10.4893617,-9.85106383,-10.31914894,-10.14893617,-10.76595745,-10.36170213,-10.89361702,-11.04255319,-10.36170213,-10.82978723,-11.55319149,-11.72340426,-12.08510638,-11.87234043
,-0.645833333,-0.729166667,-0.666666667,-1.020833333,-0.895833333,-1.020833333,-1.125,-1.458333333,-1.354166667,-1.416666667,-1.541666667,-1.416666667,-1.541666667,-1.833333333,-1.9375,-2,-1.958333333,-1.791666667,-2.083333333,-2.4375,-2.416666667,-2.3125,-2.708333333,-2.75,-2.895833333,-2.979166667,-3.333333333,-2.9375,-3.333333333,-2.875,-3.125,-3.270833333,-3.75,-3.395833333,-3.6875,-3.958333333,-4.041666667,-4.1875,-4.25,-4.416666667,-4.541666667,-4.583333333,-5.125,-5.270833333,-5.125,-5.020833333,-5.166666667,-5.145833333,-5.354166667,-5.916666667,-5.645833333,-6.166666667,-6.229166667,-6.375,-6.375,-6.854166667,-6.6875,-6.8125,-7.0625,-7.229166667,-7.5,-7.333333333,-7.791666667,-7.770833333,-7.979166667,-8.270833333,-8.229166667,-8.5,-8.5625,-8.4375,-8.708333333,-8.875,-8.979166667,-9.041666667,-9.479166667,-9.375,-9.854166667,-10.3125,-9.645833333,-10.10416667,-9.979166667,-10.5625,-10.16666667,-10.6875,-10.8125,-10.14583333,-10.64583333,-11.3125,-11.47916667,-11.875,-11.625
,-0.632653061,-0.714285714,-0.653061224,-1,-0.87755102,-1,-1.102040816,-1.428571429,-1.326530612,-1.387755102,-1.510204082,-1.387755102,-1.510204082,-1.795918367,-1.897959184,-1.959183673,-1.918367347,-1.755102041,-2.040816327,-2.387755102,-2.367346939,-2.265306122,-2.653061224,-2.693877551,-2.836734694,-2.918367347,-3.265306122,-2.87755102,-3.265306122,-2.836734694,-3.06122449,-3.204081633,-3.673469388,-3.346938776,-3.632653061,-3.87755102,-3.959183673,-4.102040816,-4.163265306,-4.326530612,-4.489795918,-4.510204082,-5.020408163,-5.163265306,-5.040816327,-4.918367347,-5.06122449,-5.040816327,-5.244897959,-5.795918367,-5.571428571,-6.06122449,-6.12244898,-6.265306122,-6.265306122,-6.734693878,-6.571428571,-6.673469388,-6.918367347,-7.102040816,-7.346938776,-7.204081633,-7.653061224,-7.612244898,-7.816326531,-8.12244898,-8.102040816,-8.326530612,-8.448979592,-8.265306122,-8.551020408,-8.693877551,-8.795918367,-8.897959184,-9.306122449,-9.183673469,-9.653061224,-10.12244898,-9.469387755,-9.897959184,-9.795918367,-10.34693878,-9.979591837,-10.48979592,-10.6122449,-9.979591837,-10.44897959,-11.08163265,-11.26530612,-11.63265306,-11.3877551
,-0.62,-0.7,-0.64,-0.98,-0.86,-1,-1.08,-1.4,-1.3,-1.36,-1.48,-1.36,-1.48,-1.76,-1.86,-1.96,-1.88,-1.72,-2,-2.34,-2.32,-2.22,-2.6,-2.66,-2.78,-2.86,-3.2,-2.82,-3.2,-2.78,-3,-3.14,-3.6,-3.28,-3.58,-3.8,-3.88,-4.02,-4.08,-4.24,-4.42,-4.42,-4.92,-5.06,-4.96,-4.84,-4.98,-4.94,-5.14,-5.68,-5.48,-5.94,-6.02,-6.14,-6.16,-6.62,-6.46,-6.54,-6.78,-6.98,-7.22,-7.06,-7.5,-7.46,-7.68,-7.96,-7.98,-8.16,-8.28,-8.12,-8.4,-8.54,-8.64,-8.72,-9.14,-9,-9.5,-9.92,-9.36,-9.7,-9.64,-10.14,-9.78,-10.28,-10.4,-9.78,-10.24,-10.86,-11.04,-11.42,-11.16
,-0.607843137,-0.68627451,-0.62745098,-0.960784314,-0.843137255,-0.980392157,-1.058823529,-1.37254902,-1.274509804,-1.352941176,-1.450980392,-1.333333333,-1.450980392,-1.725490196,-1.823529412,-1.921568627,-1.843137255,-1.68627451,-1.960784314,-2.31372549,-2.274509804,-2.176470588,-2.568627451,-2.607843137,-2.725490196,-2.803921569,-3.137254902,-2.764705882,-3.137254902,-2.725490196,-2.941176471,-3.078431373,-3.529411765,-3.215686275,-3.509803922,-3.725490196,-3.823529412,-3.941176471,-4,-4.176470588,-4.333333333,-4.352941176,-4.823529412,-4.960784314,-4.862745098,-4.745098039,-4.901960784,-4.882352941,-5.039215686,-5.568627451,-5.37254902,-5.823529412,-5.901960784,-6.019607843,-6.039215686,-6.529411765,-6.37254902,-6.431372549,-6.68627451,-6.843137255,-7.078431373,-6.921568627,-7.352941176,-7.333333333,-7.549019608,-7.803921569,-7.882352941,-8,-8.117647059,-7.980392157,-8.235294118,-8.392156863,-8.509803922,-8.568627451,-8.960784314,-8.823529412,-9.333333333,-9.745098039,-9.176470588,-9.549019608,-9.450980392,-9.941176471,-9.588235294,-10.09803922,-10.19607843,-9.588235294,-10.05882353,-10.66666667,-10.82352941,-11.21568627,-10.96078431
,-0.596153846,-0.673076923,-0.615384615,-0.942307692,-0.826923077,-0.980769231,-1.038461538,-1.346153846,-1.269230769,-1.346153846,-1.423076923,-1.307692308,-1.423076923,-1.692307692,-1.788461538,-1.884615385,-1.807692308,-1.653846154,-1.923076923,-2.269230769,-2.230769231,-2.134615385,-2.519230769,-2.576923077,-2.673076923,-2.75,-3.076923077,-2.711538462,-3.096153846,-2.673076923,-2.884615385,-3.019230769,-3.480769231,-3.153846154,-3.461538462,-3.653846154,-3.75,-3.865384615,-3.923076923,-4.096153846,-4.25,-4.269230769,-4.730769231,-4.865384615,-4.769230769,-4.673076923,-4.807692308,-4.807692308,-4.961538462,-5.480769231,-5.269230769,-5.730769231,-5.846153846,-5.903846154,-5.942307692,-6.423076923,-6.288461538,-6.326923077,-6.557692308,-6.730769231,-6.942307692,-6.788461538,-7.25,-7.211538462,-7.423076923,-7.673076923,-7.769230769,-7.865384615,-7.980769231,-7.846153846,-8.076923077,-8.230769231,-8.346153846,-8.403846154,-8.788461538,-8.673076923,-9.173076923,-9.576923077,-9,-9.365384615,-9.269230769,-9.788461538,-9.442307692,-9.980769231,-10,-9.403846154,-9.865384615,-10.48076923,-10.65384615,-11,-10.75
,-0.58490566,-0.660377358,-0.603773585,-0.924528302,-0.811320755,-0.962264151,-1.018867925,-1.320754717,-1.245283019,-1.320754717,-1.396226415,-1.283018868,-1.396226415,-1.660377358,-1.754716981,-1.849056604,-1.773584906,-1.622641509,-1.886792453,-2.226415094,-2.188679245,-2.094339623,-2.471698113,-2.528301887,-2.622641509,-2.698113208,-3.018867925,-2.660377358,-3.037735849,-2.622641509,-2.830188679,-2.962264151,-3.41509434,-3.094339623,-3.41509434,-3.58490566,-3.679245283,-3.79245283,-3.849056604,-4.037735849,-4.169811321,-4.188679245,-4.641509434,-4.773584906,-4.698113208,-4.58490566,-4.716981132,-4.716981132,-4.886792453,-5.377358491,-5.188679245,-5.660377358,-5.735849057,-5.811320755,-5.830188679,-6.320754717,-6.169811321,-6.20754717,-6.433962264,-6.603773585,-6.811320755,-6.679245283,-7.113207547,-7.075471698,-7.283018868,-7.547169811,-7.622641509,-7.716981132,-7.830188679,-7.698113208,-7.943396226,-8.094339623,-8.20754717,-8.264150943,-8.660377358,-8.528301887,-9,-9.396226415,-8.849056604,-9.264150943,-9.113207547,-9.622641509,-9.283018868,-9.830188679,-9.811320755,-9.226415094,-9.679245283,-10.30188679,-10.47169811,-10.79245283,-10.54716981
,-0.574074074,-0.648148148,-0.592592593,-0.907407407,-0.796296296,-0.944444444,-1,-1.314814815,-1.222222222,-1.296296296,-1.37037037,-1.259259259,-1.37037037,-1.62962963,-1.722222222,-1.814814815,-1.759259259,-1.592592593,-1.851851852,-2.203703704,-2.148148148,-2.055555556,-2.425925926,-2.481481481,-2.574074074,-2.648148148,-2.962962963,-2.611111111,-2.981481481,-2.574074074,-2.777777778,-2.925925926,-3.351851852,-3.037037037,-3.351851852,-3.518518519,-3.611111111,-3.722222222,-3.777777778,-3.981481481,-4.092592593,-4.111111111,-4.555555556,-4.685185185,-4.611111111,-4.5,-4.648148148,-4.62962963,-4.796296296,-5.296296296,-5.111111111,-5.592592593,-5.666666667,-5.703703704,-5.722222222,-6.203703704,-6.055555556,-6.092592593,-6.351851852,-6.481481481,-6.685185185,-6.592592593,-7,-7,-7.148148148,-7.407407407,-7.5,-7.611111111,-7.685185185,-7.611111111,-7.814814815,-7.962962963,-8.055555556,-8.111111111,-8.518518519,-8.37037037,-8.833333333,-9.222222222,-8.685185185,-9.092592593,-8.962962963,-9.444444444,-9.111111111,-9.648148148,-9.648148148,-9.055555556,-9.518518519,-10.11111111,-10.27777778,-10.59259259,-10.35185185
,-0.563636364,-0.636363636,-0.581818182,-0.890909091,-0.781818182,-0.927272727,-1,-1.290909091,-1.2,-1.272727273,-1.345454545,-1.236363636,-1.345454545,-1.6,-1.690909091,-1.8,-1.745454545,-1.563636364,-1.818181818,-2.163636364,-2.109090909,-2.036363636,-2.381818182,-2.436363636,-2.527272727,-2.6,-2.909090909,-2.563636364,-2.945454545,-2.527272727,-2.727272727,-2.890909091,-3.290909091,-2.981818182,-3.290909091,-3.454545455,-3.545454545,-3.672727273,-3.709090909,-3.909090909,-4.018181818,-4.036363636,-4.472727273,-4.6,-4.527272727,-4.418181818,-4.563636364,-4.545454545,-4.727272727,-5.218181818,-5.018181818,-5.490909091,-5.581818182,-5.618181818,-5.618181818,-6.109090909,-5.963636364,-5.981818182,-6.254545455,-6.381818182,-6.581818182,-6.490909091,-6.872727273,-6.890909091,-7.018181818,-7.290909091,-7.363636364,-7.527272727,-7.545454545,-7.490909091,-7.672727273,-7.836363636,-7.909090909,-7.981818182,-8.363636364,-8.254545455,-8.690909091,-9.072727273,-8.527272727,-8.927272727,-8.818181818,-9.290909091,-8.963636364,-9.472727273,-9.472727273,-8.909090909,-9.345454545,-9.945454545,-10.09090909,-10.41818182,-10.16363636
,-0.553571429,-0.625,-0.589285714,-0.875,-0.767857143,-0.910714286,-0.982142857,-1.267857143,-1.196428571,-1.25,-1.321428571,-1.214285714,-1.321428571,-1.571428571,-1.660714286,-1.767857143,-1.714285714,-1.535714286,-1.785714286,-2.125,-2.071428571,-2,-2.339285714,-2.392857143,-2.482142857,-2.553571429,-2.857142857,-2.517857143,-2.910714286,-2.482142857,-2.678571429,-2.839285714,-3.25,-2.928571429,-3.232142857,-3.410714286,-3.482142857,-3.625,-3.642857143,-3.839285714,-3.946428571,-3.964285714,-4.392857143,-4.517857143,-4.446428571,-4.375,-4.482142857,-4.464285714,-4.642857143,-5.125,-4.982142857,-5.392857143,-5.517857143,-5.517857143,-5.517857143,-6,-5.857142857,-5.875,-6.178571429,-6.267857143,-6.464285714,-6.392857143,-6.767857143,-6.785714286,-6.892857143,-7.196428571,-7.232142857,-7.392857143,-7.446428571,-7.375,-7.553571429,-7.732142857,-7.767857143,-7.857142857,-8.214285714,-8.125,-8.553571429,-8.910714286,-8.375,-8.767857143,-8.660714286,-9.125,-8.803571429,-9.303571429,-9.303571429,-8.75,-9.178571429,-9.767857143,-9.928571429,-10.23214286,-9.982142857
,-0.543859649,-0.614035088,-0.578947368,-0.859649123,-0.754385965,-0.894736842,-0.964912281,-1.245614035,-1.192982456,-1.228070175,-1.298245614,-1.192982456,-1.298245614,-1.543859649,-1.631578947,-1.736842105,-1.684210526,-1.50877193,-1.754385965,-2.087719298,-2.052631579,-2,-2.298245614,-2.350877193,-2.438596491,-2.50877193,-2.807017544,-2.473684211,-2.859649123,-2.438596491,-2.649122807,-2.789473684,-3.192982456,-2.877192982,-3.175438596,-3.385964912,-3.438596491,-3.561403509,-3.578947368,-3.771929825,-3.877192982,-3.912280702,-4.315789474,-4.438596491,-4.368421053,-4.298245614,-4.421052632,-4.385964912,-4.561403509,-5.070175439,-4.894736842,-5.298245614,-5.421052632,-5.421052632,-5.421052632,-5.894736842,-5.771929825,-5.789473684,-6.105263158,-6.157894737,-6.385964912,-6.298245614,-6.649122807,-6.666666667,-6.771929825,-7.087719298,-7.105263158,-7.280701754,-7.315789474,-7.280701754,-7.438596491,-7.614035088,-7.649122807,-7.736842105,-8.087719298,-8,-8.421052632,-8.754385965,-8.228070175,-8.631578947,-8.50877193,-9,-8.649122807,-9.140350877,-9.140350877,-8.596491228,-9.01754386,-9.596491228,-9.754385965,-10.07017544,-9.807017544
,-0.534482759,-0.603448276,-0.568965517,-0.862068966,-0.74137931,-0.879310345,-0.948275862,-1.224137931,-1.172413793,-1.206896552,-1.275862069,-1.172413793,-1.293103448,-1.517241379,-1.603448276,-1.706896552,-1.655172414,-1.482758621,-1.724137931,-2.051724138,-2.017241379,-1.965517241,-2.25862069,-2.310344828,-2.396551724,-2.465517241,-2.75862069,-2.431034483,-2.810344828,-2.396551724,-2.603448276,-2.75862069,-3.137931034,-2.827586207,-3.120689655,-3.327586207,-3.379310345,-3.5,-3.517241379,-3.724137931,-3.810344828,-3.862068966,-4.24137931,-4.362068966,-4.327586207,-4.224137931,-4.362068966,-4.327586207,-4.482758621,-5,-4.827586207,-5.206896552,-5.327586207,-5.327586207,-5.362068966,-5.810344828,-5.689655172,-5.724137931,-6.034482759,-6.068965517,-6.293103448,-6.189655172,-6.568965517,-6.568965517,-6.655172414,-6.982758621,-6.982758621,-7.189655172,-7.189655172,-7.172413793,-7.344827586,-7.5,-7.534482759,-7.603448276,-7.948275862,-7.862068966,-8.275862069,-8.603448276,-8.086206897,-8.5,-8.379310345,-8.844827586,-8.517241379,-8.982758621,-8.982758621,-8.448275862,-8.879310345,-9.431034483,-9.586206897,-9.896551724,-9.637931034
,-0.525423729,-0.593220339,-0.559322034,-0.847457627,-0.728813559,-0.86440678,-0.93220339,-1.220338983,-1.152542373,-1.186440678,-1.254237288,-1.152542373,-1.271186441,-1.491525424,-1.576271186,-1.677966102,-1.627118644,-1.457627119,-1.694915254,-2.016949153,-1.983050847,-1.93220339,-2.220338983,-2.271186441,-2.355932203,-2.423728814,-2.711864407,-2.389830508,-2.762711864,-2.355932203,-2.559322034,-2.711864407,-3.101694915,-2.779661017,-3.06779661,-3.288135593,-3.322033898,-3.440677966,-3.474576271,-3.661016949,-3.745762712,-3.813559322,-4.203389831,-4.305084746,-4.288135593,-4.152542373,-4.288135593,-4.254237288,-4.406779661,-4.915254237,-4.745762712,-5.13559322,-5.237288136,-5.254237288,-5.271186441,-5.711864407,-5.610169492,-5.627118644,-5.949152542,-5.983050847,-6.220338983,-6.101694915,-6.457627119,-6.457627119,-6.542372881,-6.86440678,-6.86440678,-7.118644068,-7.06779661,-7.050847458,-7.220338983,-7.389830508,-7.406779661,-7.474576271,-7.813559322,-7.728813559,-8.13559322,-8.457627119,-7.983050847,-8.372881356,-8.237288136,-8.728813559,-8.372881356,-8.830508475,-8.830508475,-8.338983051,-8.728813559,-9.271186441,-9.423728814,-9.728813559,-9.474576271
,-0.516666667,-0.583333333,-0.55,-0.833333333,-0.716666667,-0.866666667,-0.916666667,-1.2,-1.133333333,-1.166666667,-1.233333333,-1.133333333,-1.25,-1.466666667,-1.55,-1.65,-1.6,-1.433333333,-1.666666667,-1.983333333,-1.95,-1.9,-2.183333333,-2.233333333,-2.316666667,-2.383333333,-2.666666667,-2.35,-2.716666667,-2.316666667,-2.533333333,-2.666666667,-3.05,-2.75,-3.016666667,-3.233333333,-3.266666667,-3.383333333,-3.416666667,-3.6,-3.683333333,-3.766666667,-4.15,-4.233333333,-4.216666667,-4.1,-4.216666667,-4.183333333,-4.35,-4.85,-4.7,-5.066666667,-5.166666667,-5.183333333,-5.183333333,-5.633333333,-5.55,-5.566666667,-5.866666667,-5.883333333,-6.116666667,-6,-6.35,-6.366666667,-6.45,-6.75,-6.783333333,-7,-6.966666667,-6.933333333,-7.1,-7.283333333,-7.283333333,-7.35,-7.683333333,-7.616666667,-8.016666667,-8.316666667,-7.866666667,-8.233333333,-8.1,-8.6,-8.233333333,-8.683333333,-8.683333333,-8.2,-8.583333333,-9.116666667,-9.266666667,-9.583333333,-9.316666667
,-0.508196721,-0.573770492,-0.540983607,-0.819672131,-0.704918033,-0.852459016,-0.901639344,-1.180327869,-1.114754098,-1.147540984,-1.213114754,-1.114754098,-1.229508197,-1.442622951,-1.524590164,-1.62295082,-1.573770492,-1.409836066,-1.639344262,-1.950819672,-1.918032787,-1.868852459,-2.147540984,-2.196721311,-2.278688525,-2.344262295,-2.62295082,-2.31147541,-2.68852459,-2.278688525,-2.508196721,-2.62295082,-3.016393443,-2.704918033,-2.983606557,-3.180327869,-3.245901639,-3.327868852,-3.360655738,-3.540983607,-3.62295082,-3.704918033,-4.098360656,-4.163934426,-4.163934426,-4.032786885,-4.147540984,-4.114754098,-4.278688525,-4.803278689,-4.62295082,-4.983606557,-5.098360656,-5.098360656,-5.098360656,-5.557377049,-5.459016393,-5.491803279,-5.770491803,-5.786885246,-6.032786885,-5.901639344,-6.262295082,-6.262295082,-6.409836066,-6.639344262,-6.68852459,-6.885245902,-6.852459016,-6.819672131,-6.983606557,-7.163934426,-7.180327869,-7.245901639,-7.573770492,-7.508196721,-7.901639344,-8.196721311,-7.737704918,-8.098360656,-7.967213115,-8.459016393,-8.098360656,-8.540983607,-8.540983607,-8.06557377,-8.442622951,-8.967213115,-9.114754098,-9.426229508,-9.163934426
,-0.5,-0.564516129,-0.532258065,-0.806451613,-0.693548387,-0.838709677,-0.887096774,-1.161290323,-1.096774194,-1.129032258,-1.193548387,-1.096774194,-1.209677419,-1.419354839,-1.5,-1.596774194,-1.548387097,-1.387096774,-1.612903226,-1.919354839,-1.903225806,-1.838709677,-2.112903226,-2.161290323,-2.241935484,-2.306451613,-2.580645161,-2.274193548,-2.661290323,-2.258064516,-2.467741935,-2.596774194,-2.967741935,-2.677419355,-2.935483871,-3.129032258,-3.193548387,-3.274193548,-3.306451613,-3.483870968,-3.580645161,-3.64516129,-4.048387097,-4.096774194,-4.112903226,-3.983870968,-4.080645161,-4.080645161,-4.209677419,-4.758064516,-4.564516129,-4.903225806,-5.032258065,-5.016129032,-5.016129032,-5.467741935,-5.403225806,-5.419354839,-5.677419355,-5.693548387,-5.935483871,-5.806451613,-6.161290323,-6.177419355,-6.322580645,-6.532258065,-6.596774194,-6.774193548,-6.741935484,-6.741935484,-6.887096774,-7.048387097,-7.064516129,-7.129032258,-7.451612903,-7.387096774,-7.774193548,-8.064516129,-7.612903226,-7.983870968,-7.838709677,-8.322580645,-7.967741935,-8.403225806,-8.403225806,-7.935483871,-8.306451613,-8.822580645,-8.967741935,-9.274193548,-9.016129032
,-0.492063492,-0.571428571,-0.523809524,-0.793650794,-0.682539683,-0.825396825,-0.873015873,-1.142857143,-1.079365079,-1.111111111,-1.174603175,-1.079365079,-1.19047619,-1.396825397,-1.476190476,-1.571428571,-1.523809524,-1.365079365,-1.587301587,-1.888888889,-1.888888889,-1.80952381,-2.079365079,-2.126984127,-2.206349206,-2.26984127,-2.53968254,-2.238095238,-2.619047619,-2.222222222,-2.444444444,-2.555555556,-2.920634921,-2.634920635,-2.888888889,-3.095238095,-3.142857143,-3.222222222,-3.253968254,-3.428571429,-3.523809524,-3.587301587,-3.984126984,-4.031746032,-4.047619048,-3.920634921,-4.015873016,-4.031746032,-4.158730159,-4.682539683,-4.492063492,-4.841269841,-4.952380952,-4.936507937,-4.936507937,-5.412698413,-5.317460317,-5.333333333,-5.587301587,-5.603174603,-5.841269841,-5.714285714,-6.063492063,-6.079365079,-6.238095238,-6.428571429,-6.507936508,-6.666666667,-6.634920635,-6.634920635,-6.793650794,-6.936507937,-6.952380952,-7.015873016,-7.333333333,-7.285714286,-7.650793651,-7.936507937,-7.492063492,-7.857142857,-7.73015873,-8.19047619,-7.841269841,-8.26984127,-8.26984127,-7.80952381,-8.19047619,-8.698412698,-8.841269841,-9.126984127,-8.873015873
,-0.484375,-0.5625,-0.515625,-0.78125,-0.6875,-0.828125,-0.859375,-1.125,-1.0625,-1.09375,-1.15625,-1.0625,-1.171875,-1.375,-1.453125,-1.546875,-1.515625,-1.34375,-1.5625,-1.859375,-1.859375,-1.78125,-2.046875,-2.09375,-2.171875,-2.25,-2.5,-2.203125,-2.578125,-2.203125,-2.40625,-2.515625,-2.875,-2.59375,-2.84375,-3.046875,-3.09375,-3.171875,-3.203125,-3.375,-3.46875,-3.53125,-3.921875,-3.984375,-3.984375,-3.859375,-3.953125,-3.96875,-4.09375,-4.609375,-4.4375,-4.765625,-4.875,-4.859375,-4.875,-5.34375,-5.25,-5.25,-5.515625,-5.515625,-5.796875,-5.625,-5.96875,-5.984375,-6.140625,-6.328125,-6.421875,-6.59375,-6.53125,-6.53125,-6.6875,-6.84375,-6.859375,-6.921875,-7.234375,-7.1875,-7.5625,-7.828125,-7.375,-7.734375,-7.625,-8.0625,-7.71875,-8.140625,-8.15625,-7.6875,-8.0625,-8.5625,-8.703125,-8.984375,-8.75
,-0.476923077,-0.553846154,-0.507692308,-0.769230769,-0.676923077,-0.815384615,-0.846153846,-1.123076923,-1.046153846,-1.076923077,-1.153846154,-1.046153846,-1.153846154,-1.353846154,-1.430769231,-1.523076923,-1.507692308,-1.323076923,-1.538461538,-1.830769231,-1.830769231,-1.753846154,-2.015384615,-2.061538462,-2.138461538,-2.230769231,-2.461538462,-2.169230769,-2.538461538,-2.169230769,-2.369230769,-2.476923077,-2.846153846,-2.553846154,-2.8,-3,-3.046153846,-3.123076923,-3.153846154,-3.323076923,-3.415384615,-3.476923077,-3.876923077,-3.923076923,-3.923076923,-3.815384615,-3.892307692,-3.907692308,-4.030769231,-4.538461538,-4.384615385,-4.692307692,-4.8,-4.815384615,-4.8,-5.261538462,-5.169230769,-5.184615385,-5.430769231,-5.430769231,-5.707692308,-5.538461538,-5.892307692,-5.907692308,-6.046153846,-6.246153846,-6.338461538,-6.492307692,-6.446153846,-6.430769231,-6.6,-6.738461538,-6.769230769,-6.830769231,-7.123076923,-7.076923077,-7.446153846,-7.707692308,-7.261538462,-7.615384615,-7.507692308,-7.938461538,-7.6,-8.015384615,-8.046153846,-7.569230769,-7.938461538,-8.430769231,-8.569230769,-8.846153846,-8.615384615
,-0.46969697,-0.545454545,-0.5,-0.757575758,-0.666666667,-0.803030303,-0.848484848,-1.106060606,-1.03030303,-1.060606061,-1.136363636,-1.03030303,-1.136363636,-1.333333333,-1.409090909,-1.5,-1.484848485,-1.303030303,-1.515151515,-1.803030303,-1.803030303,-1.727272727,-1.984848485,-2.03030303,-2.106060606,-2.196969697,-2.424242424,-2.136363636,-2.5,-2.136363636,-2.333333333,-2.439393939,-2.818181818,-2.515151515,-2.757575758,-2.954545455,-3,-3.075757576,-3.106060606,-3.287878788,-3.363636364,-3.424242424,-3.833333333,-3.863636364,-3.878787879,-3.772727273,-3.833333333,-3.848484848,-3.96969697,-4.46969697,-4.318181818,-4.621212121,-4.757575758,-4.742424242,-4.727272727,-5.181818182,-5.090909091,-5.106060606,-5.348484848,-5.363636364,-5.636363636,-5.46969697,-5.803030303,-5.818181818,-5.954545455,-6.151515152,-6.257575758,-6.393939394,-6.348484848,-6.333333333,-6.5,-6.651515152,-6.666666667,-6.727272727,-7.03030303,-6.96969697,-7.348484848,-7.590909091,-7.151515152,-7.5,-7.393939394,-7.833333333,-7.484848485,-7.893939394,-7.924242424,-7.454545455,-7.818181818,-8.303030303,-8.439393939,-8.712121212,-8.484848485
,-0.462686567,-0.537313433,-0.492537313,-0.746268657,-0.656716418,-0.791044776,-0.835820896,-1.089552239,-1.014925373,-1.044776119,-1.119402985,-1.014925373,-1.119402985,-1.313432836,-1.388059701,-1.47761194,-1.462686567,-1.28358209,-1.492537313,-1.776119403,-1.776119403,-1.701492537,-1.970149254,-2,-2.074626866,-2.164179104,-2.388059701,-2.104477612,-2.462686567,-2.104477612,-2.298507463,-2.402985075,-2.776119403,-2.47761194,-2.71641791,-2.910447761,-2.955223881,-3.029850746,-3.059701493,-3.23880597,-3.313432836,-3.373134328,-3.776119403,-3.805970149,-3.820895522,-3.71641791,-3.776119403,-3.791044776,-3.955223881,-4.417910448,-4.268656716,-4.552238806,-4.686567164,-4.671641791,-4.656716418,-5.119402985,-5.014925373,-5.044776119,-5.28358209,-5.28358209,-5.552238806,-5.388059701,-5.731343284,-5.746268657,-5.865671642,-6.059701493,-6.179104478,-6.298507463,-6.253731343,-6.253731343,-6.402985075,-6.567164179,-6.567164179,-6.641791045,-6.925373134,-6.865671642,-7.253731343,-7.47761194,-7.044776119,-7.388059701,-7.28358209,-7.71641791,-7.373134328,-7.776119403,-7.805970149,-7.343283582,-7.701492537,-8.179104478,-8.313432836,-8.597014925,-8.358208955
