maximum-sugar-endowment,minimum-sugar-endowment,initial-population,gini-index,death-ratio,mean-sugar,median-sugar,sd-sugar
45,5,300,0.460392942,0.439513109,54.91333333,38,48.63631145
45,5,320,0.416197281,0.448299672,54.571875,42,42.68240763
45,5,340,0.448019528,0.453277093,50.09117647,37,42.68227177
45,5,360,0.432871638,0.472740851,48.7,36.5,40.13124707
45,5,380,0.430990276,0.483035337,50.82105263,40,40.95843287
45,5,400,0.43326824,0.502101944,52.3925,39,42.51478815
45,5,420,0.424353334,0.521871945,46.07619048,35,37.42893224
45,5,440,0.444970259,0.533163561,49.67045455,38,40.5656816
45,5,460,0.44229393,0.546398513,49.23695652,37,40.57530646
45,5,480,0.420576306,0.555005671,46.74166667,37.5,36.53842221
45,5,500,0.429429997,0.564650524,44.098,35,35.8533586
45,5,520,0.425615138,0.566122679,46.76153846,37,36.95126277
45,5,540,0.410952477,0.568283917,44.72777778,36,34.05634814
45,5,560,0.402614136,0.579918381,44.83571429,35,33.27547743
45,5,580,0.419290226,0.579452279,44.47413793,35,34.69538332
45,5,600,0.395249959,0.586355448,43.51833333,37,31.97013941
45,5,620,0.410924216,0.585508991,41.45483871,33,32.06762179
45,5,640,0.397420722,0.573131014,41.1984375,35,30.46488521
45,5,660,0.412033506,0.585116938,41.64393939,33.5,31.85040254
45,5,680,0.413083402,0.581092206,41.66029412,34,31.84407261
45,5,700,0.412166076,0.584068449,40.47571429,32,30.67949102
45,5,720,0.417112558,0.591972608,42.7125,34,33.13825482
45,5,740,0.3926531,0.590501515,42.88243243,35,30.97833657
45,5,760,0.417088053,0.583040581,38.025,31,30.02955341
45,5,780,0.410783959,0.59327023,38.12307692,31,29.22271139
45,5,800,0.41216596,0.60263864,40.115,31,30.66842783
45,5,820,0.40972772,0.591430462,38.04878049,32,28.91328555
45,5,840,0.424459646,0.598650659,38.39761905,29,30.45153235
45,5,860,0.410253471,0.602853317,36.54186047,30,27.71670869
45,5,880,0.409685886,0.607511597,37.22840909,29,28.29768399
45,5,900,0.400543392,0.618923987,35.32,29,26.32905153
45,5,920,0.403084104,0.618665541,34.46195652,29,25.63382959
45,5,940,0.408873618,0.624920418,34.34680851,29,25.92676136
45,5,960,0.424626312,0.63626364,35.53229167,29,27.64818826
45,5,980,0.416133961,0.644655967,33.82653061,28,26.1543019
45,5,1000,0.415531504,0.653189466,34.25,28,26.0756484
45,10,20,0.351862828,0.212014134,59.05,40.5,39.33188743
45,10,40,0.460105914,0.243986254,56.65,40.5,51.82641144
45,10,60,0.426726923,0.229166667,63.61666667,44,51.4972738
45,10,80,0.441102928,0.276094276,70.8625,57,60.89932422
45,10,100,0.458350104,0.300983607,62.61,44.5,54.64668796
45,10,120,0.435803622,0.345948827,73.625,54,59.82454212
45,10,140,0.419924177,0.370910698,59.21428571,47,47.05496338
45,10,160,0.409452359,0.374903475,64.38125,47,49.39646715
45,10,180,0.450387157,0.368566494,60.42777778,42,51.30378693
45,10,200,0.4308909,0.401928292,58.845,42.5,47.75093437
45,10,220,0.427785356,0.38827738,57.55454545,43,47.30279155
45,10,240,0.419252364,0.399850523,61.1,43,48.7279872
45,10,260,0.406407668,0.403111416,53.35,41,41.22108908
45,10,280,0.44227167,0.411801897,55.29285714,41,46.84765157
45,10,300,0.414415499,0.427913227,53.99666667,41,41.86388985
45,10,320,0.435660956,0.418655098,52.58125,38,44.37125674
45,10,340,0.432727906,0.448641484,59.10588235,45,47.93254196
45,10,360,0.443717815,0.467764271,53.40277778,39,44.2522082
45,10,380,0.443680859,0.474082702,51.24473684,37,43.07820217
45,10,400,0.408286409,0.482272416,51.945,42,39.14393432
45,10,420,0.424086217,0.50185826,50.42142857,39,39.56102826
45,10,440,0.42080087,0.524636991,45.63863636,35,36.2564123
45,10,460,0.432795583,0.532469009,47.43913043,37,39.08967668
45,10,480,0.432987944,0.54770318,46.96041667,38,38.02818008
45,10,500,0.421682426,0.553799392,45.646,36,36.60076387
45,10,520,0.41155895,0.564824604,46.56923077,37,35.37668227
45,10,540,0.408701443,0.565867159,44.28888889,36,34.24708141
45,10,560,0.400690579,0.58031901,43.76964286,35,33.1627764
45,10,580,0.407946413,0.578574441,44.22758621,36.5,33.49590645
45,10,600,0.404903501,0.58242827,43.29333333,35,33.07335837
45,10,620,0.403835954,0.579618825,43.79193548,35,33.12194534
45,10,640,0.401781211,0.575119327,42.284375,34,31.80206398
45,10,660,0.392827091,0.58597855,41.6,34,30.9880392
45,10,680,0.399692675,0.579488624,41.72205882,34,31.06552695
45,10,700,0.390337051,0.584749218,41.36714286,34,30.14420858
45,10,720,0.395976395,0.58694657,40.2625,31,30.0498748
45,10,740,0.395461701,0.593051797,40.74324324,33,30.28590012
45,10,760,0.386075413,0.589655384,42.67894737,34,30.99899406
45,10,780,0.407444122,0.593538425,40.68974359,33,30.74594472
45,10,800,0.396758927,0.583878505,40.815,33,30.35007717
45,10,820,0.38988225,0.595869383,40.32073171,32,29.43212318
45,10,840,0.39889323,0.594175926,37.89166667,30,28.43781543
45,10,860,0.393574903,0.597871552,38.26976744,30,28.34289077
45,10,880,0.382930212,0.593586218,37.46590909,31,26.99641777
45,10,900,0.39694295,0.6015996,36.35555556,30,27.04596307
45,10,920,0.416523127,0.605072287,36.2576087,29,28.13746659
45,10,940,0.390362424,0.607926364,37.08617021,30.5,26.46439568
45,10,960,0.403100918,0.622278249,36.22604167,29,27.11440153
45,10,980,0.401937341,0.629343972,35.13877551,28,26.07271843
45,10,1000,0.389643449,0.637688704,34.859,30,24.92834815
45,15,20,0.491659886,0.197183099,61.45,37.5,61.3115212
45,15,40,0.407427844,0.229452055,58.9,41,49.20902565
45,15,60,0.418872432,0.253164557,69.76666667,53.5,58.04071238
45,15,80,0.41041117,0.26603935,71.0625,47.5,55.21519323
45,15,100,0.454865604,0.321196359,65.85,48,55.60709478
45,15,120,0.412750209,0.341541756,63.14166667,50,48.65006168
45,15,140,0.445232608,0.365498407,61.98571429,40.5,52.17416678
45,15,160,0.407955564,0.369218501,73.24375,54,55.34894985
45,15,180,0.427122415,0.385832187,61.6,42.5,49.57197803
45,15,200,0.434159303,0.397235023,60.545,42.5,51.29193198
45,15,220,0.397874761,0.379222973,61.56818182,47,46.18485674
45,15,240,0.436248137,0.398433552,59.63333333,40,49.54038686
45,15,260,0.425199946,0.397846946,61.29615385,41.5,49.34467054
45,15,280,0.426538796,0.403036134,57.44285714,41,46.44398043
45,15,300,0.429603779,0.425825243,56.92666667,39,47.89391799
45,15,320,0.426971,0.426325411,56.478125,40,45.85652447
45,15,340,0.428690115,0.427589761,51.19705882,37,42.42396624
45,15,360,0.437846262,0.45142312,53.24722222,37,44.0426799
45,15,380,0.395645223,0.465314521,51.81052632,41,38.722828
45,15,400,0.393369661,0.495264242,51.04,39,38.06495438
45,15,420,0.42253172,0.504551365,49.07619048,37.5,39.0987234
45,15,440,0.413566221,0.519529815,49.70681818,39,38.55615021
45,15,460,0.41927424,0.525859077,49.40652174,38,38.74746405
45,15,480,0.425342486,0.539430086,47.95416667,37,38.55730739
45,15,500,0.4057266,0.547284546,47.052,37,35.6572598
45,15,520,0.412603532,0.557537913,45.99038462,34,35.55562149
45,15,540,0.393294191,0.568006843,47.39814815,39,34.97243543
45,15,560,0.395224256,0.567290229,47.54107143,38,34.94107115
45,15,580,0.381084711,0.578095402,48.41206897,39,34.16546438
45,15,600,0.397561937,0.579253112,43.615,35,32.32700368
45,15,620,0.397257463,0.578352828,42.36451613,35,32.12861923
45,15,640,0.36633596,0.581673614,43.034375,36,30.16058336
45,15,660,0.378713617,0.587465819,45.35,37,32.01266228
45,15,680,0.376666868,0.580707812,43.68676471,36,30.88618188
45,15,700,0.382247765,0.583774742,44.53857143,37.5,31.5058856
45,15,720,0.379340081,0.587432243,40.53472222,34,28.75819124
45,15,740,0.368427985,0.592051018,42.71756757,35,29.23698076
45,15,760,0.359349468,0.585965576,42.86447368,36,28.89477162
45,15,780,0.375376809,0.582954964,43.03589744,35,30.10642217
45,15,800,0.376633504,0.592113042,42.185,34,29.70165838
45,15,820,0.367975183,0.585192051,41.65121951,34,28.82358129
45,15,840,0.386930986,0.593976981,41.28928571,32,29.89091617
45,15,860,0.380057136,0.592298488,40.06395349,32,28.35857795
45,15,880,0.374692496,0.595731192,38.62159091,32,27.02880505
45,15,900,0.383257285,0.601226054,37.69555556,31,27.0594982
45,15,920,0.380594397,0.595529884,37.53586957,30,26.49952915
45,15,940,0.388332172,0.599245061,36.75744681,30,26.28602195
45,15,960,0.382354961,0.608316757,37.40625,31,26.52992413
45,15,980,0.385053096,0.613842173,36.25,30,25.67236305
45,15,1000,0.396351908,0.625156446,33.989,27,24.86670932
45,20,20,0.405496138,0.18705036,84.15,59,67.3906717
45,20,40,0.430602332,0.223591549,77.2,52.5,62.95631371
45,20,60,0.441990555,0.268707483,87.05,58,71.48294214
45,20,80,0.464190782,0.241140882,76.8875,52.5,67.14352542
45,20,100,0.455399015,0.302649007,71.05,54,65.28003005
45,20,120,0.39490571,0.322687225,63.63333333,50,46.50525105
45,20,140,0.445207036,0.34600939,62.42142857,44.5,56.66309215
45,20,160,0.42294317,0.370251899,63.86875,42,51.30181037
45,20,180,0.418550542,0.368458526,67.46666667,48,53.05719482
45,20,200,0.40844078,0.381737476,66.7,46.5,51.59359938
45,20,220,0.392883517,0.382504288,72.51818182,52.5,52.86145099
45,20,240,0.407605581,0.388472474,62.2875,46,49.30450014
45,20,260,0.418209116,0.401454716,60.84230769,43,48.40827551
45,20,280,0.397457937,0.402865205,60.61785714,43.5,45.81011575
45,20,300,0.434562362,0.394774444,59.80333333,40,49.78137476
45,20,320,0.40245315,0.408410684,60.990625,43.5,45.47150997
45,20,340,0.397098623,0.438940488,56.07647059,42,42.29026024
45,20,360,0.40754337,0.438156831,53.21388889,40,40.97980108
45,20,380,0.414928282,0.451152913,57.41578947,41,44.02153183
45,20,400,0.416191157,0.464398055,51.62,39,41.14916444
45,20,420,0.40402,0.474527917,51.41666667,41,38.26269217
45,20,440,0.3961988,0.500950691,51.44090909,39,37.72947899
45,20,460,0.402937016,0.526942578,52.38043478,41,39.36722877
45,20,480,0.412391102,0.531154586,49.2625,39.5,38.42143313
45,20,500,0.389649345,0.545142244,48.686,41,35.12102471
45,20,520,0.383535156,0.546721311,46.31730769,40,33.08442649
45,20,540,0.393253225,0.557973145,46.78148148,38,34.53331093
45,20,560,0.386439507,0.576738609,47.70714286,41,34.0421703
45,20,580,0.370091677,0.575060209,49.83103448,41,34.32752541
45,20,600,0.369627185,0.575267903,48.34833333,40.5,33.24106815
45,20,620,0.390744352,0.579245748,46.74677419,38,33.74443635
45,20,640,0.37250492,0.583300512,46.7453125,39,32.14412687
45,20,660,0.379206317,0.585402901,44.9,37,31.77503912
45,20,680,0.378061502,0.581583794,45.86764706,39,32.64934167
45,20,700,0.374969236,0.575909482,44.44571429,37,31.0791812
45,20,720,0.381695795,0.584469228,44.25138889,36,31.40793329
45,20,740,0.378513948,0.590981222,43.27972973,36,30.47808272
45,20,760,0.365758603,0.589313272,43.07105263,35,29.91767719
45,20,780,0.369133337,0.593670176,42.39358974,35,29.39392425
45,20,800,0.369873818,0.584327813,43.74875,35,30.21944145
45,20,820,0.37606307,0.59370051,42.91219512,35,30.48119735
45,20,840,0.374260264,0.584203542,43.425,36,30.21806473
45,20,860,0.368147276,0.591055914,41.22093023,35,28.18845658
45,20,880,0.366862954,0.591101925,40.11931818,33,27.90252967
45,20,900,0.3719724,0.591891892,39.51444444,32,27.53100815
45,20,920,0.360036305,0.588530874,41.53152174,34,27.90152678
45,20,940,0.374107017,0.596410308,39.13617021,31.5,27.0082733
45,20,960,0.371181711,0.603598797,38.80833333,32,26.56078345
45,20,980,0.370469186,0.609173188,37.40204082,30,25.55563531
45,20,1000,0.364401541,0.61325279,37.777,32,25.2287487
45,25,20,0.394988067,0.196428571,83.8,64.5,63.58136106
45,25,40,0.387047068,0.234589041,66.925,41.5,51.61116332
45,25,60,0.460701717,0.226682409,77.35,54,72.03102557
45,25,80,0.402250268,0.247610773,81.5875,59,60.070569
45,25,100,0.399776296,0.273415978,71.97,58.5,52.62339131
45,25,120,0.450783317,0.3098434,74.55833333,46,64.42359762
45,25,140,0.435974892,0.333958724,72.82857143,51,59.8511274
45,25,160,0.416607662,0.353564155,64.4375,48,51.1057219
45,25,180,0.41775054,0.369026231,65.72222222,47.5,52.21603764
45,25,200,0.42806507,0.376519514,68.465,47,55.59679662
45,25,220,0.397251041,0.391104735,67.07272727,48.5,50.311125
45,25,240,0.39157269,0.393296675,66.875,46.5,49.43675432
45,25,260,0.415529117,0.390197021,64.08461538,44,50.83466039
45,25,280,0.38735871,0.397839982,60.71071429,45,44.10071431
45,25,300,0.40936304,0.405571487,58.12333333,42,46.09182476
45,25,320,0.409834371,0.416808631,54.975,40,43.84733418
45,25,340,0.393928456,0.421825256,56.60588235,42,42.5692976
45,25,360,0.389291142,0.428334714,60.11666667,43,42.8002779
45,25,380,0.392027886,0.43977591,55.66842105,41,41.20718682
45,25,400,0.410510192,0.470512083,54.6975,42,41.84649108
45,25,420,0.403258418,0.480824742,52.57619048,39,40.76975814
45,25,440,0.392802396,0.493019648,54.31818182,43,39.74392561
45,25,460,0.402209579,0.516624041,52.20652174,41,38.7906335
45,25,480,0.37558078,0.531048758,51.67708333,41.5,35.98372828
45,25,500,0.386967964,0.537253191,52.316,41,37.6916631
45,25,520,0.365437726,0.548444167,47.35,40,31.98513323
45,25,540,0.389885274,0.563051015,52.37037037,41,37.83113358
45,25,560,0.383031194,0.571415023,49.03035714,40,35.95939083
45,25,580,0.381299227,0.563068443,49.51724138,40,34.56272183
45,25,600,0.386407284,0.567694074,47.945,40,34.96636077
45,25,620,0.382639787,0.577245308,47.93709677,40,34.07538319
45,25,640,0.36429501,0.581567711,46.4109375,39,31.61280132
45,25,660,0.376356324,0.575414192,47.53181818,39,33.51620295
45,25,680,0.371707038,0.583245759,47.00441176,39,32.3620668
45,25,700,0.359105937,0.592480771,45.28285714,39,30.70129275
45,25,720,0.356699,0.590327766,46.90416667,40,31.21107618
45,25,740,0.361113812,0.578470411,45.06891892,38,30.67714556
45,25,760,0.358917499,0.588916077,45.83684211,38,30.73568239
45,25,780,0.35720091,0.579427758,43.82435897,37,29.4296432
45,25,800,0.353691804,0.591793987,43.925,37,28.85697977
45,25,820,0.361715553,0.588313253,42.97560976,36,29.37936598
45,25,840,0.353397833,0.585982022,43.33452381,36,28.61451074
45,25,860,0.361830817,0.586376646,41.7,35,28.21670259
45,25,880,0.3603863,0.592353169,42.12727273,35,28.44661978
45,25,900,0.340070106,0.588321168,43.05666667,36,27.186132
45,25,920,0.353630848,0.5908614,41.3923913,35,27.20228793
45,25,940,0.358938706,0.594774903,40.15957447,32,26.88063909
45,25,960,0.360399201,0.591162721,39.44895833,33,26.39646189
45,25,980,0.364799745,0.605221405,38.22755102,32,25.84747942
45,25,1000,0.352047039,0.603753124,37.777,31,25.02013746
45,30,20,0.379921734,0.207746479,83.05,64.5,64.89544222
45,30,40,0.350601241,0.196363636,96.675,90,63.23597949
45,30,60,0.436882077,0.219308701,80.46666667,47,70.72948386
45,30,80,0.37240757,0.249565217,92.6375,81,66.2804253
45,30,100,0.388258667,0.27628866,75,56.5,56.6996339
45,30,120,0.459415225,0.296402056,70.35,42.5,62.80524118
45,30,140,0.383470106,0.348926014,64.90714286,49.5,46.71556308
45,30,160,0.420497465,0.327150084,65.94375,45,53.28861099
45,30,180,0.380499923,0.357012083,68.51666667,52.5,50.46681248
45,30,200,0.376642233,0.379659908,67.53,50,48.15123891
45,30,220,0.394199582,0.390081206,68.15909091,53,51.72818985
45,30,240,0.402445788,0.384635903,66.48333333,47,50.44960754
45,30,260,0.392589959,0.396253953,66.97692308,48,48.71958457
45,30,280,0.394531976,0.39292952,64.76428571,47,49.27868387
45,30,300,0.411184536,0.406372045,63.86,45,49.18969221
45,30,320,0.39745836,0.400659682,58.490625,43,43.49056655
45,30,340,0.387151522,0.428571429,60.35882353,42.5,44.26276539
45,30,360,0.389196249,0.416638485,60.2,44.5,43.38567084
45,30,380,0.404478482,0.433813063,57.88684211,44,43.8934947
45,30,400,0.400447216,0.455161243,49.0675,38,37.58716445
45,30,420,0.390699741,0.463165266,54.29285714,42,40.05172606
45,30,440,0.383812162,0.477420209,54.85,43,39.55683032
45,30,460,0.376545447,0.498006479,51.8673913,43,36.51134395
45,30,480,0.382755149,0.511289751,49.22916667,41,35.14493676
45,30,500,0.38921993,0.528836425,49.534,41,36.27678119
45,30,520,0.390328776,0.541662198,51.65961538,42,37.29455611
45,30,540,0.363530056,0.551325351,49.78703704,42,33.55831491
45,30,560,0.380662154,0.561574435,51.33214286,42,36.61354094
45,30,580,0.362502797,0.563165763,51.28793103,43,34.89092096
45,30,600,0.388386866,0.572270333,48.465,41,35.15221527
45,30,620,0.362518538,0.570647457,50.8,42,34.26083546
45,30,640,0.361960961,0.582805951,48.54375,41,32.81237922
45,30,660,0.358647562,0.580645161,49.22272727,41,32.82510464
45,30,680,0.365240711,0.582388974,45.70882353,40,31.30199585
45,30,700,0.353297802,0.576859628,46.56285714,41,30.65956488
45,30,720,0.355556816,0.577772932,47.45416667,40,31.6965464
45,30,740,0.352334044,0.584088059,47.47432432,40,31.50154135
45,30,760,0.354770376,0.589493509,48.05526316,41,31.68171085
45,30,780,0.341319904,0.584497344,47.24358974,40,30.14440466
45,30,800,0.359464886,0.590074693,45.3875,38,30.65978427
45,30,820,0.342319271,0.57672123,45.60731707,39,29.63731841
45,30,840,0.348672922,0.590404798,47.20595238,39,30.54076332
45,30,860,0.338145348,0.586416506,44.98488372,38,28.66641676
45,30,880,0.334821735,0.595012946,43.07613636,36,27.29283117
45,30,900,0.342276322,0.585484495,44.36222222,38,28.34210041
45,30,920,0.346495885,0.585957722,44.025,36,28.47220405
45,30,940,0.335866558,0.595504449,43.57659574,36,27.18832451
45,30,960,0.339984907,0.589780349,42.24375,36,26.49404211
45,30,980,0.340908547,0.595737299,41.78673469,36,26.2583306
45,30,1000,0.336161738,0.603134285,40.176,34,24.89535705
50,0,20,0.476077813,0.25,47.55,36,43.83278634
50,0,40,0.489904459,0.282988871,58.875,43,56.39521143
50,0,60,0.415459793,0.272925764,84.7,68.5,64.89425558
50,0,80,0.454321067,0.320472441,72.8625,49.5,64.39528714
50,0,100,0.436243371,0.34544335,71.66,48.5,58.4400271
50,0,120,0.44297443,0.356333677,66.48333333,50,56.62911674
50,0,140,0.427187861,0.368763557,67.11428571,51.5,52.92632122
50,0,160,0.448977294,0.391791045,65.925,49,54.88954604
50,0,180,0.437355035,0.394856771,62.86111111,47,52.63108285
50,0,200,0.437025938,0.411644833,62.07,47,51.76439765
50,0,220,0.450562259,0.413585104,64.96818182,46,55.04870311
50,0,240,0.428087624,0.420143885,60.85,47,49.27264257
50,0,260,0.423922947,0.412694878,61.56538462,46,48.85957692
50,0,280,0.437915548,0.434808853,59.83928571,44,49.53886884
50,0,300,0.417343744,0.436309301,58.91333333,43,45.06939082
50,0,320,0.449941415,0.4427627,57.675,43,48.01208704
50,0,340,0.435233729,0.462247655,53.28823529,41,43.83442139
50,0,360,0.415860668,0.477276092,51.6,42.5,39.5103174
50,0,380,0.439265623,0.497105045,50.12631579,39.5,41.97555316
50,0,400,0.444402783,0.506879543,52.64,41.5,43.37012589
50,0,420,0.429264525,0.518739353,45.02619048,34.5,36.40604712
50,0,440,0.431485967,0.531088973,49.52045455,39,39.85588549
50,0,460,0.428373938,0.540082109,47.9826087,38,37.94411269
50,0,480,0.436162142,0.551561216,43.63125,34,35.53691166
50,0,500,0.423568486,0.563119884,44.476,36.5,34.89488114
50,0,520,0.425358926,0.567176634,44.51153846,36,35.2467747
50,0,540,0.433797421,0.573963457,45.74074074,36.5,37.00232414
50,0,560,0.418313039,0.571550256,44.12142857,35,34.67770708
50,0,580,0.4302045,0.582272361,43.21896552,35,35.08709104
50,0,600,0.431607837,0.588398857,44.00666667,34.5,35.364781
50,0,620,0.419256883,0.587055743,42.83709677,35,33.26664552
50,0,640,0.409944968,0.581639344,43.3609375,36,32.48733047
50,0,660,0.423404737,0.58822704,41.17878788,33,32.54134531
50,0,680,0.419085111,0.58964197,42.67352941,35,33.0114347
50,0,700,0.414785047,0.59283811,41.27142857,35,31.54047808
50,0,720,0.402122604,0.592212726,40.74583333,33.5,29.98090462
50,0,740,0.411180327,0.602744673,40.23783784,32.5,30.95774195
50,0,760,0.43261148,0.599740474,38.17631579,32,30.88182187
50,0,780,0.404175821,0.597856611,40.44487179,34,30.38285083
50,0,800,0.413454069,0.602979454,38.73375,31,29.70257842
50,0,820,0.428217558,0.610414658,40.35731707,33,31.74075209
50,0,840,0.418039459,0.609063823,37.375,30,28.8758981
50,0,860,0.403729256,0.610532201,38.68488372,32.5,28.64786822
50,0,880,0.428870448,0.615016762,36.54886364,30,28.7132839
50,0,900,0.415159034,0.623874087,36.91666667,31,28.22539091
50,0,920,0.405363762,0.629092416,37.16413043,31,27.38482094
50,0,940,0.41074734,0.635542705,35.71382979,31,26.68352809
50,0,960,0.415811919,0.646869502,36.0375,30,27.41316083
50,0,980,0.409788781,0.656581126,34.98265306,29,26.13242588
50,0,1000,0.414688818,0.662992759,35.317,31,26.8188322
50,5,20,0.459514305,0.21799308,75.15,60.5,65.90285913
50,5,40,0.447664876,0.243654822,83.775,70,72.56914916
50,5,60,0.467224566,0.249438202,59.25,37.5,53.76238525
50,5,80,0.515816976,0.295716639,68.775,39.5,69.32549808
50,5,100,0.446822222,0.332911392,72,54,59.5900134
50,5,120,0.464105067,0.344244984,64.03333333,41.5,57.7116759
50,5,140,0.399145383,0.362549801,72.71428571,60.5,53.41506883
50,5,160,0.453731835,0.372102009,62.79375,45.5,53.7922976
50,5,180,0.428039944,0.398861353,67.81111111,51,53.94190843
50,5,200,0.42988145,0.407100592,64.53,47.5,51.48067989
50,5,220,0.457634297,0.404174573,55.17727273,43,48.97087413
50,5,240,0.434734286,0.390115404,59.48333333,43,48.5377795
50,5,260,0.433641657,0.391043398,62.5,47,50.73631584
50,5,280,0.42714731,0.410439907,57.86785714,42.5,46.23541563
50,5,300,0.449395933,0.422505308,58.78666667,44,49.52443897
50,5,320,0.426514031,0.444190944,55.709375,43,44.36002507
50,5,340,0.45021112,0.454022989,55.47941176,38.5,47.44494887
50,5,360,0.431681327,0.468994028,50.52777778,38.5,40.55780023
50,5,380,0.435362965,0.479341231,52.4,39,42.64231798
50,5,400,0.443483431,0.487381275,53.5625,39,44.46317046
50,5,420,0.444102171,0.509598383,51.02380952,39,42.45305597
50,5,440,0.430429192,0.514905795,51.01363636,40,40.83312108
50,5,460,0.434514057,0.536798477,47.63695652,38,38.41989011
50,5,480,0.408451261,0.538691429,45.85833333,38.5,34.58710726
50,5,500,0.41659968,0.548282171,45.064,38.5,34.95069393
50,5,520,0.413999104,0.560414269,45.075,36,34.429176
50,5,540,0.406312276,0.565630477,47.04074074,39,35.52748821
50,5,560,0.426347206,0.575425791,42.97678571,34,34.52013745
50,5,580,0.395114167,0.569018145,47.25862069,38,34.30074262
50,5,600,0.408853528,0.577134541,43.755,36,33.3997637
50,5,620,0.405112449,0.585586281,43.6016129,36,32.36895036
50,5,640,0.40192129,0.569732034,44.0390625,36.5,32.90485224
50,5,660,0.397855038,0.583454387,45.97121212,38,33.40041827
50,5,680,0.408938036,0.580737734,45.17647059,38,34.16068811
50,5,700,0.399829733,0.585049632,42.29857143,35,31.43830615
50,5,720,0.40589793,0.586254161,40.58888889,34,30.48112828
50,5,740,0.387376212,0.586587221,40.57972973,34,29.25443181
50,5,760,0.398849616,0.589098275,42.26578947,34,31.36130372
50,5,780,0.405846401,0.591577819,39.62692308,33,30.14241836
50,5,800,0.411781515,0.594785223,39.60375,33,30.18361392
50,5,820,0.407284052,0.591822981,39.54390244,33,29.72119982
50,5,840,0.397920909,0.597503815,40.33452381,34,29.67678487
50,5,860,0.392510699,0.600811551,39.23372093,33,28.12495033
50,5,880,0.409912387,0.609122018,38.13863636,31,28.91203336
50,5,900,0.391846505,0.608960698,39.09555556,34,28.17330331
50,5,920,0.40472917,0.619524106,37.96521739,32,28.3496912
50,5,940,0.403943787,0.624221582,36.53510638,30,26.99654538
50,5,960,0.405204206,0.630016269,36.28333333,30,26.96266552
50,5,980,0.395841743,0.641601393,34.89591837,30.5,25.25966039
50,5,1000,0.41056353,0.646848686,35.251,28.5,26.62372667
50,10,20,0.403789474,0.206405694,95,66.5,71.90344403
50,10,40,0.436432927,0.20071048,82,62,66.06135454
50,10,60,0.450800067,0.280662983,65.96666667,44,57.67353083
50,10,80,0.427945939,0.279560811,75.2625,57,60.24543551
50,10,100,0.402118423,0.303489138,65.19,51,50.68354882
50,10,120,0.406595785,0.325670498,66.425,48.5,50.30105375
50,10,140,0.437595592,0.352567015,63.51428571,43.5,54.47255077
50,10,160,0.395679173,0.371194379,71.9625,58.5,52.74715856
50,10,180,0.407041424,0.371955463,62.85555556,46.5,48.15514061
50,10,200,0.430412053,0.381319359,63.22,46.5,51.65328556
50,10,220,0.446210861,0.4001657,60.1,46,50.89364862
50,10,240,0.400338099,0.401309164,61.05416667,45,46.9230785
50,10,260,0.425629608,0.396925227,54.85,39,44.59076683
50,10,280,0.423713922,0.398321498,61.72857143,45,49.36396068
50,10,300,0.412263183,0.417863466,59.31666667,46,45.72123314
50,10,320,0.408359838,0.431809938,53.79375,43,41.93233793
50,10,340,0.411340356,0.445023537,57.32352941,44,44.269902
50,10,360,0.411099475,0.457361915,52.38611111,42,41.5172324
50,10,380,0.429928429,0.470527859,54.65,42,44.19411636
50,10,400,0.423190649,0.492177935,51.6,42,41.5298908
50,10,420,0.428008519,0.498633346,50.28333333,39,40.08098256
50,10,440,0.40859875,0.508860448,52.62272727,42,39.62510458
50,10,460,0.404630055,0.52694749,50.85434783,39.5,37.88168835
50,10,480,0.415737235,0.536746128,50.62083333,41,38.67807802
50,10,500,0.408527578,0.550109046,50.366,40,38.40596412
50,10,520,0.400955216,0.556288782,46.50192308,39.5,34.61620006
50,10,540,0.410917546,0.556709874,45.30185185,37,35.10910104
50,10,560,0.408711197,0.561351082,45.18214286,37,34.55201211
50,10,580,0.394343802,0.576345378,45.32241379,38,33.31004477
50,10,600,0.392110215,0.579103984,46.70666667,39,34.16840288
50,10,620,0.386360539,0.568768139,45.95967742,39,33.14870768
50,10,640,0.402940832,0.580381261,45.89375,38.5,34.48364415
50,10,660,0.392702066,0.582236356,45.28181818,39,33.3050822
50,10,680,0.400049659,0.585953129,44.28970588,36,33.15843007
50,10,700,0.398066047,0.584060379,40.68857143,34,30.27107168
50,10,720,0.387615446,0.588801283,44.14583333,37,31.56585027
50,10,740,0.38629545,0.585319909,41.98378378,35,30.01631954
50,10,760,0.387962315,0.579735907,43.32236842,36,31.33111911
50,10,780,0.4032447,0.58619001,41.7025641,35,31.00948124
50,10,800,0.390110981,0.592732644,43.96875,36,31.61597279
50,10,820,0.380568571,0.590841272,41.87317073,35,29.74434843
50,10,840,0.390291582,0.592832422,40.51904762,34,29.19446319
50,10,860,0.396638612,0.597056914,39.54534884,32,29.13840825
50,10,880,0.395776163,0.59504483,39.45227273,31,29.1637329
50,10,900,0.376603459,0.597939737,39.37666667,34,27.48552678
50,10,920,0.395048207,0.603077077,38.37065217,32,28.12947307
50,10,940,0.387638315,0.605273362,39.42446809,32,28.15743124
50,10,960,0.391776886,0.616024827,37.340625,31,27.20293365
50,10,980,0.388663078,0.61575333,37.78469388,32,26.97699944
50,10,1000,0.401044739,0.633524229,35.852,30,26.57876082
50,15,20,0.3719036,0.214788732,81.95,69.5,56.12249291
50,15,40,0.449345238,0.201438849,84,60.5,71.86133371
