"[all run data]","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)","count turtles / initial-population","mean [sugar] of turtles / (ticks + 1)"
,"0.55","1.1848821548821549","0.585","1.1444761000316552","0.54","1.1578875171467768","0.55","1.1469023569023573","0.585","1.2445394112060786","0.4575","0.9593806921675777","0.48","0.9942515432098766","0.4625","0.9080280280280286"
,"0.545","1.180111402359109","0.575","1.14472049689441","0.54","1.1412698412698412","0.55","1.1296753246753246","0.58","1.2379310344827583","0.4575","0.9451795472287283","0.48","0.9781994047619051","0.46","0.9005822981366461"
,"0.545","1.1660866814299267","0.565","1.1461092462618252","0.535","1.1350628424105702","0.54","1.1340357598978288","0.575","1.2316041979010501","0.4525","0.9433987426176419","0.48","0.9637033045977015","0.46","0.8898050974512743"
,"0.545","1.1524159021406732","0.56","1.1384226190476192","0.535","1.12","0.54","1.1197839506172838","0.57","1.2270175438596496","0.4475","0.942271880819366","0.4775","0.9542408376963343","0.4575","0.8853005464480876"
,"0.54","1.1495519713261646","0.56","1.1211981566820275","0.535","1.1046427494724151","0.54","1.108004778972521","0.56","1.2337269585253465","0.4475","0.931158767345468","0.475","0.9473344651952453","0.4525","0.885973979682766"
,"0.53","1.159168632075472","0.555","1.1153716216216212","0.535","1.090566588785047","0.54","1.0975983796296298","0.555","1.232291666666667","0.4475","0.9202688547486042","0.465","0.9569052419354835","0.4525","0.8782976519337011"
,"0.53","1.1472841623785022","0.555","1.1030030030030031","0.53","1.0885077186963978","0.54","1.087008978675645","0.555","1.221157521157521","0.4425","0.9213319637048454","0.4625","0.9522686322686321","0.4525","0.871036330152352"
,"0.53","1.1344894561598224","0.545","1.1110631408526714","0.53","1.0777469478357382","0.535","1.0871083012644314","0.555","1.2109167991520937","0.4425","0.9123961448986375","0.46","0.9485294117647053","0.4525","0.8645108872278193"
,"0.53","1.1239083557951488","0.545","1.1006290956749671","0.515","1.0996948682385577","0.535","1.078531375166889","0.55","1.2125194805194808","0.4425","0.9037126715092821","0.455","0.9503610675039245","0.4525","0.8585477505919493"
,"0.515","1.147491909385113","0.54","1.1000257201646084","0.515","1.0890507011866237","0.525","1.0923809523809522","0.54","1.2248199588477364","0.4425","0.8950251098556183","0.455","0.9420329670329672","0.4525","0.8519337016574586"
,"0.51","1.1512983571807096","0.54","1.0917167167167166","0.515","1.0800577276305432","0.525","1.0851222651222656","0.535","1.2265976256630462","0.4425","0.8875400824553368","0.455","0.9337689337689341","0.4525","0.8474242197999108"
,"0.51","1.142982456140351","0.535","1.0944417117560254","0.51","1.0835139318885447","0.52","1.0883856275303643","0.535","1.2186178061977373","0.4425","0.8794974724947968","0.455","0.9265326778484676","0.4525","0.842018028496656"
,"0.505","1.147042396547347","0.53","1.0970004837929366","0.51","1.077526395173454","0.52","1.0795611439842205","0.535","1.2102324466810448","0.4425","0.8719107634361876","0.45","0.9297293447293443","0.4525","0.8368324125230203"
,"0.505","1.1405940594059403","0.53","1.0891273584905659","0.51","1.072401960784314","0.52","1.0722596153846151","0.535","1.2021495327102811","0.4425","0.8646186440677963","0.45","0.9226388888888886","0.4525","0.8320856353591161"
,"0.505","1.134798357884569","0.525","1.0938443670150981","0.51","1.0665471066475376","0.52","1.0644465290806753","0.53","1.2067188219051999","0.4425","0.8569105691056914","0.45","0.9167073170731709","0.4525","0.8271257242959167"
,"0.505","1.1288307402168785","0.515","1.1084835876098014","0.51","1.0592903828197944","0.515","1.06872399445215","0.525","1.2113378684807263","0.4425","0.8505918751681463","0.45","0.9106746031746032","0.4525","0.8221520652459882"
,"0.5","1.1354651162790699","0.515","1.1033867690223533","0.51","1.0525079799361607","0.515","1.0640325129826147","0.525","1.2051605758582502","0.4425","0.8449875180659572","0.4475","0.9103546836429778","0.4525","0.8172427084671723"
,"0.5","1.1301363636363637","0.515","1.0988746690203002","0.495","1.0786730945821854","0.505","1.0807380738073813","0.52","1.2105769230769234","0.4425","0.8394196199280944","0.4475","0.9052056881665821","0.4525","0.811928679055751"
,"0.5","1.1254444444444447","0.515","1.0955555555555558","0.49","1.085578231292517","0.5","1.0875777777777773","0.515","1.2172815533980583","0.44","0.8389646464646467","0.4475","0.900235878336437","0.4525","0.8072314303253528"
,"0.5","1.120913043478261","0.515","1.0930983537357537","0.49","1.082187222715173","0.495","1.095937637241985","0.515","1.2131279020683834","0.44","0.8344614624505927","0.4475","0.8962472674277386","0.4525","0.8027263992313236"
,"0.5","1.117638297872341","0.515","1.0910349101425332","0.49","1.0796786799826315","0.485","1.1163851721868836","0.51","1.2208802670004169","0.44","0.8300894584139266","0.4475","0.8918578390586004","0.4525","0.7992594334077823"
,"0.495","1.1240530303030307","0.515","1.0878438511326862","0.49","1.0767857142857147","0.485","1.1139604810996562","0.51","1.217320261437909","0.44","0.8267163825757576","0.4475","0.8869646182495345","0.4525","0.795752762430939"
,"0.495","1.1203669346526492","0.505","1.1065871893311785","0.49","1.072678050812161","0.48","1.1217049319727894","0.51","1.215366146458584","0.4375","0.8283498542274055","0.4475","0.8828525823737313","0.4525","0.7924230465666928"
,"0.495","1.1163030303030301","0.505","1.1033267326732674","0.49","1.0700204081632654","0.48","1.117979166666667","0.505","1.2233267326732677","0.4375","0.825497142857143","0.4475","0.8790949720670388","0.4525","0.789082872928177"
,"0.495","1.1126757773816593","0.5","1.110352941176471","0.49","1.0667466986794718","0.48","1.1157271241830067","0.505","1.220132013201321","0.4375","0.8227114845938377","0.4475","0.8754737649249646","0.45","0.7905882352941178"
,"0.49","1.1214285714285719","0.5","1.1077499999999996","0.49","1.0635204081632657","0.475","1.1264979757085016","0.505","1.2161462300076165","0.4375","0.8201758241758239","0.4475","0.8717554791577141","0.45","0.7874358974358973"
,"0.49","1.118771659607239","0.5","1.1060377358490565","0.49","1.059472468232576","0.475","1.1263356504468713","0.505","1.2130767793760509","0.4375","0.8165929919137465","0.4475","0.868504268999683","0.45","0.7842872117400415"
,"0.485","1.1285987017945784","0.5","1.104685185185185","0.485","1.0674684994272623","0.475","1.125672514619883","0.505","1.21032269893656","0.4375","0.8135026455026451","0.4475","0.8646596316987377","0.4475","0.7851748396441133"
,"0.485","1.1258294283036545","0.5","1.101872727272728","0.485","1.0652483598875349","0.475","1.1251100478468905","0.505","1.2087128712871298","0.4375","0.811064935064935","0.445","0.866567926455567","0.4475","0.7825190452006098"
,"0.475","1.1464661654135337","0.5","1.100053571428572","0.48","1.0746279761904758","0.475","1.1242293233082712","0.505","1.2067185289957572","0.4375","0.8082448979591836","0.445","0.8635232744783309","0.4475","0.7800877893056661"
,"0.475","1.1447645429362878","0.5","1.0990350877192976","0.475","1.0849492151431217","0.475","1.123065558633426","0.5","1.2163508771929834","0.4375","0.8057644110275691","0.445","0.8603883303765034","0.4475","0.7780554738802313"
,"0.475","1.1442831215970963","0.5","1.0988275862068966","0.475","1.0838112522686028","0.475","1.121978221415608","0.5","1.2146896551724145","0.4375","0.8031330049261081","0.445","0.8571774506005421","0.4475","0.7764592564053172"
,"0.475","1.1441391614629797","0.5","1.0991355932203388","0.475","1.0822301516503126","0.475","1.1202319357716328","0.5","1.2144406779661021","0.4375","0.8009007263922517","0.445","0.8538468863073706","0.445","0.7790611312131024"
,"0.475","1.1438596491228064","0.5","1.0991500000000003","0.475","1.0803157894736846","0.475","1.118982456140351","0.5","1.2136","0.4375","0.7994190476190476","0.445","0.8512921348314607","0.445","0.7771722846441946"
,"0.475","1.1435893011216567","0.5","1.0988032786885251","0.475","1.0787575496117343","0.475","1.1169801553062986","0.5","1.2115245901639344","0.4375","0.7971522248243559","0.445","0.8491066494750416","0.445","0.7752624792779518"
,"0.475","1.143242784380306","0.5","1.0985967741935483","0.475","1.0760101867572154","0.475","1.116213921901528","0.5","1.20891935483871","0.4375","0.7951612903225806","0.445","0.8472272562522651","0.4425","0.7777291780572259"
,"0.475","1.1424394319131164","0.5","1.0983650793650799","0.475","1.073199665831245","0.475","1.1165747702589808","0.5","1.2069365079365084","0.4375","0.7932970521541947","0.445","0.8451667558409133","0.44","0.7802398989898992"
,"0.475","1.1410526315789473","0.5","1.0975625","0.475","1.0709868421052633","0.475","1.1169078947368423","0.495","1.2177872474747473","0.4375","0.7914999999999998","0.445","0.8432496488764051","0.44","0.7780983664772726"
,"0.475","1.1400323886639683","0.5","1.0961230769230772","0.475","1.0685991902834007","0.47","1.1290671031096564","0.495","1.215757575757576","0.4375","0.7898285714285713","0.445","0.8407346585998275","0.44","0.7758479020979027"
,"0.475","1.1392025518341307","0.5","1.0947121212121214","0.475","1.0668421052631583","0.47","1.1295454545454549","0.495","1.2149831649831648","0.4375","0.7879047619047617","0.445","0.8385086823289069","0.44","0.7736053719008266"
,"0.475","1.1378633150039281","0.5","1.093910447761194","0.475","1.0650117831893167","0.47","1.1293902826294064","0.495","1.2141866425448515","0.435","0.7909332647109281","0.445","0.8358125104813019","0.44","0.7711075305291727"
,"0.475","1.1361300309597528","0.5","1.0933088235294122","0.475","1.0633591331269352","0.47","1.12950563204005","0.495","1.2134135472370762","0.435","0.7894185260311022","0.445","0.8333608724388628","0.4375","0.7735378151260504"
,"0.475","1.1356369183829138","0.5","1.0927246376811595","0.475","1.06233409610984","0.47","1.1283225408572313","0.495","1.2125750256185037","0.435","0.7875312343828088","0.445","0.8310372903435919","0.4375","0.7719171842650108"
,"0.475","1.13609022556391","0.5","1.0927428571428572","0.475","1.062421052631579","0.47","1.1279939209726444","0.495","1.2108225108225106","0.435","0.7859934318555004","0.445","0.8287158908507224","0.4375","0.770334693877551"
,"0.475","1.1371682727946628","0.5","1.092366197183099","0.47","1.0723703925681751","0.47","1.1284537009289786","0.495","1.2090766823161188","0.435","0.7838190059899622","0.445","0.8265864852033551","0.4375","0.7691106639839039"
,"0.475","1.1377777777777782","0.5","1.0918472222222224","0.47","1.0719562647754137","0.47","1.1291666666666669","0.495","1.2073092031425365","0.435","0.7819364623243935","0.445","0.8244225967540574","0.4375","0.7678412698412704"
,"0.475","1.1378370583994233","0.5","1.092082191780822","0.465","1.081794078656651","0.47","1.1290731565141359","0.495","1.2057008440570083","0.435","0.7803495512517716","0.445","0.8226720024626748","0.4375","0.7668571428571431"
,"0.475","1.1359459459459462","0.5","1.0921216216216219","0.46","1.092009400705053","0.47","1.1286227717078785","0.495","1.203576303576304","0.435","0.7787666977322151","0.445","0.8214546006680842","0.4375","0.7656602316602319"
,"0.475","1.1346666666666663","0.5","1.0916000000000001","0.455","1.103076923076923","0.465","1.1398279569892475","0.49","1.2142857142857142","0.435","0.7774176245210724","0.445","0.8194157303370792","0.4375","0.7643809523809527"
,"0.475","1.1347368421052633","0.5","1.090921052631579","0.455","1.102834008097166","0.46","1.152431350114417","0.49","1.2130504833512357","0.435","0.7761191772534787","0.445","0.8175266114725016","0.4375","0.7631353383458657"
,"0.475","1.1342447026657552","0.5","1.0905974025974026","0.455","1.1026402169259317","0.46","1.152752682100508","0.49","1.2120991253644313","0.435","0.77452604866398","0.445","0.815868962498176","0.4375","0.7624044526901669"
,"0.475","1.1338191632928478","0.5","1.0898333333333337","0.455","1.1026627218934912","0.46","1.1531633221850615","0.485","1.2253502511234469","0.435","0.7733274388446799","0.445","0.8137784500144045","0.4375","0.761399267399268"
,"0.475","1.132978014656896","0.5","1.0887215189873418","0.455","1.101989150090416","0.46","1.153274628508531","0.485","1.2253034059767722","0.435","0.772210097482904","0.445","0.8116697482577161","0.435","0.7646297104612252"
,"0.475","1.1328421052631579","0.5","1.0886375000000004","0.455","1.10135989010989","0.46","1.1522282608695646","0.485","1.2249613402061856","0.435","0.7707614942528735","0.445","0.8095926966292131","0.435","0.7635057471264373"
,"0.475","1.1322287199480183","0.5","1.0890370370370368","0.455","1.1009225342558673","0.46","1.1512748255501883","0.485","1.2249204530991467","0.435","0.7692351355186604","0.445","0.8079345262865865","0.435","0.7626933446856818"
,"0.47","1.1437597301504927","0.5","1.0888292682926828","0.45","1.1134417344173442","0.455","1.1640712945590996","0.485","1.2239124968569268","0.435","0.7678090832632466","0.445","0.8058166620992053","0.435","0.761333052985703"
,"0.465","1.1566912812540482","0.5","1.0877590361445788","0.445","1.1266143224583725","0.455","1.1640142989540583","0.485","1.222444416842629","0.435","0.7661819692563356","0.445","0.8040341139840264","0.435","0.7600263121451313"
,"0.465","1.1574116743471583","0.5","1.0869880952380957","0.44","1.1387716450216452","0.45","1.1778042328042329","0.485","1.2206676485027006","0.435","0.7651546250684175","0.445","0.8026685393258426","0.435","0.7589285714285715"
,"0.465","1.1578368121442126","0.5","1.0861647058823525","0.44","1.1387566844919783","0.45","1.1779346405228752","0.485","1.2191510006064283","0.4325","0.7685005100306015","0.445","0.8012227362855252","0.43","0.766785225718194"
,"0.465","1.1582770692673172","0.5","1.085860465116279","0.44","1.139323467230444","0.45","1.178772609819122","0.485","1.218436825701271","0.4325","0.7676905498050811","0.445","0.7999869349359812","0.43","0.7662114656571122"
,"0.465","1.1584970955382528","0.5","1.0851724137931034","0.44","1.1392894461859981","0.45","1.179233716475096","0.485","1.217253229055575","0.4325","0.7669722941997211","0.445","0.7989280640578587","0.43","0.7657645014701953"
,"0.465","1.1579912023460408","0.5","1.0845909090909092","0.44","1.1399922520661154","0.45","1.1796843434343431","0.48","1.228977272727273","0.4325","0.7664542827115084","0.445","0.7979634831460672","0.43","0.7654400105708242"
,"0.465","1.1585236196689621","0.5","1.0840000000000003","0.44","1.1413176710929527","0.45","1.1802247191011241","0.48","1.2285931647940074","0.4325","0.7656231733454568","0.445","0.7967933341749777","0.43","0.7655604912464067"
,"0.465","1.159139784946237","0.5","1.083122222222222","0.44","1.1417297979797982","0.45","1.18120987654321","0.48","1.228078703703704","0.43","0.769799741602067","0.445","0.7958364544319603","0.43","0.76531007751938"
,"0.465","1.158785300720785","0.5","1.0823736263736266","0.44","1.1423201798201799","0.45","1.1816361416361416","0.48","1.2283768315018315","0.43","0.7692499361104014","0.445","0.7944252376836648","0.43","0.7640046000511121"
,"0.465","1.158450210378682","0.5","1.0819021739130432","0.44","1.1422801383399208","0.45","1.1823309178743961","0.48","1.2287930253623187","0.43","0.7689964610717898","0.445","0.7928920371275041","0.43","0.7628538928210308"
,"0.465","1.1586773037345361","0.5","1.081225806451613","0.44","1.1426686217008797","0.45","1.1833572281959386","0.48","1.2288642473118279","0.43","0.7687796949237313","0.445","0.7917361362812616","0.43","0.761540385096274"
,"0.465","1.1586250285975743","0.5","1.0812659574468084","0.44","1.1426740812379113","0.45","1.1841489361702129","0.48","1.2279476950354613","0.43","0.7687902028698667","0.445","0.790724360506813","0.43","0.7604403760514596"
,"0.465","1.1593095642331632","0.5","1.0812105263157892","0.44","1.1427272727272726","0.45","1.1851228070175437","0.48","1.2274122807017547","0.43","0.7686413708690331","0.445","0.7899645180366643","0.43","0.759498164014688"
,"0.465","1.1601254480286733","0.5","1.0803749999999999","0.44","1.1430042613636364","0.45","1.1849999999999998","0.48","1.2270833333333342","0.43","0.7683624031007752","0.445","0.788945458801498","0.43","0.7585816375968996"
,"0.465","1.1607914865314268","0.5","1.0801237113402062","0.44","1.1436269915651365","0.45","1.1852004581901492","0.48","1.2270940721649493","0.43","0.7678254615200197","0.4425","0.7922651290115909","0.43","0.7574023016063294"
,"0.465","1.161158657011191","0.5","1.0798163265306122","0.44","1.1445269016697586","0.45","1.1862358276643996","0.48","1.2272108843537421","0.43","0.7672935453251075","0.4425","0.7914965986394559","0.43","0.7564606074988134"
,"0.465","1.1602910828717279","0.5","1.0792828282828286","0.44","1.145752984389348","0.45","1.1864197530864196","0.48","1.2273884680134686","0.43","0.7664435048155983","0.44","0.7951503673094578","0.43","0.7555496828752645"
,"0.465","1.1596344086021508","0.5","1.0786800000000003","0.44","1.1467727272727277","0.45","1.186755555555556","0.48","1.2280729166666675","0.43","0.7660988372093022","0.44","0.7941931818181817","0.43","0.7548197674418603"
,"0.465","1.1592462472053657","0.5","1.077980198019802","0.44","1.1475922592259222","0.45","1.187359735973597","0.48","1.2284447194719474","0.43","0.7656516233018653","0.44","0.7928724122412241","0.43","0.7542021644024863"
,"0.465","1.1587391946025725","0.5","1.0770392156862745","0.44","1.1481951871657754","0.45","1.1880936819172119","0.48","1.228880718954248","0.43","0.7651219790241678","0.44","0.7916722370766486","0.43","0.7534541723666209"
,"0.465","1.1585969307860948","0.5","1.0768155339805825","0.44","1.1485326566637248","0.45","1.1889104638619206","0.48","1.2298442556634306","0.43","0.7649187175434634","0.44","0.7904346866725506","0.43","0.7526868367577333"
,"0.465","1.1583746898263025","0.5","1.0766634615384612","0.44","1.1488964160839161","0.45","1.1896794871794871","0.48","1.2307992788461537","0.43","0.764747316636851","0.44","0.7892974213286712","0.43","0.7521634615384615"
,"0.465","1.1584741423451101","0.5","1.0758761904761902","0.44","1.1490476190476193","0.45","1.190328042328043","0.48","1.2313789682539686","0.43","0.7647508305647835","0.44","0.788041125541125","0.43","0.7516445182724253"
,"0.465","1.1584195577196186","0.5","1.0756509433962262","0.44","1.1491530874785594","0.45","1.191278825995807","0.48","1.23159394654088","0.43","0.7649078543220719","0.44","0.786985420240137","0.43","0.7516125493637559"
,"0.465","1.1583659933675001","0.5","1.075130841121495","0.44","1.1488105352591336","0.45","1.1920041536863968","0.475","1.2447319232661094","0.43","0.7646000869376227","0.44","0.7860503398470688","0.43","0.7513638339491409"
,"0.465","1.158592194344883","0.5","1.0750555555555554","0.44","1.1483164983164986","0.45","1.19295267489712","0.475","1.2453313840155942","0.4275","0.7682910981156595","0.44","0.7851115319865322","0.43","0.7510282084409994"
,"0.465","1.1591595146493046","0.5","1.074348623853211","0.44","1.147633444537115","0.45","1.1935372069317027","0.475","1.2447126991791402","0.4275","0.7672836525564675","0.44","0.7840179316096741","0.43","0.7505227224237259"
,"0.465","1.1596383186705768","0.5","1.0740454545454543","0.44","1.1476859504132224","0.45","1.1943232323232322","0.475","1.243961722488038","0.4275","0.7663902179691656","0.44","0.782815082644628","0.43","0.7503541226215641"
,"0.465","1.1595853918434567","0.5","1.07363963963964","0.44","1.1482493857493856","0.45","1.195655655655656","0.475","1.2435941204362262","0.4275","0.7656235182550976","0.44","0.7818437755937756","0.43","0.7499476220406449"
,"0.465","1.1593605990783413","0.495","1.0840728715728716","0.44","1.148265016233766","0.45","1.1967559523809526","0.475","1.2434116541353382","0.4275","0.7646146616541357","0.4375","0.7851734693877555","0.43","0.7501193936877073"
,"0.465","1.1594728328099728","0.495","1.0835702154286229","0.44","1.1483205953338695","0.45","1.1972861356932163","0.475","1.2434466697717745","0.4275","0.7642084562438543","0.4375","0.7841517067003791","0.43","0.7501234821979827"
,"0.465","1.1593850216940205","0.495","1.0841130604288505","0.44","1.1482954545454551","0.45","1.1977875243664717","0.475","1.2435087719298243","0.4275","0.7637837283266646","0.4375","0.7834686716791978","0.43","0.7496022031823738"
,"0.465","1.1595792426367466","0.495","1.0849011857707505","0.44","1.148903162055336","0.445","1.2115095261358082","0.475","1.243826086956522","0.4275","0.763315535214849","0.4375","0.7830708074534164","0.43","0.7494994944388275"
,"0.465","1.1591583240637748","0.495","1.0854667363288053","0.44","1.1490203761755482","0.445","1.2122142580395192","0.475","1.2437114337568054","0.4275","0.7630116959064325","0.4375","0.7825123152709368","0.43","0.7494987971130717"
,"0.465","1.1587446006800846","0.495","1.0860053526720197","0.44","1.1492327117327112","0.445","1.2129741669067506","0.475","1.243562753036437","0.4275","0.7626830609286749","0.4375","0.7820415140415141","0.43","0.7494186046511627"
