maximum-sugar-endowment,minimum-sugar-endowment,initial-population,gini-index,survival-ratio,mean-sugar,median-sugar,sd-sugar
30,30,60,0.379366014,0.666666667,1423.825,1554.5,963.8201739
30,30,80,0.35582236,0.625,1603.96,1889.5,1013.086876
30,30,100,0.34337421,0.65,1582.953846,1172,968.8382771
30,30,120,0.322160959,0.591666667,1587.521127,1516,902.9481532
30,30,140,0.289368385,0.614285714,1724.72093,1810.5,880.8318348
30,30,160,0.339121942,0.65,1420.653846,1569.5,844.973657
30,30,180,0.326859629,0.577777778,1486.326923,1522.5,847.464619
30,30,200,0.311879332,0.58,1532.112069,1609,837.3457732
30,30,220,0.335050109,0.6,1450.878788,1521,855.8585532
30,30,240,0.323798974,0.554166667,1443.932331,1455,819.3864685
30,30,260,0.377742841,0.6,1274.711538,1280,842.67263
30,30,280,0.36948231,0.521428571,1231.089041,1233.5,797.1953935
30,30,300,0.383099416,0.643333333,1158.264249,1197,779.5458665
30,30,320,0.388416258,0.584375,1178.28877,1125,802.5633945
30,30,340,0.410895931,0.632352941,1162.953488,1152,850.2298687
30,30,360,0.400940817,0.594444444,1140.985981,1165,806.3016507
30,30,380,0.416280415,0.589473684,1081.066964,1087.5,793.6682277
30,30,400,0.381437187,0.5875,1173.476596,1128,791.3626316
30,30,420,0.405482222,0.55,1061.935065,1088,764.3805905
30,30,440,0.367880601,0.568181818,1186.576,1133.5,772.5302896
30,30,460,0.375819363,0.534782609,1162.264228,1102.5,775.321426
30,30,480,0.37353442,0.541666667,1104.042308,1060,728.090146
30,30,500,0.338253814,0.514,1161.817121,1074,701.3725896
30,30,520,0.320547849,0.526923077,1207.718978,1052.5,690.1949912
30,30,540,0.304385251,0.487037037,1256.456274,1071,685.7728221
30,30,560,0.371018106,0.485714286,1078.246324,1015.5,707.5750817
30,30,580,0.339079949,0.493103448,1157.727273,1026,697.4524287
30,30,600,0.300739884,0.481666667,1182.058824,1012,632.3483843
30,30,620,0.322367721,0.466129032,1163.356401,987,667.2768309
30,30,640,0.312468557,0.45625,1219.376712,1068,678.4496997
30,30,660,0.327223752,0.433333333,1196.405594,1031.5,699.5007316
30,30,680,0.288474489,0.433823529,1190.267797,997,619.1291664
30,30,700,0.298503718,0.452857143,1137.041009,975,600.4362772
30,30,720,0.351153718,0.452777778,1087.352761,976.5,672.4888388
30,30,740,0.285930935,0.459459459,1104.747059,984,552.8374922
30,30,760,0.327878928,0.453947368,1056.315942,929,606.9708782
30,30,780,0.322633278,0.46025641,1029.623955,829,585.7702999
30,30,800,0.336048455,0.43625,1050.286533,977,615.6291412
30,30,820,0.355830567,0.448780488,976.2853261,837,609.6340642
30,30,840,0.341058701,0.458333333,990.0103896,803,595.321158
30,30,860,0.341188978,0.451162791,981.7860825,797.5,591.193081
30,30,880,0.330838745,0.425,1019.064171,841.5,593.5531047
30,30,900,0.345272159,0.418888889,974.3262599,869,587.9636352
30,30,920,0.344810602,0.415217391,964.6858639,778.5,585.848646
30,30,940,0.348442368,0.420212766,944.9088608,682,585.9525819
30,30,960,0.363784095,0.444791667,905.9976581,686,582.2810193
30,30,980,0.348462824,0.429591837,908.1686461,733,554.1558252
30,30,1000,0.380157453,0.446,833.0089686,668,555.4629003
35,0,20,0.269965217,0.5,1985.7,2015.5,1036.637733
35,0,40,0.291767431,0.8,1804.40625,1985.5,963.4995977
35,0,60,0.388267364,0.683333333,1518.463415,1626,1051.595243
35,0,80,0.293400273,0.675,1679.203704,1825,880.6560672
35,0,100,0.326162534,0.6,1663.233333,1878.5,959.3736192
35,0,120,0.317352161,0.65,1584.512821,1737.5,883.3065351
35,0,140,0.326700871,0.557142857,1551.615385,1764.5,894.6009954
35,0,160,0.354675095,0.675,1376.907407,1369.5,851.7080204
35,0,180,0.371860745,0.622222222,1402.517857,1380.5,912.1018394
35,0,200,0.370517677,0.585,1309.863248,1273,848.1980281
35,0,220,0.360842551,0.6,1335.484848,1413.5,841.4727773
35,0,240,0.362179178,0.658333333,1303.398734,1303,826.0802921
35,0,260,0.366580756,0.634615385,1279.654545,1275,823.5324246
35,0,280,0.368511636,0.610714286,1230.497076,1228,793.5381853
35,0,300,0.3785333,0.623333333,1246.828877,1265,829.0857529
35,0,320,0.383281355,0.6125,1145.734694,1128.5,772.0977027
35,0,340,0.382453062,0.6,1172.843137,1152,788.6062563
35,0,360,0.402143663,0.55,1156.10101,1114,819.1489392
35,0,380,0.381506189,0.605263158,1156.052174,1124,778.860116
35,0,400,0.397372212,0.5325,1148.690141,1133,806.455948
35,0,420,0.413520609,0.576190476,1118.636364,1093.5,822.3731725
35,0,440,0.365998416,0.545454545,1188.945833,1099.5,771.2431423
35,0,460,0.405274244,0.541304348,1056.188755,1062,756.3847697
35,0,480,0.378032178,0.545833333,1124.591603,1068.5,751.6470428
35,0,500,0.324594911,0.516,1216.046512,1129,702.6836313
35,0,520,0.33940126,0.501923077,1185.927203,1076,718.3499512
35,0,540,0.336999796,0.522222222,1185.744681,1046.5,711.4484189
35,0,560,0.36404,0.505357143,1128.332155,1021,725.7373135
35,0,580,0.352235542,0.472413793,1148.843066,1034.5,719.8192342
35,0,600,0.324451593,0.471666667,1174.664311,1036,676.4951005
35,0,620,0.305384067,0.458064516,1190.90493,1031.5,648.9437257
35,0,640,0.361577048,0.4328125,1140.093863,1027,732.5626292
35,0,660,0.290013915,0.436363636,1213.298611,1033.5,626.8636836
35,0,680,0.287766639,0.441176471,1255.43,1024,649.3922076
35,0,700,0.306430037,0.442857143,1197.225806,1008,652.428305
35,0,720,0.320437838,0.431944444,1180.504823,1025,670.1564761
35,0,740,0.316115805,0.440540541,1111.205521,942,621.4204553
35,0,760,0.312743925,0.456578947,1111.386167,883,617.9500145
35,0,780,0.317710386,0.462820513,1042.418283,852,584.1434894
35,0,800,0.364950727,0.50375,856.6873449,656,555.0817039
35,0,820,0.298891954,0.436585366,1064.72067,965.5,561.1541929
35,0,840,0.319965371,0.429761905,1057.6759,914,595.4879304
35,0,860,0.351060006,0.456976744,941.1399491,801,579.464829
35,0,880,0.329941576,0.430681818,1006.440633,844,583.1488312
35,0,900,0.354863572,0.444444444,883.64,634,558.432846
35,0,920,0.380218321,0.465217391,835.9182243,610.5,562.3034054
35,0,940,0.356052943,0.439361702,939.7554479,837,583.3801079
35,0,960,0.365891901,0.448958333,871.638051,650,562.0110268
35,0,980,0.346365651,0.429591837,924.9524941,1032,566.5339545
35,0,1000,0.366158223,0.438,854.5205479,605.5,553.6103044
35,5,20,0.395599135,0.9,1497.277778,1487,1087.837131
35,5,40,0.346224883,0.75,1794.533333,1881.5,1138.124977
35,5,60,0.279495946,0.666666667,1959.8,2014.5,1001.550521
35,5,80,0.327866599,0.625,1654.42,1977,974.7074933
35,5,100,0.290533866,0.69,1589.57971,1756,822.238344
35,5,120,0.319422542,0.666666667,1665.4875,1837.5,936.9499128
35,5,140,0.333828028,0.592857143,1543.951807,1657,903.9194453
35,5,160,0.308337025,0.59375,1646.136842,1832,901.5153627
35,5,180,0.349864779,0.627777778,1421.610619,1455,869.2157121
35,5,200,0.359704819,0.61,1350.508197,1332,847.2910869
35,5,220,0.365501748,0.622727273,1268.153285,1226,810.3870979
35,5,240,0.374356183,0.6,1344.173611,1411.5,881.0379077
35,5,260,0.381570852,0.580769231,1240.847682,1288,828.4833352
35,5,280,0.385472806,0.6,1286.85119,1290.5,873.4786921
35,5,300,0.354743402,0.6,1298.633333,1263.5,809.5981271
35,5,320,0.368854678,0.6125,1271.005102,1225.5,827.655456
35,5,340,0.371008143,0.620588235,1207.919431,1200,790.3599289
35,5,360,0.384576189,0.583333333,1206.490476,1187.5,818.5789895
35,5,380,0.36057948,0.560526316,1223.507042,1191,780.1001001
35,5,400,0.415119892,0.5525,1061.402715,1082,777.4360282
35,5,420,0.341844199,0.566666667,1231.768908,1171.5,745.2125353
35,5,440,0.379779974,0.534090909,1131.029787,1091,763.0377067
35,5,460,0.370290811,0.554347826,1148.647059,1085,754.1678426
35,5,480,0.382255507,0.527083333,1107.134387,1065,748.5645719
35,5,500,0.36598331,0.512,1159.886719,1099.5,747.8922585
35,5,520,0.387264355,0.488461538,1114.818898,1078,763.5835466
35,5,540,0.357257645,0.47962963,1156.702703,1051,734.8471077
35,5,560,0.333176621,0.485714286,1182.672794,1049.5,702.06165
35,5,580,0.325055638,0.475862069,1228.416667,1056,716.872285
35,5,600,0.341366515,0.485,1109.886598,1005,672.0736343
35,5,620,0.352388136,0.446774194,1173.368231,1050,734.6434767
35,5,640,0.337019971,0.4671875,1157.361204,1014,693.840709
35,5,660,0.31387266,0.428787879,1188.681979,1030,662.9126184
35,5,680,0.289023527,0.439705882,1214.859532,1029,628.4893845
35,5,700,0.303936602,0.472857143,1112.858006,943,599.5013239
35,5,720,0.317076834,0.454166667,1119.140673,979,625.5119462
35,5,740,0.32413228,0.452702703,1079.734328,971,616.1448799
35,5,760,0.316679218,0.467105263,1019.51831,818,570.3016365
35,5,780,0.33111047,0.456410256,999.6039326,853,583.4634887
35,5,800,0.327951014,0.42875,1121.87172,985,647.3595094
35,5,820,0.3210695,0.448780488,1033.826087,862,583.6126073
35,5,840,0.346305071,0.457142857,960.4322917,797,583.4963274
35,5,860,0.35863118,0.463953488,929.7769424,809,582.9942059
35,5,880,0.356060985,0.45,942.0959596,713.5,593.180798
35,5,900,0.350519839,0.456666667,911.8004866,663,565.0543847
35,5,920,0.33993738,0.439130435,927.8663366,688.5,557.8654835
35,5,940,0.370155876,0.444680851,869.3732057,726,563.6384877
35,5,960,0.369930703,0.43125,906.2826087,736.5,588.3588163
35,5,980,0.381288782,0.458163265,834.3652561,614,560.9854334
35,5,1000,0.380243376,0.432,847.6990741,709.5,565.6663953
35,10,20,0.308537032,0.9,1753.333333,1898,997.8095421
35,10,40,0.331702822,0.75,1738.1,2000,1061.480143
35,10,60,0.261883676,0.7,1937.666667,2002.5,925.1396643
35,10,80,0.274615516,0.75,1763.866667,1938,865.0746704
35,10,100,0.315751339,0.67,1525.925373,1511,860.1277268
35,10,120,0.366723217,0.608333333,1463.410959,1531,946.0279952
35,10,140,0.359196273,0.65,1525.208791,1638,962.1313668
35,10,160,0.342085305,0.675,1473.490741,1476,881.3799026
35,10,180,0.340117252,0.622222222,1489.705357,1531.5,884.7521324
35,10,200,0.339972809,0.65,1340.061538,1369,794.7904092
35,10,220,0.345167769,0.631818182,1290.151079,1323,780.5553478
35,10,240,0.377434558,0.625,1287.693333,1408.5,852.3043061
35,10,260,0.381976672,0.553846154,1294.152778,1228,862.597203
35,10,280,0.361119898,0.642857143,1209.516667,1225,765.8618942
35,10,300,0.399951708,0.593333333,1168.41573,1157.5,820.9749036
35,10,320,0.363034961,0.609375,1204.712821,1192,766.726251
35,10,340,0.392589668,0.608823529,1141.173913,1191,791.0654722
35,10,360,0.389147346,0.566666667,1162.313725,1122,794.3982508
35,10,380,0.418348582,0.594736842,1132.884956,1129.5,837.6337917
35,10,400,0.404439831,0.5475,1136.063927,1146,810.7084259
35,10,420,0.366698696,0.547619048,1146.113043,1132.5,743.8004647
35,10,440,0.380993906,0.55,1118.078512,1076.5,755.5125092
35,10,460,0.380653928,0.552173913,1139.153543,1079.5,767.3106802
35,10,480,0.39900333,0.522916667,1076.741036,1043,760.6973752
35,10,500,0.335248648,0.518,1192.142857,1064,711.6336967
35,10,520,0.334196119,0.519230769,1184.425926,1022.5,701.7114183
35,10,540,0.327673811,0.496296296,1220.141791,1058,713.1213989
35,10,560,0.315926384,0.485714286,1208.327206,1074.5,681.0128226
35,10,580,0.326430513,0.489655172,1177.584507,1023,682.8356045
35,10,600,0.332941245,0.478333333,1161.794425,1032,687.1186695
35,10,620,0.312075344,0.446774194,1191.454874,1048,661.9409281
35,10,640,0.326722852,0.4546875,1211.697595,1039,705.8343495
35,10,660,0.283771971,0.433333333,1232.65035,1035.5,627.0157978
35,10,680,0.29523384,0.444117647,1175.294702,986,617.9096655
35,10,700,0.321835282,0.425714286,1134.026846,986,649.1474175
35,10,720,0.324143257,0.491666667,1062.579096,908.5,605.2106984
35,10,740,0.335198665,0.440540541,1131.726994,1033.5,669.8859896
35,10,760,0.294887687,0.428947368,1173.466258,950.5,615.4641154
35,10,780,0.337964736,0.452564103,1052.934844,915,624.599184
35,10,800,0.311873686,0.425,1081.091176,866,598.0553101
35,10,820,0.32494711,0.431707317,1023.570621,863,586.4003088
35,10,840,0.329726818,0.439285714,1011.154472,766,591.6598983
35,10,860,0.345680142,0.451162791,967.1082474,722,593.0810139
35,10,880,0.354065973,0.4375,951.8207792,743,595.4583333
35,10,900,0.350538766,0.44,965.4166667,763,595.9891432
35,10,920,0.334071106,0.422826087,994.6632391,877,582.2938308
35,10,940,0.34975955,0.428723404,931.8287841,756,571.5186742
35,10,960,0.372861873,0.442708333,854.7647059,658,562.4201379
35,10,980,0.349856153,0.431632653,931.0992908,1042,573.7154368
35,10,1000,0.366432668,0.426,879.9765258,715.5,566.7076552
35,15,20,0.298529556,0.8,1598.1875,1960.5,935.0869634
35,15,40,0.414640769,0.725,1437.827586,1011,1078.51906
35,15,60,0.314829416,0.7,1735.928571,1898.5,979.7481357
35,15,80,0.382247341,0.5625,1448.377778,1003,997.1846115
35,15,100,0.305290932,0.54,1600.796296,1774,869.9445087
35,15,120,0.304664748,0.6,1676.638889,1901.5,905.3241472
35,15,140,0.386674086,0.571428571,1398.3,1170.5,951.8689863
35,15,160,0.405472145,0.625,1303.02,1186,926.1222074
35,15,180,0.364593728,0.666666667,1288.841667,1274.5,821.0370056
35,15,200,0.342707022,0.65,1372.138462,1392,821.2148097
35,15,220,0.322167495,0.6,1446.378788,1456,816.3726747
35,15,240,0.361409128,0.620833333,1251.503356,1338,790.255626
35,15,260,0.376808101,0.626923077,1240.717791,1230,817.3596192
35,15,280,0.387893899,0.567857143,1176.622642,1236,801.397898
35,15,300,0.383159837,0.556666667,1271.173653,1223,854.7093283
35,15,320,0.372118029,0.590625,1205.465608,1202,784.3936709
35,15,340,0.360871011,0.608823529,1217.019324,1168,777.0407267
35,15,360,0.400804782,0.583333333,1141.895238,1137,804.8790206
35,15,380,0.37744576,0.578947368,1167.540909,1170.5,778.4816994
35,15,400,0.401249385,0.5775,1107.21645,1084,780.6045795
35,15,420,0.40725303,0.578571429,1062.201646,1042,761.4650926
35,15,440,0.405586239,0.577272727,1051.937008,1060,755.3165213
35,15,460,0.345310844,0.552173913,1221.271654,1110,751.3034635
35,15,480,0.383954751,0.529166667,1115.23622,1069.5,761.3696204
35,15,500,0.342749891,0.534,1168.928839,1045,714.1323924
35,15,520,0.326733568,0.528846154,1177.596364,1063,681.7628989
35,15,540,0.34879009,0.5,1151.566667,1046.5,712.7146551
35,15,560,0.343044373,0.469642857,1180.904943,1058,722.4590182
35,15,580,0.330011144,0.50862069,1172.566102,1007,688.7684179
35,15,600,0.3621565,0.478333333,1117.195122,1025,712.1599153
35,15,620,0.321733583,0.474193548,1158.738095,995,663.1186913
35,15,640,0.292296496,0.478125,1183.509804,1007.5,613.4576995
35,15,660,0.321026656,0.463636364,1098.065359,942.5,626.7638787
35,15,680,0.345680558,0.466176471,1075.488959,977,654.4751332
35,15,700,0.321623455,0.44,1159.775974,981.5,662.3517707
35,15,720,0.294301618,0.461111111,1160.906627,1146.5,599.9725726
35,15,740,0.323434025,0.478378378,1024.245763,817.5,586.282434
35,15,760,0.32285609,0.439473684,1106.808383,990.5,628.5876292
35,15,780,0.307233955,0.426923077,1156.618619,938,633.1399153
35,15,800,0.32234165,0.44,1050.335227,896,595.585944
35,15,820,0.32347787,0.408536585,1098.391045,904,630.8450557
35,15,840,0.311508629,0.408333333,1066.402332,849,590.8057697
35,15,860,0.339736891,0.474418605,927.4705882,697.5,556.1731512
35,15,880,0.343807049,0.434090909,988.8664921,844,595.6787967
35,15,900,0.346386601,0.428888889,1003.637306,842,612.4260999
35,15,920,0.366703027,0.465217391,869.5257009,627,564.8201154
35,15,940,0.341313978,0.443617021,929.0191847,1051,560.7536135
35,15,960,0.347654784,0.427083333,890.6512195,651.5,548.0596025
35,15,980,0.38423875,0.444897959,815.5711009,612.5,554.0127863
35,15,1000,0.370454867,0.436,868.9931193,693,565.7491889
35,20,20,0.359457615,0.75,1793.066667,1991,1210.492843
35,20,40,0.273377148,0.65,1893.5,1999.5,954.8668284
35,20,60,0.4269337,0.733333333,1278.977273,1011,979.8024359
35,20,80,0.276785149,0.725,1796.517241,1956.5,888.5455737
35,20,100,0.275449197,0.55,1822.254545,1894,889.9779693
35,20,120,0.242124161,0.633333333,1881.855263,1920,812.3908863
35,20,140,0.309598391,0.607142857,1664.564706,1797,913.7032243
35,20,160,0.369760218,0.65,1383.875,1447,895.8003818
35,20,180,0.383922898,0.527777778,1282.926316,1092,866.7013062
35,20,200,0.398012682,0.66,1268.136364,1267.5,882.3069066
35,20,220,0.373005549,0.677272727,1300.671141,1375,848.1881599
35,20,240,0.366758476,0.6125,1268.034014,1293,811.0493576
35,20,260,0.345890343,0.576923077,1336.366667,1273.5,806.8013188
35,20,280,0.348301896,0.592857143,1292.39759,1291.5,789.4235095
35,20,300,0.420486719,0.66,1138.39899,1168.5,846.1684604
35,20,320,0.348719056,0.571875,1283.010929,1294,785.5288831
35,20,340,0.357283767,0.605882353,1216.917476,1165.5,766.2216122
35,20,360,0.427505007,0.6,1089.740741,1049,821.2684786
35,20,380,0.41975991,0.602631579,1043.467249,1049,774.0560777
35,20,400,0.407307855,0.5525,1107.325792,1132,798.0570911
35,20,420,0.372805753,0.583333333,1141.330612,1095,758.1582197
35,20,440,0.384164401,0.534090909,1139.276596,1130,772.554717
35,20,460,0.389518278,0.573913043,1093.443182,1057.5,752.9720205
35,20,480,0.335046472,0.535416667,1179.669261,1062,704.1643399
35,20,500,0.384600861,0.534,1070.486891,1037,730.2540466
35,20,520,0.367496684,0.507692308,1115.026515,1028,722.5797595
35,20,540,0.380860902,0.5,1101.27037,1037,740.2241428
35,20,560,0.327775045,0.507142857,1199.433099,1042.5,700.1418779
35,20,580,0.328496906,0.484482759,1217.775801,1076,713.5186475
35,20,600,0.349285267,0.468333333,1135.274021,1017,704.321715
35,20,620,0.311560597,0.443548387,1219.316364,1057,677.8743814
35,20,640,0.295829043,0.45,1250.541667,1037.5,662.8022642
35,20,660,0.308549359,0.466666667,1166.613636,1011,639.3991149
35,20,680,0.315973745,0.430882353,1176.150171,1040,659.3419026
35,20,700,0.296119093,0.438571429,1168.925081,960,618.9151305
35,20,720,0.300428036,0.45,1146.57716,955.5,610.1805475
35,20,740,0.308748805,0.452702703,1118.140299,917,612.2012174
35,20,760,0.326053291,0.448684211,1107.821114,1036,632.8828766
35,20,780,0.331579496,0.46025641,1055.963788,873,617.1336575
35,20,800,0.324065681,0.43375,1102.634006,964,628.20419
35,20,820,0.328834005,0.446341463,1019.868852,815.5,592.1878768
35,20,840,0.332570751,0.444047619,1038.018767,1043,603.4772244
35,20,860,0.308513879,0.408139535,1056.475783,844,576.7321922
35,20,880,0.354799329,0.448863636,937.9949367,751,586.4343646
35,20,900,0.355472563,0.456666667,925.7761557,754,577.454611
35,20,920,0.360958546,0.459782609,875.6524823,631,559.3931375
35,20,940,0.340724854,0.444680851,884.6363636,659,532.4373185
35,20,960,0.385145321,0.444791667,857.7213115,762,577.3920399
35,20,980,0.359337079,0.43877551,871.3953488,625.5,555.0076561
35,20,1000,0.369035874,0.458,857.6069869,1025.5,558.2414308
35,25,20,0.491417806,0.8,1344.9375,1361,1226.372454
35,25,40,0.337245729,0.8,1670,1965.5,1020.697421
35,25,60,0.333675991,0.666666667,1787.375,1985.5,1077.012765
35,25,80,0.269256277,0.6625,1846.226415,1950,889.6283503
35,25,100,0.278573302,0.64,1733.5625,1873.5,854.6211799
35,25,120,0.301172358,0.6,1700.347222,1781.5,902.1831918
35,25,140,0.324029071,0.614285714,1597.918605,1637.5,910.3702184
35,25,160,0.304653019,0.65625,1604.247619,1683,857.737787
35,25,180,0.362726772,0.577777778,1435.721154,1463,910.37332
35,25,200,0.325089245,0.63,1505.071429,1485.5,857.4917766
35,25,220,0.362738096,0.613636364,1322.822222,1378,839.3316892
35,25,240,0.414995767,0.583333333,1170.271429,1133.5,849.6966436
35,25,260,0.369076104,0.615384615,1243.64375,1261,800.7196476
35,25,280,0.337972642,0.614285714,1309.226744,1218,776.700542
35,25,300,0.395472067,0.59,1166.977401,1223,811.0806971
35,25,320,0.377790836,0.58125,1172,1144.5,777.4437948
35,25,340,0.368260857,0.6,1247.661765,1205,811.4674467
35,25,360,0.364878736,0.6,1196.032407,1173,767.1422984
35,25,380,0.382926633,0.615789474,1162.017094,1123,784.977619
35,25,400,0.392581672,0.5725,1115.28821,1134,772.2814543
35,25,420,0.368557509,0.542857143,1176.912281,1119,765.4558581
35,25,440,0.383062609,0.565909091,1085.333333,1066,734.6907988
35,25,460,0.401474325,0.534782609,1089.321138,1062.5,771.8594766
35,25,480,0.380069107,0.552083333,1099.969811,1066,738.7933338
35,25,500,0.391565256,0.514,1097.046693,1068,761.5432303
35,25,520,0.342731031,0.526923077,1136.620438,1053.5,692.3279107
35,25,540,0.383853703,0.501851852,1117.214022,1075,759.5928139
35,25,560,0.31988326,0.469642857,1272.174905,1154,727.1409083
35,25,580,0.307820652,0.489655172,1223.362676,1055.5,669.8084681
35,25,600,0.333690684,0.493333333,1166.966216,1022,691.9623181
35,25,620,0.325110146,0.456451613,1165.848057,1029,675.5232762
35,25,640,0.318300887,0.465625,1193.268456,1035.5,675.2998499
35,25,660,0.30326353,0.463636364,1179.137255,1021,634.9799383
35,25,680,0.304610979,0.451470588,1126.543974,980,607.0429294
35,25,700,0.298823915,0.465714286,1146.858896,899,614.0055863
35,25,720,0.299736573,0.423611111,1215.167213,1003,653.2331294
35,25,740,0.312436127,0.458108108,1118.421829,908,619.3640245
35,25,760,0.29390836,0.432894737,1141.12766,953,594.6739131
35,25,780,0.312996271,0.429487179,1049.531343,911,579.0661784
35,25,800,0.320668178,0.4425,1069.466102,925.5,602.5128261
35,25,820,0.306079968,0.414634146,1127.338235,1063,607.0498565
35,25,840,0.345808321,0.453571429,954.6194226,802,580.305899
35,25,860,0.35395943,0.43255814,983.266129,928,606.5563054
35,25,880,0.32518203,0.418181818,1012.853261,794.5,582.9763716
35,25,900,0.354491147,0.441111111,953.9017632,765,596.3282119
35,25,920,0.364519584,0.417391304,938.9557292,797.5,600.9434233
35,25,940,0.365684588,0.446808511,904.8714286,654.5,587.1050799
35,25,960,0.372945191,0.428125,893.7080292,715,587.1738118
35,25,980,0.373070561,0.457142857,837.3415179,580,552.7160085
35,25,1000,0.387104863,0.443,813.0993228,575,559.0375489
35,30,20,0.315607813,0.8,1945.125,2013,1178.55702
35,30,40,0.376859804,0.75,1379.233333,1008,941.8684908
35,30,60,0.413736833,0.7,1403.166667,1007,1039.64825
35,30,80,0.292334137,0.65,1716.326923,1866.5,893.7677182
35,30,100,0.351267051,0.65,1453.092308,1667,901.2240586
35,30,120,0.294794042,0.566666667,1660.779412,1871.5,869.1097323
35,30,140,0.301961448,0.614285714,1538.395349,1689,821.3711245
35,30,160,0.358005635,0.59375,1528.273684,1621,956.0961454
35,30,180,0.390692122,0.661111111,1387.722689,1261,949.4872561
35,30,200,0.369443059,0.645,1340.658915,1324,863.6359322
35,30,220,0.373219575,0.65,1293.594406,1356,843.9633881
35,30,240,0.328470447,0.629166667,1372.152318,1389,791.5008254
35,30,260,0.34680761,0.588461538,1305.797386,1374,794.6599435
35,30,280,0.412654306,0.6,1182.869048,1091,860.7013403
35,30,300,0.376250946,0.583333333,1188.514286,1251,784.7689524
35,30,320,0.393605205,0.575,1185.353261,1179,818.6513701
35,30,340,0.386722553,0.541176471,1196.217391,1203,814.335041
35,30,360,0.37523276,0.597222222,1144.590698,1119,761.4637834
35,30,380,0.384575179,0.523684211,1232.959799,1184,835.2827129
35,30,400,0.374772993,0.5675,1172.955947,1122,773.089033
35,30,420,0.397507032,0.571428571,1095.2625,1064,766.571535
35,30,440,0.412778826,0.552272727,1052.91358,1059,769.6573811
35,30,460,0.388239477,0.558695652,1096.058366,1081,754.9472822
35,30,480,0.33864895,0.53125,1222.980392,1075,738.6356088
35,30,500,0.37284959,0.504,1156.214286,1077,765.4511167
35,30,520,0.365010365,0.490384615,1133.129412,1071,731.6945942
35,30,540,0.385467992,0.492592593,1075.845865,1022.5,735.4655121
35,30,560,0.329486168,0.482142857,1183.177778,1047.5,691.8449863
35,30,580,0.320442548,0.462068966,1196.619403,1067,685.188662
35,30,600,0.296685684,0.461666667,1254.382671,1025,669.0934854
35,30,620,0.279828268,0.469354839,1260.254296,1039,634.8980238
35,30,640,0.316539865,0.4546875,1202.934708,1044,677.9958492
35,30,660,0.277282873,0.446969697,1200.061017,978,594.4996264
35,30,680,0.297578706,0.430882353,1210.78157,1003,645.9569943
35,30,700,0.314133587,0.458571429,1147.5919,1001,639.4493372
35,30,720,0.307576891,0.434722222,1152.361022,956,630.465554
35,30,740,0.331792939,0.447297297,1046.024169,941,607.9742613
35,30,760,0.310221604,0.432894737,1135.550152,1022,618.7317315
35,30,780,0.329088894,0.437179487,1055.782991,897,614.0382723
35,30,800,0.314543753,0.44375,1039.377465,848,576.4220867
35,30,820,0.322930775,0.424390244,1020.637931,847.5,581.0619424
35,30,840,0.298143207,0.40952381,1138.409884,1173.5,605.044227
35,30,860,0.331928141,0.43372093,1017.772118,848,594.9998862
35,30,880,0.342547686,0.465909091,910.7487805,633.5,553.9668088
35,30,900,0.362033216,0.445555556,926.2543641,764,588.1603779
35,30,920,0.345009101,0.451086957,941.0674699,757,568.9897822
35,30,940,0.34124939,0.408510638,996.1302083,811.5,598.3003854
35,30,960,0.359336018,0.451041667,900.8660508,652,574.1113831
35,30,980,0.3592863,0.447959184,855.2482916,589,545.3540803
35,30,1000,0.36745938,0.435,864.8114943,591,565.0720368
40,0,20,0.318814236,0.65,1922.538462,2016,1174.694543
40,0,40,0.357397695,0.55,1706.636364,1848,1108.852111
40,0,60,0.306077407,0.583333333,1834.914286,2006,1020.804797
40,0,80,0.303335279,0.525,1790.761905,1984.5,988.0941944
40,0,100,0.33653154,0.56,1553.75,1558.5,928.9357987
40,0,120,0.299407298,0.683333333,1604.012195,1744,847.4424922
40,0,140,0.322064488,0.571428571,1567.2375,1680,886.0179763
40,0,160,0.338625576,0.58125,1463.548387,1599,871.5427416
40,0,180,0.359652476,0.616666667,1360.027027,1581,856.6316219
40,0,200,0.338115416,0.6,1302.241667,1434.5,773.1735104
40,0,220,0.363233973,0.554545455,1379.631148,1454,874.4966552
40,0,240,0.379741242,0.6,1226.618056,1309.5,817.0294993
40,0,260,0.338562467,0.584615385,1353.381579,1359.5,801.3683326
40,0,280,0.358265846,0.632142857,1306.322034,1324,824.0559221
40,0,300,0.374434115,0.566666667,1266.382353,1251.5,829.19554
40,0,320,0.357361315,0.590625,1274.513228,1241,799.2599676
40,0,340,0.384135592,0.608823529,1190.927536,1142,808.7772922
40,0,360,0.338636358,0.552777778,1285.964824,1216,769.6643528
40,0,380,0.394767766,0.578947368,1172.218182,1148.5,817.4185436
40,0,400,0.421507488,0.6075,999.7983539,1065,746.5661698
40,0,420,0.380510502,0.538095238,1157.393805,1128,777.8729515
40,0,440,0.409037269,0.552272727,1042.279835,1064,751.97106
40,0,460,0.384954468,0.543478261,1131.932,1080.5,774.4070302
40,0,480,0.374690278,0.514583333,1148.987854,1050,761.4145772
40,0,500,0.33732747,0.506,1262.596838,1206,756.0497403
40,0,520,0.351415636,0.501923077,1131.429119,1064,701.8517155
40,0,540,0.37224656,0.501851852,1132.302583,1061,745.2663237
40,0,560,0.388473297,0.491071429,1067.36,1010,736.563562
40,0,580,0.32683661,0.467241379,1169.132841,1033,677.3891633
