"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 2-change.nlogo"
"exp3-2"
"03/07/2024 02:43:25:207 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","(mean) gini-index","(std) gini-index","(mean) survival-ratio","(std) survival-ratio","(mean) mean-sugar","(std) mean-sugar","(mean) median-sugar","(std) median-sugar","(mean) sd-sugar","(std) sd-sugar"
"25","5","color-agents-by-vision","160","1000","0.3226344581378427","N/A","0.6375","N/A","1413.4705882352941","N/A","1531.5","N/A","799.903592036019","N/A"
"25","5","color-agents-by-vision","180","1000","0.3571301302022071","N/A","0.5888888888888889","N/A","1407.9716981132076","N/A","1449.5","N/A","877.3306859586687","N/A"
"25","5","color-agents-by-vision","200","1000","0.367218366381136","N/A","0.635","N/A","1338.259842519685","N/A","1420","N/A","857.2946763538996","N/A"
"25","5","color-agents-by-vision","220","1000","0.33067632625315424","N/A","0.6181818181818182","N/A","1394.8382352941176","N/A","1389.5","N/A","805.994956519357","N/A"
"25","5","color-agents-by-vision","240","1000","0.35858887596830963","N/A","0.6208333333333333","N/A","1325.96644295302","N/A","1352","N/A","832.1625963140581","N/A"
"25","5","color-agents-by-vision","260","1000","0.3571779085662752","N/A","0.6230769230769231","N/A","1232.4135802469136","N/A","1262","N/A","769.0359831743351","N/A"
"25","5","color-agents-by-vision","280","1000","0.349634698168945","N/A","0.5821428571428572","N/A","1371.153374233129","N/A","1348","N/A","841.2261302747693","N/A"
"25","5","color-agents-by-vision","300","1000","0.38117103859188983","N/A","0.57","N/A","1264.888888888889","N/A","1191","N/A","843.7995123211816","N/A"
"25","5","color-agents-by-vision","320","1000","0.4066536814420643","N/A","0.596875","N/A","1144.5759162303666","N/A","1151","N/A","817.5453718270728","N/A"
"25","5","color-agents-by-vision","340","1000","0.3687115888158224","N/A","0.6264705882352941","N/A","1235.7887323943662","N/A","1201","N/A","803.591289072027","N/A"
"25","5","color-agents-by-vision","360","1000","0.38297273553893507","N/A","0.5527777777777778","N/A","1241.8040201005026","N/A","1212","N/A","836.1104433740264","N/A"
"25","5","color-agents-by-vision","380","1000","0.40323275137177456","N/A","0.5763157894736842","N/A","1088.9954337899544","N/A","1100","N/A","771.7234762738951","N/A"
"25","5","color-agents-by-vision","400","1000","0.37808953388239935","N/A","0.5825","N/A","1151.3690987124464","N/A","1103","N/A","768.1713907668775","N/A"
"25","5","color-agents-by-vision","420","1000","0.3531098308891616","N/A","0.5642857142857143","N/A","1207.915611814346","N/A","1106","N/A","755.5857989852113","N/A"
"25","5","color-agents-by-vision","440","1000","0.4185963004713888","N/A","0.5613636363636364","N/A","1081.4493927125507","N/A","1100","N/A","800.77701878276","N/A"
"25","5","color-agents-by-vision","460","1000","0.434712305972218","N/A","0.5152173913043478","N/A","1054.1772151898733","N/A","1067","N/A","811.152430232366","N/A"
"25","5","color-agents-by-vision","480","1000","0.3590451564839037","N/A","0.5083333333333333","N/A","1172.8524590163934","N/A","1087","N/A","744.6762676318988","N/A"
"25","5","color-agents-by-vision","500","1000","0.3622052979049743","N/A","0.516","N/A","1144.2674418604652","N/A","1079","N/A","731.7842980932585","N/A"
"25","5","color-agents-by-vision","520","1000","0.3785314216212418","N/A","0.49615384615384617","N/A","1119.3062015503876","N/A","1061","N/A","746.7806516464213","N/A"
"25","5","color-agents-by-vision","540","1000","0.3342945324204636","N/A","0.5203703703703704","N/A","1176.1067615658362","N/A","1043","N/A","699.6484852030876","N/A"
"25","5","color-agents-by-vision","560","1000","0.33919378166985337","N/A","0.48928571428571427","N/A","1200.8649635036497","N/A","1061.5","N/A","726.3252684698256","N/A"
"25","5","color-agents-by-vision","580","1000","0.3446441712210805","N/A","0.47586206896551725","N/A","1183.4384057971015","N/A","1050","N/A","726.371269838575","N/A"
"25","5","color-agents-by-vision","600","1000","0.2936898499009044","N/A","0.4766666666666667","N/A","1218.2657342657342","N/A","1035","N/A","641.150111892398","N/A"
"25","5","color-agents-by-vision","620","1000","0.30800670816744463","N/A","0.4774193548387097","N/A","1189.793918918919","N/A","1040","N/A","651.5788970504948","N/A"
"25","5","color-agents-by-vision","640","1000","0.31818764999459226","N/A","0.4609375","N/A","1201.2813559322035","N/A","1032","N/A","680.8421596963013","N/A"
"25","5","color-agents-by-vision","660","1000","0.3149077774770415","N/A","0.45151515151515154","N/A","1178.8624161073826","N/A","1059","N/A","654.9039134782233","N/A"
"25","5","color-agents-by-vision","680","1000","0.30117704539869383","N/A","0.4426470588235294","N/A","1186.0764119601329","N/A","987","N/A","637.1204052676513","N/A"
"25","5","color-agents-by-vision","700","1000","0.29952564173891566","N/A","0.4471428571428571","N/A","1134.408945686901","N/A","953","N/A","603.0513002132978","N/A"
"25","5","color-agents-by-vision","720","1000","0.2890327376769561","N/A","0.44166666666666665","N/A","1172.7232704402516","N/A","971.5","N/A","604.2193640544953","N/A"
"25","5","color-agents-by-vision","740","1000","0.2822723753966156","N/A","0.4581081081081081","N/A","1132.8938053097345","N/A","1120","N/A","567.0203709879905","N/A"
"25","5","color-agents-by-vision","760","1000","0.3147156359753601","N/A","0.4263157894736842","N/A","1156.25","N/A","992.5","N/A","644.3149162484984","N/A"
"25","5","color-agents-by-vision","780","1000","0.292282590484838","N/A","0.4230769230769231","N/A","1105.4878787878788","N/A","896.5","N/A","580.8154587449161","N/A"
"25","5","color-agents-by-vision","800","1000","0.3271208406265702","N/A","0.4675","N/A","1053.4385026737968","N/A","1053","N/A","604.4639929127682","N/A"
"25","5","color-agents-by-vision","820","1000","0.3212015834633796","N/A","0.41585365853658535","N/A","1037.5454545454545","N/A","879","N/A","588.7403715846993","N/A"
"25","5","color-agents-by-vision","840","1000","0.32262317180400785","N/A","0.4261904761904762","N/A","1086.5949720670392","N/A","1055","N/A","618.2934910664167","N/A"
"25","5","color-agents-by-vision","860","1000","0.31602487236640076","N/A","0.40813953488372096","N/A","1061.5156695156695","N/A","836","N/A","597.7791270643067","N/A"
"25","5","color-agents-by-vision","880","1000","0.3612670318796714","N/A","0.4715909090909091","N/A","872.6457831325301","N/A","626","N/A","559.5736362808572","N/A"
"25","5","color-agents-by-vision","900","1000","0.3566850278215324","N/A","0.4411111111111111","N/A","929.4987405541561","N/A","739","N/A","583.4532241500915","N/A"
"25","5","color-agents-by-vision","920","1000","0.3611380661565325","N/A","0.44021739130434784","N/A","910.1604938271605","N/A","727","N/A","578.3733560853738","N/A"
"25","5","color-agents-by-vision","940","1000","0.3387141651051484","N/A","0.42340425531914894","N/A","981.5","N/A","883.5","N/A","586.9893074863243","N/A"
"25","5","color-agents-by-vision","960","1000","0.3593954383626215","N/A","0.42291666666666666","N/A","882.1059113300493","N/A","668.5","N/A","560.2937643195221","N/A"
"25","5","color-agents-by-vision","980","1000","0.3533986623992442","N/A","0.43979591836734694","N/A","896.9303944315545","N/A","719","N/A","558.7799165537339","N/A"
"25","5","color-agents-by-vision","1000","1000","0.3700016316456768","N/A","0.435","N/A","886.2068965517242","N/A","691","N/A","579.7166107679291","N/A"
"25","10","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A"
"25","10","color-agents-by-vision","20","1000","0.3276551316401876","N/A","0.75","N/A","1768.4","N/A","1996","N/A","1072.3037815843047","N/A"
"25","10","color-agents-by-vision","40","1000","0.3430879418277246","N/A","0.65","N/A","1408.3461538461538","N/A","1022.5","N/A","879.8945365125387","N/A"
"25","10","color-agents-by-vision","60","1000","0.3246368373120735","N/A","0.6333333333333333","N/A","1764.3684210526317","N/A","1996","N/A","1035.5331417315754","N/A"
"25","10","color-agents-by-vision","80","1000","0.3451751764795752","N/A","0.6625","N/A","1586.0566037735848","N/A","1617","N/A","969.463142773327","N/A"
"25","10","color-agents-by-vision","100","1000","0.35967276280887917","N/A","0.65","N/A","1484.9384615384615","N/A","1270","N/A","943.2732219001272","N/A"
"25","10","color-agents-by-vision","120","1000","0.31882821553284413","N/A","0.6","N/A","1594.2916666666667","N/A","1613.5","N/A","890.7535413788","N/A"
"25","10","color-agents-by-vision","140","1000","0.3391447460357388","N/A","0.6","N/A","1563.3690476190477","N/A","1548","N/A","933.4907125171137","N/A"
"25","10","color-agents-by-vision","160","1000","0.3637107583817003","N/A","0.60625","N/A","1404.298969072165","N/A","1376","N/A","892.8124589015096","N/A"
"25","10","color-agents-by-vision","180","1000","0.34696646352642646","N/A","0.6055555555555555","N/A","1367.1376146788991","N/A","1512","N/A","829.2690273823924","N/A"
"25","10","color-agents-by-vision","200","1000","0.3287873399414606","N/A","0.635","N/A","1393.6692913385828","N/A","1417","N/A","801.0626380510076","N/A"
"25","10","color-agents-by-vision","220","1000","0.3804898056350729","N/A","0.6","N/A","1282.8484848484848","N/A","1181.5","N/A","852.6660612352408","N/A"
"25","10","color-agents-by-vision","240","1000","0.3525242950687076","N/A","0.625","N/A","1292.6266666666668","N/A","1359","N/A","798.4004945011537","N/A"
"25","10","color-agents-by-vision","260","1000","0.3417997875024902","N/A","0.5692307692307692","N/A","1376.3445945945946","N/A","1426","N/A","823.8532059393644","N/A"
"25","10","color-agents-by-vision","280","1000","0.352971099776471","N/A","0.6285714285714286","N/A","1247.4886363636363","N/A","1269","N/A","772.1406310743167","N/A"
"25","10","color-agents-by-vision","300","1000","0.38595424815231466","N/A","0.61","N/A","1187.551912568306","N/A","1154","N/A","805.6041663495348","N/A"
"25","10","color-agents-by-vision","320","1000","0.336321192559259","N/A","0.615625","N/A","1290.9644670050761","N/A","1248","N/A","766.3486536394817","N/A"
"25","10","color-agents-by-vision","340","1000","0.3733333291999171","N/A","0.611764705882353","N/A","1194.1682692307693","N/A","1170.5","N/A","786.6100173369061","N/A"
"25","10","color-agents-by-vision","360","1000","0.3931160608843987","N/A","0.5833333333333334","N/A","1162.4619047619049","N/A","1192.5","N/A","801.6860050511791","N/A"
"25","10","color-agents-by-vision","380","1000","0.3692682783807606","N/A","0.5842105263157895","N/A","1197.0900900900901","N/A","1139.5","N/A","781.2490642838144","N/A"
"25","10","color-agents-by-vision","400","1000","0.3246165914518003","N/A","0.5975","N/A","1296.9748953974895","N/A","1216","N/A","750.9916353341763","N/A"
"25","10","color-agents-by-vision","420","1000","0.369267492018162","N/A","0.5142857142857142","N/A","1207.263888888889","N/A","1143","N/A","784.2059232362118","N/A"
"25","10","color-agents-by-vision","440","1000","0.38921136542553764","N/A","0.5590909090909091","N/A","1145.7845528455284","N/A","1116.5","N/A","789.8607926466607","N/A"
"25","10","color-agents-by-vision","460","1000","0.3956523804422948","N/A","0.5217391304347826","N/A","1090.2333333333333","N/A","1079","N/A","765.807089043324","N/A"
"25","10","color-agents-by-vision","480","1000","0.36514193256419253","N/A","0.5229166666666667","N/A","1185.0836653386455","N/A","1083","N/A","768.615506590982","N/A"
"25","10","color-agents-by-vision","500","1000","0.40196404117190493","N/A","0.518","N/A","1065.6177606177607","N/A","1049","N/A","757.0525136115119","N/A"
"25","10","color-agents-by-vision","520","1000","0.31198945806414213","N/A","0.5096153846153846","N/A","1243.8528301886793","N/A","1087","N/A","692.7777510500133","N/A"
"25","10","color-agents-by-vision","540","1000","0.33382949517205224","N/A","0.49444444444444446","N/A","1156.6067415730338","N/A","1034","N/A","687.9715080540981","N/A"
"25","10","color-agents-by-vision","560","1000","0.3840265250924732","N/A","0.4857142857142857","N/A","1070.6029411764705","N/A","1055.5","N/A","727.9105190072157","N/A"
"25","10","color-agents-by-vision","580","1000","0.3231535446026489","N/A","0.4482758620689655","N/A","1248.2384615384615","N/A","1074","N/A","724.4887298988988","N/A"
"25","10","color-agents-by-vision","600","1000","0.30844100997263474","N/A","0.48","N/A","1227.9166666666667","N/A","1077","N/A","675.7325254810744","N/A"
"25","10","color-agents-by-vision","620","1000","0.3141703943557787","N/A","0.45161290322580644","N/A","1170.9892857142856","N/A","1025","N/A","655.7087248042641","N/A"
"25","10","color-agents-by-vision","640","1000","0.3207373247221879","N/A","0.4765625","N/A","1125.7081967213114","N/A","1021","N/A","638.9297255379606","N/A"
"25","10","color-agents-by-vision","660","1000","0.28514512221113203","N/A","0.4393939393939394","N/A","1261.6275862068965","N/A","1050","N/A","645.5078035902304","N/A"
"25","10","color-agents-by-vision","680","1000","0.30350652302328573","N/A","0.4279411764705882","N/A","1190.024054982818","N/A","1024","N/A","642.5986166947321","N/A"
"25","10","color-agents-by-vision","700","1000","0.2980554217926692","N/A","0.45","N/A","1215.1714285714286","N/A","982","N/A","649.0813958331746","N/A"
"25","10","color-agents-by-vision","720","1000","0.327236399825098","N/A","0.44166666666666665","N/A","1156.0849056603774","N/A","1017","N/A","669.1979348810371","N/A"
"25","10","color-agents-by-vision","740","1000","0.2737027439574436","N/A","0.4243243243243243","N/A","1195.251592356688","N/A","1019","N/A","580.0061725026951","N/A"
"25","10","color-agents-by-vision","760","1000","0.32801092413709954","N/A","0.4486842105263158","N/A","1050.1466275659825","N/A","871","N/A","611.2592466968634","N/A"
"25","10","color-agents-by-vision","780","1000","0.3066004361730267","N/A","0.4217948717948718","N/A","1173.1732522796353","N/A","1125","N/A","634.0558352457672","N/A"
"25","10","color-agents-by-vision","800","1000","0.3285376903449187","N/A","0.44625","N/A","1025.7591036414565","N/A","861","N/A","592.7595986620005","N/A"
"25","10","color-agents-by-vision","820","1000","0.33915717406690526","N/A","0.4524390243902439","N/A","1041.099730458221","N/A","875","N/A","623.1967745076057","N/A"
"25","10","color-agents-by-vision","840","1000","0.34762748269562616","N/A","0.4630952380952381","N/A","995.706940874036","N/A","880","N/A","603.9973513956307","N/A"
"25","10","color-agents-by-vision","860","1000","0.3483004234959988","N/A","0.45465116279069767","N/A","951.8925831202046","N/A","784","N/A","583.1173464355865","N/A"
"25","10","color-agents-by-vision","880","1000","0.32846395668738776","N/A","0.4318181818181818","N/A","986.8315789473684","N/A","758","N/A","573.3561041962805","N/A"
"25","10","color-agents-by-vision","900","1000","0.3408794245157507","N/A","0.45222222222222225","N/A","955.0884520884521","N/A","1044","N/A","573.5387446932829","N/A"
"25","10","color-agents-by-vision","920","1000","0.3683421217315694","N/A","0.44130434782608696","N/A","882.0837438423646","N/A","652","N/A","575.7615915060704","N/A"
"25","10","color-agents-by-vision","940","1000","0.36077168134103504","N/A","0.42127659574468085","N/A","929.229797979798","N/A","748.5","N/A","590.8259699827308","N/A"
"25","10","color-agents-by-vision","960","1000","0.36600998072970664","N/A","0.4375","N/A","870.952380952381","N/A","617","N/A","565.1452408998415","N/A"
"25","10","color-agents-by-vision","980","1000","0.37195979477320695","N/A","0.4357142857142857","N/A","881.655737704918","N/A","675","N/A","578.7652154652128","N/A"
"25","10","color-agents-by-vision","1000","1000","0.32541345922972253","N/A","0.398","N/A","936.8844221105528","N/A","667","N/A","541.4947003781057","N/A"
"25","15","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A"
"25","15","color-agents-by-vision","20","1000","0.37408116271419606","N/A","0.7","N/A","1707.7857142857142","N/A","1948.5","N/A","1189.894447715131","N/A"
"25","15","color-agents-by-vision","40","1000","0.35842784525944976","N/A","0.725","N/A","1812.103448275862","N/A","2016","N/A","1199.3787482581968","N/A"
"25","15","color-agents-by-vision","60","1000","0.3507700280063115","N/A","0.75","N/A","1698","N/A","1947","N/A","1062.0288902079658","N/A"
"25","15","color-agents-by-vision","80","1000","0.2615022576501318","N/A","0.675","N/A","1874.351851851852","N/A","1953","N/A","874.9177677242159","N/A"
"25","15","color-agents-by-vision","100","1000","0.27694854612553577","N/A","0.61","N/A","1703.639344262295","N/A","1904","N/A","849.2472948202795","N/A"
"25","15","color-agents-by-vision","120","1000","0.26666883064188907","N/A","0.625","N/A","1809.1733333333334","N/A","1889","N/A","856.3761230581714","N/A"
"25","15","color-agents-by-vision","140","1000","0.24765784958211431","N/A","0.5285714285714286","N/A","1949.3243243243244","N/A","2008","N/A","865.4178198776971","N/A"
"25","15","color-agents-by-vision","160","1000","0.3129322641580571","N/A","0.56875","N/A","1452.3846153846155","N/A","1552","N/A","798.4051988423306","N/A"
"25","15","color-agents-by-vision","180","1000","0.3476397910437501","N/A","0.5888888888888889","N/A","1451.6698113207547","N/A","1581","N/A","881.0439124421623","N/A"
"25","15","color-agents-by-vision","200","1000","0.386448002594263","N/A","0.585","N/A","1305.6068376068376","N/A","1414","N/A","881.2416099602069","N/A"
"25","15","color-agents-by-vision","220","1000","0.3808132188397349","N/A","0.6454545454545455","N/A","1261.4788732394366","N/A","1224.5","N/A","838.1470674307063","N/A"
"25","15","color-agents-by-vision","240","1000","0.33482945230405803","N/A","0.6041666666666666","N/A","1331.7862068965517","N/A","1408","N/A","780.6353020511108","N/A"
"25","15","color-agents-by-vision","260","1000","0.3854659124063483","N/A","0.6153846153846154","N/A","1136.49375","N/A","1131.5","N/A","769.6945322117514","N/A"
"25","15","color-agents-by-vision","280","1000","0.37773139792806876","N/A","0.6178571428571429","N/A","1238.8265895953757","N/A","1258","N/A","819.7676102837185","N/A"
"25","15","color-agents-by-vision","300","1000","0.3796641065525955","N/A","0.6166666666666667","N/A","1251.4918918918918","N/A","1208","N/A","833.0791960820841","N/A"
"25","15","color-agents-by-vision","320","1000","0.3825104159752013","N/A","0.640625","N/A","1160.780487804878","N/A","1170","N/A","782.2040601877945","N/A"
"25","15","color-agents-by-vision","340","1000","0.4092190174685744","N/A","0.5852941176470589","N/A","1147.9949748743718","N/A","1120","N/A","828.3819112484961","N/A"
"25","15","color-agents-by-vision","360","1000","0.39088894099245824","N/A","0.5722222222222222","N/A","1136.6407766990292","N/A","1157.5","N/A","780.5333055423434","N/A"
"25","15","color-agents-by-vision","380","1000","0.39273417392801846","N/A","0.5552631578947368","N/A","1171.60663507109","N/A","1172","N/A","813.3815667315208","N/A"
"25","15","color-agents-by-vision","400","1000","0.37552219041416646","N/A","0.57","N/A","1152.0833333333333","N/A","1134.5","N/A","760.0879772191299","N/A"
"25","15","color-agents-by-vision","420","1000","0.4125114448394359","N/A","0.569047619047619","N/A","1094.623430962343","N/A","1063","N/A","801.9854304843619","N/A"
"25","15","color-agents-by-vision","440","1000","0.4107657924988511","N/A","0.5431818181818182","N/A","1082.824267782427","N/A","1099","N/A","789.982939447862","N/A"
"25","15","color-agents-by-vision","460","1000","0.34205155929174075","N/A","0.5195652173913043","N/A","1229.857740585774","N/A","1119","N/A","752.0441363633989","N/A"
"25","15","color-agents-by-vision","480","1000","0.36729792108992937","N/A","0.5104166666666666","N/A","1190.7714285714285","N/A","1089","N/A","773.5346675923537","N/A"
"25","15","color-agents-by-vision","500","1000","0.3646347924470189","N/A","0.514","N/A","1113.5019455252918","N/A","1057","N/A","717.8978324579081","N/A"
"25","15","color-agents-by-vision","520","1000","0.3797148349748935","N/A","0.4980769230769231","N/A","1128.9266409266409","N/A","1059","N/A","762.3756159983775","N/A"
"25","15","color-agents-by-vision","540","1000","0.36713165279469856","N/A","0.49444444444444446","N/A","1154.9288389513108","N/A","1068","N/A","750.5974954529397","N/A"
"25","15","color-agents-by-vision","560","1000","0.3585598751159745","N/A","0.49107142857142855","N/A","1123.48","N/A","1043","N/A","715.0762928006685","N/A"
"25","15","color-agents-by-vision","580","1000","0.3220712777017236","N/A","0.46551724137931033","N/A","1179.8148148148148","N/A","1043","N/A","677.1523326136386","N/A"
"25","15","color-agents-by-vision","600","1000","0.34499320893328256","N/A","0.5033333333333333","N/A","1132.0066225165563","N/A","1031.5","N/A","691.6678095444255","N/A"
"25","15","color-agents-by-vision","620","1000","0.30992841709911073","N/A","0.4612903225806452","N/A","1163.041958041958","N/A","1014.5","N/A","643.6230767304821","N/A"
"25","15","color-agents-by-vision","640","1000","0.3004166712034406","N/A","0.4578125","N/A","1202.6075085324233","N/A","1022","N/A","641.6726480096395","N/A"
"25","15","color-agents-by-vision","660","1000","0.3196812254097313","N/A","0.4621212121212121","N/A","1156.622950819672","N/A","998","N/A","656.8332511880502","N/A"
"25","15","color-agents-by-vision","680","1000","0.33416880961276074","N/A","0.45","N/A","1129.0261437908496","N/A","957","N/A","668.8412436074251","N/A"
"25","15","color-agents-by-vision","700","1000","0.30265083010436505","N/A","0.4614285714285714","N/A","1163.5975232198143","N/A","953","N/A","625.3599154445209","N/A"
"25","15","color-agents-by-vision","720","1000","0.3036686921625491","N/A","0.4736111111111111","N/A","1092.483870967742","N/A","938","N/A","584.4248584551016","N/A"
"25","15","color-agents-by-vision","740","1000","0.2897747603568934","N/A","0.4189189189189189","N/A","1174.4483870967742","N/A","957","N/A","609.269127312202","N/A"
"25","15","color-agents-by-vision","760","1000","0.3164984369775623","N/A","0.4618421052631579","N/A","1079.02849002849","N/A","919","N/A","600.771983641761","N/A"
"25","15","color-agents-by-vision","780","1000","0.3069872327189039","N/A","0.4076923076923077","N/A","1187.7641509433963","N/A","980.5","N/A","651.9171903425337","N/A"
"25","15","color-agents-by-vision","800","1000","0.310146452699273","N/A","0.44","N/A","1107.7670454545455","N/A","1090.5","N/A","606.0828807993862","N/A"
"25","15","color-agents-by-vision","820","1000","0.3070579689112204","N/A","0.4170731707317073","N/A","1117.3684210526317","N/A","892","N/A","609.8395144374845","N/A"
"25","15","color-agents-by-vision","840","1000","0.3648811283228662","N/A","0.4369047619047619","N/A","957.866485013624","N/A","827","N/A","614.4308318699226","N/A"
"25","15","color-agents-by-vision","860","1000","0.3555414732576258","N/A","0.43023255813953487","N/A","967.3702702702702","N/A","840.5","N/A","603.1916113317196","N/A"
"25","15","color-agents-by-vision","880","1000","0.35713132741895787","N/A","0.45795454545454545","N/A","916.0645161290323","N/A","739","N/A","574.7267538565255","N/A"
"25","15","color-agents-by-vision","900","1000","0.3461675208471094","N/A","0.4177777777777778","N/A","1006.75","N/A","884","N/A","609.533532028113","N/A"
"25","15","color-agents-by-vision","920","1000","0.3313607409001518","N/A","0.4206521739130435","N/A","1002.9069767441861","N/A","849","N/A","583.9885429246546","N/A"
"25","15","color-agents-by-vision","940","1000","0.36302655794782257","N/A","0.4329787234042553","N/A","887.7223587223588","N/A","669","N/A","568.9947267595165","N/A"
"25","15","color-agents-by-vision","960","1000","0.3649217458689208","N/A","0.4635416666666667","N/A","861.5573033707865","N/A","612","N/A","559.5352837475732","N/A"
"25","15","color-agents-by-vision","980","1000","0.35204396742858274","N/A","0.4377551020408163","N/A","863.7715617715618","N/A","585","N/A","541.598265635065","N/A"
"25","15","color-agents-by-vision","1000","1000","0.3786113170388219","N/A","0.453","N/A","855.4370860927153","N/A","632","N/A","571.6648359303532","N/A"
"25","20","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A"
"25","20","color-agents-by-vision","20","1000","0.27075780351932094","N/A","0.65","N/A","1741.6153846153845","N/A","2003","N/A","892.5853403140732","N/A"
"25","20","color-agents-by-vision","40","1000","0.2567361602325804","N/A","0.675","N/A","1869.3333333333333","N/A","1994","N/A","876.7342374271254","N/A"
"25","20","color-agents-by-vision","60","1000","0.3500839346146984","N/A","0.7833333333333333","N/A","1721.723404255319","N/A","1801","N/A","1077.9715189858591","N/A"
"25","20","color-agents-by-vision","80","1000","0.2864985080007209","N/A","0.65","N/A","1848.4807692307693","N/A","1978.5","N/A","953.376054651946","N/A"
"25","20","color-agents-by-vision","100","1000","0.29320592325184625","N/A","0.62","N/A","1775.6290322580646","N/A","1899","N/A","927.9498861869955","N/A"
"25","20","color-agents-by-vision","120","1000","0.24819408106822052","N/A","0.6","N/A","1902.4166666666667","N/A","1896.5","N/A","843.3201612473149","N/A"
"25","20","color-agents-by-vision","140","1000","0.3456703547318","N/A","0.6142857142857143","N/A","1534.9651162790697","N/A","1686","N/A","931.2323454013779","N/A"
"25","20","color-agents-by-vision","160","1000","0.29093877786128775","N/A","0.61875","N/A","1659.6565656565656","N/A","1691","N/A","847.4124259325087","N/A"
"25","20","color-agents-by-vision","180","1000","0.37466167586999205","N/A","0.6722222222222223","N/A","1383.5702479338843","N/A","1371","N/A","906.6410427731423","N/A"
"25","20","color-agents-by-vision","200","1000","0.3744163794920381","N/A","0.605","N/A","1350.3636363636363","N/A","1254","N/A","885.5641610483867","N/A"
"25","20","color-agents-by-vision","220","1000","0.33702734755684965","N/A","0.6136363636363636","N/A","1371.7333333333333","N/A","1410","N/A","806.6689587155463","N/A"
"25","20","color-agents-by-vision","240","1000","0.35842091565562895","N/A","0.6125","N/A","1311.061224489796","N/A","1336","N/A","821.9034808554627","N/A"
"25","20","color-agents-by-vision","260","1000","0.3606032800761598","N/A","0.5923076923076923","N/A","1262.9155844155844","N/A","1295","N/A","794.6749485627353","N/A"
"25","20","color-agents-by-vision","280","1000","0.39158172853085454","N/A","0.5607142857142857","N/A","1234.4840764331211","N/A","1181","N/A","844.8061650317095","N/A"
"25","20","color-agents-by-vision","300","1000","0.39244778022436044","N/A","0.6166666666666667","N/A","1184.545945945946","N/A","1231","N/A","815.8342218227075","N/A"
"25","20","color-agents-by-vision","320","1000","0.405792103245579","N/A","0.5875","N/A","1133.1489361702127","N/A","1116.5","N/A","806.6296548970228","N/A"
"25","20","color-agents-by-vision","340","1000","0.34918240082800894","N/A","0.5882352941176471","N/A","1257.215","N/A","1199","N/A","770.9854027354579","N/A"
"25","20","color-agents-by-vision","360","1000","0.3720845910622263","N/A","0.5722222222222222","N/A","1184.6553398058252","N/A","1193.5","N/A","772.5380992392708","N/A"
"25","20","color-agents-by-vision","380","1000","0.4020257120248812","N/A","0.6026315789473684","N/A","1075.82096069869","N/A","1062","N/A","758.5143942110712","N/A"
"25","20","color-agents-by-vision","400","1000","0.3682124066932811","N/A","0.565","N/A","1186.358407079646","N/A","1172.5","N/A","773.5983165816066","N/A"
"25","20","color-agents-by-vision","420","1000","0.3997107468025613","N/A","0.5547619047619048","N/A","1134.931330472103","N/A","1150","N/A","799.4096768685423","N/A"
"25","20","color-agents-by-vision","440","1000","0.35284420997811133","N/A","0.5840909090909091","N/A","1194.1011673151752","N/A","1108","N/A","745.3691287963934","N/A"
"25","20","color-agents-by-vision","460","1000","0.4034088611665422","N/A","0.5478260869565217","N/A","1089.9880952380952","N/A","1080.5","N/A","777.2469469806747","N/A"
"25","20","color-agents-by-vision","480","1000","0.3799649726824221","N/A","0.5416666666666666","N/A","1143.3346153846153","N/A","1079.5","N/A","771.3142869797496","N/A"
"25","20","color-agents-by-vision","500","1000","0.32985332025570413","N/A","0.52","N/A","1201.7384615384615","N/A","1057.5","N/A","705.9361544172774","N/A"
"25","20","color-agents-by-vision","520","1000","0.34538320429052416","N/A","0.5","N/A","1187.8961538461538","N/A","1095","N/A","730.5664544630381","N/A"
"25","20","color-agents-by-vision","540","1000","0.3671114351043355","N/A","0.5092592592592593","N/A","1156.6254545454547","N/A","1066","N/A","753.3351984658034","N/A"
"25","20","color-agents-by-vision","560","1000","0.3392981110221483","N/A","0.48392857142857143","N/A","1175.6531365313654","N/A","1053","N/A","706.0840611870149","N/A"
"25","20","color-agents-by-vision","580","1000","0.33537214826006373","N/A","0.47586206896551725","N/A","1211.5471014492753","N/A","1074","N/A","725.9290032595376","N/A"
"25","20","color-agents-by-vision","600","1000","0.2974168001197552","N/A","0.47","N/A","1256.7624113475176","N/A","1085.5","N/A","671.6520374159403","N/A"
"25","20","color-agents-by-vision","620","1000","0.3339057467292825","N/A","0.4483870967741935","N/A","1190.269784172662","N/A","1014","N/A","709.6780801851359","N/A"
"25","20","color-agents-by-vision","640","1000","0.3071680276020702","N/A","0.4625","N/A","1192.1114864864865","N/A","1034.5","N/A","650.9739178845176","N/A"
"25","20","color-agents-by-vision","660","1000","0.32436271229183017","N/A","0.4318181818181818","N/A","1207.0350877192982","N/A","1056","N/A","695.402430983699","N/A"
