"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 2-change.nlogo"
"pop-endowment1"
"03/06/2024 23:21:32:982 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"maximum-sugar-endowment","minimum-sugar-endowment","initial-population","visualization","[step]","(mean) count turtles","(std) count turtles","(mean) gini-index-reserve","(std) gini-index-reserve","(mean) mean-sugar","(std) mean-sugar","(mean) median-sugar","(std) median-sugar","(mean) mean-lowviz","(std) mean-lowviz","(mean) mean-hiviz","(std) mean-hiviz","(mean) median-lowviz","(std) median-lowviz","(mean) median-hiviz","(std) median-hiviz","(mean) sd-lowviz","(std) sd-lowviz","(mean) sd-hiviz","(std) sd-hiviz","(mean) mean-lowmtb","(std) mean-lowmtb","(mean) mean-himtb","(std) mean-himtb","(mean) median-lowmtb","(std) median-lowmtb","(mean) median-himtb","(std) median-himtb","(mean) sd-lowmtb","(std) sd-lowmtb","(mean) sd-himtb","(std) sd-himtb","(mean) starve-count","(std) starve-count","(mean) age-death-count","(std) age-death-count"
"30","15","400","color-agents-by-vision","500","237","N/A","47.78271442242824","N/A","537.8987341772151","N/A","550","N/A","526.8387096774194","N/A","578.2268041237113","N/A","500","N/A","594","N/A","357.79278706675507","N/A","387.3591815409246","N/A","829.9888888888889","N/A","0","N/A","1011.5","N/A","0","N/A","401.0548029027154","N/A","0","N/A","0","N/A","0","N/A"
"30","15","420","color-agents-by-vision","500","242","N/A","46.863998465759856","N/A","560.2148760330579","N/A","557","N/A","584.4032258064516","N/A","542.4285714285714","N/A","497.5","N/A","580","N/A","335.500138510021","N/A","401.3809301634808","N/A","885.875","N/A","0","N/A","1025","N/A","0","N/A","339.76921734117053","N/A","0","N/A","0","N/A","0","N/A"
"30","15","440","color-agents-by-vision","500","240","N/A","49.22299932244222","N/A","553.4583333333334","N/A","550.5","N/A","476.3448275862069","N/A","555.0784313725491","N/A","448.5","N/A","552","N/A","369.16099999884227","N/A","410.61098368921876","N/A","852.0096153846154","N/A","0","N/A","1007","N/A","0","N/A","372.1185085059143","N/A","0","N/A","0","N/A","0","N/A"
"30","15","460","color-agents-by-vision","500","256","N/A","49.41068122373409","N/A","531.671875","N/A","510","N/A","485.9428571428571","N/A","550.5339805825242","N/A","403.5","N/A","517","N/A","309.97965738370385","N/A","375.35183013143705","N/A","826.3823529411765","N/A","0","N/A","980.5","N/A","0","N/A","341.91632477968125","N/A","0","N/A","0","N/A","0","N/A"
"30","15","480","color-agents-by-vision","500","250","N/A","45.73448220954806","N/A","552.656","N/A","504.5","N/A","481.63793103448273","N/A","616.6831683168317","N/A","408","N/A","581","N/A","336.10100289947104","N/A","379.5299442914372","N/A","843.4795918367347","N/A","0","N/A","988.5","N/A","0","N/A","354.2237405116994","N/A","0","N/A","0","N/A","0","N/A"
"30","15","500","color-agents-by-vision","500","268","N/A","49.079606532413656","N/A","578.2873134328358","N/A","526","N/A","458.7118644067797","N/A","608.5217391304348","N/A","415","N/A","545","N/A","311.5253933772941","N/A","406.0028378568629","N/A","843.8582677165355","N/A","0","N/A","1002","N/A","0","N/A","338.04237370364916","N/A","0","N/A","0","N/A","0","N/A"
"30","15","520","color-agents-by-vision","500","266","N/A","48.634983111881276","N/A","555.4022556390977","N/A","524","N/A","462.25373134328356","N/A","538.7","N/A","429","N/A","539.5","N/A","270.80129936148035","N/A","396.3223923215317","N/A","821.5701754385965","N/A","0","N/A","988","N/A","0","N/A","347.62012552353093","N/A","0","N/A","0","N/A","0","N/A"
"30","15","540","color-agents-by-vision","500","268","N/A","42.64968332332875","N/A","609.1716417910447","N/A","552","N/A","597.7391304347826","N/A","546.9549549549549","N/A","642","N/A","523","N/A","282.199171017142","N/A","379.8517746171139","N/A","853.7368421052631","N/A","0","N/A","959","N/A","0","N/A","280.11774836764306","N/A","0","N/A","0","N/A","0","N/A"
"30","15","560","color-agents-by-vision","500","274","N/A","48.167279604593304","N/A","591.4635036496351","N/A","532","N/A","486.17241379310343","N/A","582.0857142857143","N/A","422","N/A","539","N/A","309.43520217717867","N/A","407.74457300274","N/A","841.9202898550725","N/A","0","N/A","990","N/A","0","N/A","319.36970457207667","N/A","0","N/A","0","N/A","0","N/A"
"30","15","580","color-agents-by-vision","500","280","N/A","44.53794862615233","N/A","598.5535714285714","N/A","529.5","N/A","445.44594594594594","N/A","630.5169491525423","N/A","367.5","N/A","542","N/A","302.93731626539375","N/A","354.97132984146236","N/A","831.4962962962964","N/A","0","N/A","969","N/A","0","N/A","315.53839026725234","N/A","0","N/A","0","N/A","0","N/A"
"30","15","600","color-agents-by-vision","500","294","N/A","46.88849855968524","N/A","580.9387755102041","N/A","495","N/A","450.87951807228916","N/A","643.588785046729","N/A","345","N/A","527","N/A","310.674576726444","N/A","350.11073593965676","N/A","801.2587412587412","N/A","0","N/A","949","N/A","0","N/A","320.5444249338162","N/A","0","N/A","0","N/A","0","N/A"
"30","15","620","color-agents-by-vision","500","289","N/A","41.620044805905934","N/A","622.446366782007","N/A","548","N/A","532.8555555555556","N/A","689.1578947368421","N/A","637","N/A","955.5","N/A","297.08295520302033","N/A","348.42407735471505","N/A","820.1132075471698","N/A","0","N/A","937","N/A","0","N/A","282.24441740018625","N/A","0","N/A","0","N/A","0","N/A"
"30","15","640","color-agents-by-vision","500","286","N/A","45.2338548017726","N/A","587.8146853146853","N/A","507","N/A","461.42857142857144","N/A","637.1304347826087","N/A","400","N/A","524","N/A","270.9297067784144","N/A","370.5133594139289","N/A","815.5882352941177","N/A","0","N/A","963.5","N/A","0","N/A","321.88842029471283","N/A","0","N/A","0","N/A","0","N/A"
"30","15","660","color-agents-by-vision","500","288","N/A","45.3221394053567","N/A","593.4930555555555","N/A","511.5","N/A","478.5394736842105","N/A","629.8620689655172","N/A","418","N/A","522.5","N/A","295.02232416274194","N/A","348.2818173374201","N/A","796.1712328767123","N/A","0","N/A","949.5","N/A","0","N/A","330.48904952569995","N/A","0","N/A","0","N/A","0","N/A"
"30","15","680","color-agents-by-vision","500","315","N/A","43.300265581856074","N/A","602.4507936507937","N/A","502","N/A","468.8095238095238","N/A","687.4655172413793","N/A","595","N/A","497","N/A","300.0540303229129","N/A","255.90604359496047","N/A","775.1818181818181","N/A","0","N/A","894","N/A","0","N/A","281.5962680537832","N/A","0","N/A","0","N/A","0","N/A"
"30","15","700","color-agents-by-vision","500","317","N/A","44.82258858004553","N/A","589.9242902208202","N/A","494","N/A","433.3157894736842","N/A","691.130081300813","N/A","374","N/A","499","N/A","284.8195869115497","N/A","269.11725640370156","N/A","794.4578313253012","N/A","0","N/A","893","N/A","0","N/A","258.38668702007027","N/A","0","N/A","0","N/A","0","N/A"
"30","15","720","color-agents-by-vision","500","324","N/A","51.5602002011693","N/A","573.8055555555555","N/A","501.5","N/A","437.39285714285717","N/A","692.7676767676768","N/A","355","N/A","908","N/A","303.60650081298866","N/A","301.14356289842846","N/A","769.2857142857143","N/A","0","N/A","897","N/A","0","N/A","303.0487016955248","N/A","0","N/A","0","N/A","0","N/A"
"30","15","740","color-agents-by-vision","500","328","N/A","52.59768404433495","N/A","571.5914634146342","N/A","512.5","N/A","452.3960396039604","N/A","653.7068965517242","N/A","549","N/A","515.5","N/A","303.48080925185104","N/A","321.97623507337306","N/A","752.0054347826087","N/A","0","N/A","889","N/A","0","N/A","308.2096457975503","N/A","0","N/A","0","N/A","0","N/A"
"30","15","760","color-agents-by-vision","500","334","N/A","51.46086169045","N/A","545.5089820359282","N/A","478","N/A","429.43809523809523","N/A","643.8333333333334","N/A","394","N/A","488","N/A","283.14324058441633","N/A","277.30482145105225","N/A","719.6764705882352","N/A","0","N/A","860","N/A","0","N/A","313.36580138648475","N/A","0","N/A","0","N/A","0","N/A"
"30","15","780","color-agents-by-vision","500","362","N/A","59.45109923755134","N/A","509.7707182320442","N/A","433","N/A","368.8151260504202","N/A","608","N/A","271","N/A","453","N/A","282.9428871634384","N/A","261.84722917871676","N/A","697.4","N/A","0","N/A","830.5","N/A","0","N/A","302.24729229279137","N/A","0","N/A","0","N/A","0","N/A"
"30","15","800","color-agents-by-vision","500","340","N/A","51.46188477166923","N/A","546.4852941176471","N/A","456","N/A","402.4315789473684","N/A","627.0746268656717","N/A","363","N/A","473","N/A","275.32165531570206","N/A","278.6104788055102","N/A","733.6781609195402","N/A","0","N/A","860.5","N/A","0","N/A","290.031251824262","N/A","0","N/A","0","N/A","0","N/A"
"30","15","820","color-agents-by-vision","500","359","N/A","55.8422397732938","N/A","530.7938718662953","N/A","420","N/A","396.3070175438597","N/A","649.3145161290323","N/A","282","N/A","846","N/A","277.67658424333143","N/A","256.7003367294241","N/A","721.5906735751296","N/A","0","N/A","836","N/A","0","N/A","266.05398362781835","N/A","0","N/A","0","N/A","0","N/A"
"30","15","840","color-agents-by-vision","500","373","N/A","62.152755263130025","N/A","506.0750670241287","N/A","404","N/A","357.6528925619835","N/A","615.790909090909","N/A","234","N/A","422","N/A","283.86850567189856","N/A","267.0211858225205","N/A","700.2562814070352","N/A","0","N/A","816","N/A","0","N/A","272.33005014200086","N/A","0","N/A","0","N/A","0","N/A"
"30","15","860","color-agents-by-vision","500","392","N/A","65.41484728377294","N/A","501.3801020408163","N/A","406.5","N/A","358.6","N/A","595.3263888888889","N/A","242","N/A","616","N/A","275.0487931194959","N/A","272.17792488602066","N/A","672.4753363228699","N/A","0","N/A","792","N/A","0","N/A","278.0220648313855","N/A","0","N/A","0","N/A","0","N/A"
"30","15","880","color-agents-by-vision","500","387","N/A","68.00007909306618","N/A","490.0516795865633","N/A","411","N/A","354.08","N/A","603.7089552238806","N/A","247","N/A","449","N/A","282.4313676264639","N/A","289.52709236345066","N/A","655.8632075471698","N/A","0","N/A","785.5","N/A","0","N/A","310.39907833982477","N/A","0","N/A","0","N/A","0","N/A"
"30","15","900","color-agents-by-vision","500","395","N/A","68.88692026827566","N/A","488.82278481012656","N/A","377","N/A","316.46666666666664","N/A","616.9415584415584","N/A","201","N/A","815","N/A","271.75186881625706","N/A","271.4886879289308","N/A","664.0493273542601","N/A","0","N/A","801","N/A","0","N/A","289.64646404268154","N/A","0","N/A","0","N/A","0","N/A"
"30","15","920","color-agents-by-vision","500","404","N/A","68.344214375853","N/A","480.5569306930693","N/A","359","N/A","351.1848739495798","N/A","570.6774193548387","N/A","228","N/A","372","N/A","275.11322681011507","N/A","268.82307065795584","N/A","662.9776785714286","N/A","0","N/A","774","N/A","0","N/A","258.9764856648615","N/A","0","N/A","0","N/A","0","N/A"
"30","15","940","color-agents-by-vision","500","409","N/A","72.92397344095819","N/A","469.49877750611245","N/A","377","N/A","305.8095238095238","N/A","604.75","N/A","177","N/A","785.5","N/A","264.57654360991904","N/A","267.2082486528965","N/A","650.2805429864253","N/A","0","N/A","767","N/A","0","N/A","282.10050277367174","N/A","0","N/A","0","N/A","0","N/A"
"30","15","960","color-agents-by-vision","500","419","N/A","76.52105703642516","N/A","436.30787589498806","N/A","358","N/A","324.53982300884957","N/A","495.6503067484663","N/A","223","N/A","374","N/A","264.137005690169","N/A","274.3566556339505","N/A","626.0616113744076","N/A","0","N/A","727","N/A","0","N/A","271.6007591602769","N/A","0","N/A","0","N/A","0","N/A"
"30","15","980","color-agents-by-vision","500","435","N/A","79.72801046563568","N/A","432.2850574712644","N/A","314","N/A","328.9015151515151","N/A","522.4013157894736","N/A","214","N/A","336.5","N/A","268.5715069564004","N/A","272.96874769247904","N/A","609.2875536480686","N/A","0","N/A","722","N/A","0","N/A","269.8455795155366","N/A","0","N/A","0","N/A","0","N/A"
"30","15","1000","color-agents-by-vision","500","447","N/A","85.95828901541218","N/A","429.0738255033557","N/A","364","N/A","299.1014492753623","N/A","538.4716981132076","N/A","157","N/A","716","N/A","266.85273802886996","N/A","265.54550520235523","N/A","613.8429752066115","N/A","0","N/A","715","N/A","0","N/A","266.6898989685553","N/A","0","N/A","0","N/A","0","N/A"
"30","20","100","color-agents-by-vision","500","63","N/A","9.254354073612411","N/A","916.8571428571429","N/A","986","N/A","786.9375","N/A","794.68","N/A","1083","N/A","916","N/A","501.44105253426017","N/A","451.6200209615749","N/A","1358.7857142857142","N/A","12.666666666666666","N/A","1406","N/A","11","N/A","137.01753257450022","N/A","10.598742063723098","N/A","0","N/A","0","N/A"
"30","20","120","color-agents-by-vision","500","75","N/A","11.510054276746008","N/A","815.5733333333334","N/A","877","N/A","762.6428571428571","N/A","836.3333333333334","N/A","775","N/A","974","N/A","430.57069917044635","N/A","422.68550168338317","N/A","1122.5","N/A","0","N/A","1246","N/A","0","N/A","462.65357189392466","N/A","0","N/A","0","N/A","0","N/A"
"30","20","140","color-agents-by-vision","500","98","N/A","15.01725764704382","N/A","800.295918367347","N/A","881.5","N/A","618.8333333333334","N/A","846.0243902439024","N/A","572","N/A","890","N/A","417.2861486858359","N/A","414.8568721743005","N/A","1093.4761904761904","N/A","0","N/A","1272","N/A","0","N/A","426.82413343518255","N/A","0","N/A","0","N/A","0","N/A"
"30","20","160","color-agents-by-vision","500","99","N/A","17.755197972586313","N/A","741.3535353535353","N/A","824","N/A","565.4166666666666","N/A","885.8378378378378","N/A","521.5","N/A","897","N/A","458.4505963300324","N/A","423.00968688103967","N/A","1045.139534883721","N/A","0","N/A","1239","N/A","0","N/A","473.475929965739","N/A","0","N/A","0","N/A","0","N/A"
"30","20","180","color-agents-by-vision","500","110","N/A","18.82023682055804","N/A","721.6818181818181","N/A","768.5","N/A","481.9","N/A","900.560975609756","N/A","333","N/A","839","N/A","462.36120750653004","N/A","402.8604006836914","N/A","1039.357142857143","N/A","0","N/A","1186","N/A","0","N/A","440.7391696677781","N/A","0","N/A","0","N/A","0","N/A"
"30","20","200","color-agents-by-vision","500","117","N/A","19.544088294000247","N/A","727.9487179487179","N/A","795","N/A","621.5","N/A","878.695652173913","N/A","570.5","N/A","842","N/A","434.55004400038985","N/A","375.8193933595242","N/A","1006.4468085106383","N/A","0","N/A","1173","N/A","0","N/A","462.38628724357443","N/A","0","N/A","0","N/A","0","N/A"
"30","20","220","color-agents-by-vision","500","147","N/A","29.825618739612807","N/A","605.795918367347","N/A","566","N/A","528.4047619047619","N/A","741.0363636363636","N/A","521.5","N/A","721","N/A","401.027221235533","N/A","459.25809590381596","N/A","951.1636363636363","N/A","0","N/A","1102","N/A","0","N/A","454.4663848399516","N/A","0","N/A","0","N/A","0","N/A"
"30","20","240","color-agents-by-vision","500","156","N/A","29.06336781654407","N/A","651.8717948717949","N/A","642.5","N/A","584.0526315789474","N/A","744.6142857142858","N/A","561.5","N/A","732.5","N/A","411.7510365183902","N/A","443.2292007874051","N/A","1023.8225806451613","N/A","0","N/A","1119","N/A","0","N/A","351.50120789819033","N/A","0","N/A","0","N/A","0","N/A"
"30","20","260","color-agents-by-vision","500","165","N/A","30.007970588831032","N/A","598.4121212121212","N/A","598","N/A","631.3958333333334","N/A","647.65625","N/A","553.5","N/A","712.5","N/A","351.05062613521864","N/A","392.4764362050166","N/A","917.8518518518518","N/A","0","N/A","1042.5","N/A","0","N/A","416.45812978549293","N/A","0","N/A","0","N/A","0","N/A"
"30","20","280","color-agents-by-vision","500","179","N/A","32.66294585236027","N/A","627.6033519553073","N/A","623","N/A","588.5744680851063","N/A","699.75","N/A","526","N/A","686.5","N/A","359.4499871289377","N/A","403.6946826815989","N/A","981.927536231884","N/A","0","N/A","1081","N/A","0","N/A","338.7805692237181","N/A","0","N/A","0","N/A","0","N/A"
"30","20","300","color-agents-by-vision","500","182","N/A","33.544918003243865","N/A","609.7802197802198","N/A","608","N/A","637.3636363636364","N/A","611.2833333333333","N/A","538","N/A","677.5","N/A","324.8674580807769","N/A","420.49341846425057","N/A","967.6470588235294","N/A","0","N/A","1085","N/A","0","N/A","341.1946861717184","N/A","0","N/A","0","N/A","0","N/A"
"30","20","320","color-agents-by-vision","500","180","N/A","34.01844403531133","N/A","588.4166666666666","N/A","597","N/A","500.9268292682927","N/A","609.2","N/A","529","N/A","648","N/A","353.9385815536293","N/A","435.8241958975312","N/A","928.3770491803278","N/A","0","N/A","1082","N/A","0","N/A","414.61553130317515","N/A","0","N/A","0","N/A","0","N/A"
"30","20","340","color-agents-by-vision","500","214","N/A","45.47648731408573","N/A","555.4766355140187","N/A","549.5","N/A","552.88","N/A","587.7954545454545","N/A","509.5","N/A","576.5","N/A","367.1059814721807","N/A","443.54326096438143","N/A","913.8117647058823","N/A","0","N/A","1044","N/A","0","N/A","376.3503779761635","N/A","0","N/A","0","N/A","0","N/A"
"30","20","360","color-agents-by-vision","500","206","N/A","40.38692471807376","N/A","589.3058252427185","N/A","590.5","N/A","533.15","N/A","553.6588235294117","N/A","519","N/A","611","N/A","375.7514425922667","N/A","414.8030098429735","N/A","925.6547619047619","N/A","0","N/A","1052.5","N/A","0","N/A","364.02344999426305","N/A","0","N/A","0","N/A","0","N/A"
"30","20","380","color-agents-by-vision","500","232","N/A","46.703449389475004","N/A","560.5689655172414","N/A","572","N/A","558.276923076923","N/A","586.763440860215","N/A","521","N/A","589","N/A","348.46904039725626","N/A","404.4221158385581","N/A","892.3684210526316","N/A","0","N/A","1037","N/A","0","N/A","347.1852792690056","N/A","0","N/A","0","N/A","0","N/A"
"30","20","400","color-agents-by-vision","500","231","N/A","44.661490404734835","N/A","579.2900432900433","N/A","573","N/A","521.5862068965517","N/A","665.2235294117647","N/A","487","N/A","618","N/A","353.76050152326434","N/A","404.5350763669382","N/A","911.3655913978495","N/A","0","N/A","1051","N/A","0","N/A","351.3263930526042","N/A","0","N/A","0","N/A","0","N/A"
"30","20","420","color-agents-by-vision","500","243","N/A","50.620683250003886","N/A","531.7119341563786","N/A","549","N/A","496.59722222222223","N/A","587.6741573033707","N/A","475.5","N/A","597","N/A","365.12728476064655","N/A","392.86511030218475","N/A","850.2947368421053","N/A","0","N/A","1012","N/A","0","N/A","371.9385637235946","N/A","0","N/A","0","N/A","0","N/A"
"30","20","440","color-agents-by-vision","500","238","N/A","49.69144298006582","N/A","547.390756302521","N/A","558.5","N/A","563.25","N/A","555.6530612244898","N/A","509","N/A","589","N/A","341.9740686607153","N/A","423.5983825899249","N/A","869.7623762376238","N/A","0","N/A","1027","N/A","0","N/A","357.6034716977689","N/A","0","N/A","0","N/A","0","N/A"
"30","20","460","color-agents-by-vision","500","250","N/A","49.67815028901732","N/A","553.6","N/A","541.5","N/A","523.3220338983051","N/A","582.6761904761905","N/A","500","N/A","549","N/A","351.38207128904304","N/A","415.76261013389353","N/A","813.3333333333334","N/A","0","N/A","989","N/A","0","N/A","392.8595940104565","N/A","0","N/A","0","N/A","0","N/A"
"30","20","480","color-agents-by-vision","500","262","N/A","51.24753368498918","N/A","552.0954198473282","N/A","527.5","N/A","460.6470588235294","N/A","610.5370370370371","N/A","433.5","N/A","564.5","N/A","299.7801564981017","N/A","416.19207072808723","N/A","837.3362831858407","N/A","0","N/A","1009","N/A","0","N/A","368.5177261345072","N/A","0","N/A","0","N/A","0","N/A"
"30","20","500","color-agents-by-vision","500","260","N/A","47.903559713195875","N/A","561.626923076923","N/A","523.5","N/A","505.57142857142856","N/A","542.3333333333334","N/A","470","N/A","543","N/A","290.1713510790012","N/A","408.91585157519614","N/A","825.7739130434783","N/A","0","N/A","997","N/A","0","N/A","351.21228800160986","N/A","0","N/A","0","N/A","0","N/A"
"30","20","520","color-agents-by-vision","500","273","N/A","55.76888831351892","N/A","509.3076923076923","N/A","509","N/A","448.46666666666664","N/A","523.0892857142857","N/A","412","N/A","536","N/A","296.35466942515023","N/A","408.9434541755115","N/A","795.3394495412844","N/A","0","N/A","968","N/A","0","N/A","363.73691194943234","N/A","0","N/A","0","N/A","0","N/A"
"30","20","540","color-agents-by-vision","500","280","N/A","46.11169678871338","N/A","572.8678571428571","N/A","502","N/A","450.4512195121951","N/A","612.4485981308411","N/A","390","N/A","541","N/A","283.1466117825296","N/A","342.4242440291862","N/A","816.2380952380952","N/A","0","N/A","959.5","N/A","0","N/A","321.86810785963684","N/A","0","N/A","0","N/A","0","N/A"
"30","20","560","color-agents-by-vision","500","275","N/A","48.43607042188436","N/A","550.8618181818182","N/A","510","N/A","487.6849315068493","N/A","502.625","N/A","419","N/A","516.5","N/A","321.69662540593214","N/A","369.8153696882509","N/A","798.7058823529412","N/A","0","N/A","961","N/A","0","N/A","343.3196453211056","N/A","0","N/A","0","N/A","0","N/A"
"30","20","580","color-agents-by-vision","500","267","N/A","45.0593154560705","N/A","598.3370786516854","N/A","542","N/A","503.3333333333333","N/A","609.7068965517242","N/A","443","N/A","544.5","N/A","311.17971801100475","N/A","388.97452732607803","N/A","834.8296296296296","N/A","0","N/A","974","N/A","0","N/A","317.480697279983","N/A","0","N/A","0","N/A","0","N/A"
"30","20","600","color-agents-by-vision","500","288","N/A","52.04222353044328","N/A","554.4236111111111","N/A","508","N/A","398.0853658536585","N/A","604.25","N/A","331.5","N/A","544.5","N/A","302.6615761204931","N/A","377.64286459242163","N/A","769.9044117647059","N/A","0","N/A","948.5","N/A","0","N/A","371.4545957733367","N/A","0","N/A","0","N/A","0","N/A"
"30","20","620","color-agents-by-vision","500","297","N/A","51.21064558150809","N/A","555.7070707070707","N/A","481","N/A","369.9166666666667","N/A","598.483606557377","N/A","303","N/A","515","N/A","289.33565234569664","N/A","360.79371257661785","N/A","787.4452554744526","N/A","0","N/A","947","N/A","0","N/A","340.8071932000303","N/A","0","N/A","0","N/A","0","N/A"
"30","20","640","color-agents-by-vision","500","299","N/A","47.778936033724364","N/A","583.9197324414715","N/A","499","N/A","443.2608695652174","N/A","634.7363636363636","N/A","375","N/A","506","N/A","313.48119348975786","N/A","343.7425342581497","N/A","769.7741935483871","N/A","0","N/A","939","N/A","0","N/A","348.7356671799843","N/A","0","N/A","0","N/A","0","N/A"
"30","20","660","color-agents-by-vision","500","287","N/A","53.29862022397476","N/A","546.9756097560976","N/A","501","N/A","396.4404761904762","N/A","559.2252252252252","N/A","369.5","N/A","515","N/A","300.7120606197566","N/A","401.6212074417813","N/A","780.2335766423357","N/A","0","N/A","953","N/A","0","N/A","356.0149795008987","N/A","0","N/A","0","N/A","0","N/A"
"30","20","680","color-agents-by-vision","500","326","N/A","53.593407635495495","N/A","549.9018404907976","N/A","509","N/A","440.68888888888887","N/A","593.448275862069","N/A","407","N/A","516","N/A","300.3317882296568","N/A","331.24931750092344","N/A","747.8757396449704","N/A","0","N/A","859","N/A","0","N/A","301.2458495123344","N/A","0","N/A","0","N/A","0","N/A"
"30","20","700","color-agents-by-vision","500","309","N/A","45.17853324780846","N/A","605.4368932038835","N/A","523","N/A","461.74468085106383","N/A","694.2519685039371","N/A","380","N/A","912","N/A","304.8541317385564","N/A","301.7716725559332","N/A","798.1294117647059","N/A","0","N/A","922","N/A","0","N/A","287.5672409450365","N/A","0","N/A","0","N/A","0","N/A"
"30","20","720","color-agents-by-vision","500","323","N/A","47.698480207161325","N/A","575.0743034055728","N/A","472","N/A","398.92233009708735","N/A","710.2545454545455","N/A","317","N/A","914.5","N/A","281.552477932288","N/A","272.0696226452069","N/A","804.1242236024844","N/A","0","N/A","900","N/A","0","N/A","248.32286840331417","N/A","0","N/A","0","N/A","0","N/A"
"30","20","740","color-agents-by-vision","500","332","N/A","50.69072624326935","N/A","564.4246987951807","N/A","472","N/A","392.1530612244898","N/A","673.695652173913","N/A","301.5","N/A","874","N/A","283.4769159874376","N/A","276.2920439636305","N/A","765.1436781609195","N/A","0","N/A","877","N/A","0","N/A","281.3301128860021","N/A","0","N/A","0","N/A","0","N/A"
"30","20","760","color-agents-by-vision","500","342","N/A","51.88347757343758","N/A","562.1988304093567","N/A","491.5","N/A","445.1551724137931","N/A","602.1504424778761","N/A","536.5","N/A","477","N/A","292.58478082944345","N/A","271.16946537303073","N/A","741.5079365079365","N/A","0","N/A","841","N/A","0","N/A","277.5482633714478","N/A","0","N/A","0","N/A","0","N/A"
"30","20","780","color-agents-by-vision","500","360","N/A","55.81393461506242","N/A","530.5333333333333","N/A","443","N/A","387.2894736842105","N/A","587.5737704918033","N/A","300.5","N/A","443","N/A","271.9212445746892","N/A","278.7963775460028","N/A","711.0052356020942","N/A","0","N/A","824","N/A","0","N/A","278.2668824477341","N/A","0","N/A","0","N/A","0","N/A"
"30","20","800","color-agents-by-vision","500","360","N/A","55.87153524096699","N/A","545.3722222222223","N/A","549","N/A","398.6990291262136","N/A","647.7045454545455","N/A","346","N/A","809.5","N/A","289.45655080334546","N/A","270.8481092785988","N/A","723.4154589371981","N/A","0","N/A","810","N/A","0","N/A","264.295328620721","N/A","0","N/A","0","N/A","0","N/A"
"30","20","820","color-agents-by-vision","500","380","N/A","62.98123378186776","N/A","491.85526315789474","N/A","382.5","N/A","309.82608695652175","N/A","598.6083916083916","N/A","194","N/A","412","N/A","261.58331204047124","N/A","261.6348125543553","N/A","705.4791666666666","N/A","0","N/A","798.5","N/A","0","N/A","246.24705506694877","N/A","0","N/A","0","N/A","0","N/A"
"30","20","840","color-agents-by-vision","500","394","N/A","65.24020350177014","N/A","501.1243654822335","N/A","479","N/A","378.8205128205128","N/A","566.744966442953","N/A","298","N/A","416","N/A","277.9080601933387","N/A","282.4071996431801","N/A","680.4708520179372","N/A","0","N/A","771","N/A","0","N/A","257.5081347489501","N/A","0","N/A","0","N/A","0","N/A"
"30","20","860","color-agents-by-vision","500","411","N/A","72.49374645899933","N/A","455.21654501216545","N/A","346","N/A","313.1503759398496","N/A","532.3586206896551","N/A","203","N/A","358","N/A","259.2420916137106","N/A","268.4124281943654","N/A","636.6682242990654","N/A","0","N/A","764.5","N/A","0","N/A","277.27885866837687","N/A","0","N/A","0","N/A","0","N/A"
"30","20","880","color-agents-by-vision","500","383","N/A","64.3263615819807","N/A","493.34986945169715","N/A","379","N/A","358.7950819672131","N/A","605.3722627737226","N/A","245","N/A","405","N/A","280.68266657286847","N/A","259.08881645726154","N/A","685.4875621890548","N/A","0","N/A","799","N/A","0","N/A","272.58862979685586","N/A","0","N/A","0","N/A","0","N/A"
"30","20","900","color-agents-by-vision","500","405","N/A","69.08067345348944","N/A","465.92345679012345","N/A","340","N/A","334.7027027027027","N/A","555.3581081081081","N/A","215","N/A","360","N/A","265.0777105472896","N/A","262.31929990734454","N/A","669.2132701421801","N/A","0","N/A","767","N/A","0","N/A","242.0820935417178","N/A","0","N/A","0","N/A","0","N/A"
"30","20","920","color-agents-by-vision","500","402","N/A","68.25269910894976","N/A","469.56716417910445","N/A","400.5","N/A","345.78761061946904","N/A","538.5490196078431","N/A","268","N/A","408","N/A","272.80367912682686","N/A","265.62082049161313","N/A","682.0196078431372","N/A","0","N/A","740","N/A","0","N/A","223.09135641754446","N/A","0","N/A","0","N/A","0","N/A"
"30","20","940","color-agents-by-vision","500","400","N/A","69.92713022465063","N/A","467.615","N/A","364","N/A","311.23214285714283","N/A","550.4905660377359","N/A","177.5","N/A","377","N/A","273.44202350551416","N/A","261.9700405115573","N/A","655.0869565217391","N/A","0","N/A","781","N/A","0","N/A","280.79490524157364","N/A","0","N/A","0","N/A","0","N/A"
"30","20","960","color-agents-by-vision","500","411","N/A","69.45557160683681","N/A","469.9051094890511","N/A","397","N/A","370.2837837837838","N/A","579.312","N/A","408","N/A","758","N/A","268.2079364042224","N/A","261.52164580739105","N/A","676.7638888888889","N/A","0","N/A","732","N/A","0","N/A","215.69809821517535","N/A","0","N/A","0","N/A","0","N/A"
"30","20","980","color-agents-by-vision","500","448","N/A","88.41062870501794","N/A","401.015625","N/A","291","N/A","270.71140939597313","N/A","512.75625","N/A","124","N/A","342.5","N/A","258.07392863134476","N/A","262.5716253734548","N/A","632.976076555024","N/A","0","N/A","726","N/A","0","N/A","239.91054903922375","N/A","0","N/A","0","N/A","0","N/A"
