"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 2-change.nlogo"
"pop-endowment1"
"03/06/2024 23:13:54:628 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","maximum-sugar-endowment","minimum-sugar-endowment","initial-population","visualization","[step]","count turtles","gini-index-reserve","mean-sugar","median-sugar","mean-lowviz","mean-hiviz","median-lowviz","median-hiviz","sd-lowviz","sd-hiviz","mean-lowmtb","mean-himtb","median-lowmtb","median-himtb","sd-lowmtb","sd-himtb","starve-count","age-death-count"
"44","25","0","960","color-agents-by-vision","500","390","65.57650343797945","496.3410256410256","423.5","353.7606837606838","598.688524590164","294","782","275.70116410560115","289.06155030931853","680.743119266055","0","770","0","259.2224781055884","0","0","0"
"47","25","5","100","color-agents-by-vision","500","63","8.431209950998872","926.4444444444445","965","707.9565217391304","1065.9130434782608","714","1001","373.8275584788538","441.6392926610294","1334.08","0","1451","0","302.9859622710817","0","0","0"
"48","25","5","120","color-agents-by-vision","500","70","12.040264790297197","771.5","855.5","605.8260869565217","914.2727272727273","655","943","431.32277011051747","426.0982651944638","1116.625","0","1372","0","520.8389396799711","0","0","0"
"45","25","0","980","color-agents-by-vision","500","422","68.13125675189059","480.3815165876777","542","377.216","553.5155279503106","520","727","262.681261043162","265.01023814161556","657.996","0","722.5","0","204.74740041305435","0","0","0"
"49","25","5","140","color-agents-by-vision","500","93","15.759270098627397","734.8172043010753","845","605.5","801.9722222222222","630.5","873","449.6794636182533","404.5636440209279","1026.4857142857143","0","1197","0","487.84980640915023","0","0","0"
"50","25","5","160","color-agents-by-vision","500","99","17.183958257493014","749.1818181818181","808","565.1","868.7083333333334","558.5","844.5","439.42185701334046","420.0422956582396","1094.4761904761904","0","1268","0","421.80860519823426","0","0","0"
"46","25","0","1000","color-agents-by-vision","500","449","80.77787988018474","438.6859688195991","519","303.75","533.6666666666666","157","716.5","264.04082838666847","259.2004398317035","609.2977099236641","0","707","0","244.1286073560437","0","0","0"
"51","25","5","180","color-agents-by-vision","500","113","19.81831617911401","664.6283185840708","662","606.75","623.9761904761905","554","397","410.69991651882697","410.0457730603326","1022.2","0","1105","0","408.50177792036925","0","0","0"
"52","25","5","200","color-agents-by-vision","500","127","22.42705099270222","687.2992125984252","666","594.0769230769231","751.3137254901961","555.5","788","351.9296433183113","458.4072639126076","987.8076923076923","0","1170","0","460.14158257877494","0","0","0"
"53","25","5","220","color-agents-by-vision","500","135","24.860718988979514","641.2296296296296","618","565.5227272727273","773.7083333333334","537","775","372.19302872870884","416.1788669439862","1040.6888888888889","0","1183","0","384.6303315122091","0","0","0"
"54","25","5","240","color-agents-by-vision","500","141","26.809563562293377","637.1702127659574","612","565.9117647058823","694.65625","512","721.5","396.3815400746394","438.96419273102447","1003.5454545454545","0","1144","0","394.2627821823173","0","0","0"
"55","25","5","260","color-agents-by-vision","500","152","28.857686296024077","635.5723684210526","690","508.79545454545456","692.7666666666667","516.5","728.5","388.135709876306","424.55733144490137","1042.75","0","1110.5","0","307.1776063097403","0","0","0"
"56","25","5","280","color-agents-by-vision","500","168","30.489329720902603","641.5238095238095","625.5","499.4390243902439","732.0704225352113","489","723","338.84325644613966","456.49645043037646","921.2898550724638","0","1122","0","447.7353505814264","0","0","0"
"57","25","5","300","color-agents-by-vision","500","188","36.27770646127517","596.6808510638298","585.5","580.5652173913044","654.4929577464789","529","643","357.8445132346924","422.24975254122626","923.082191780822","0","1081","0","396.41966236078713","0","0","0"
"58","25","5","320","color-agents-by-vision","500","207","37.28533137281931","630.8115942028985","632","630.6428571428571","670.0625","697.5","646","332.0701146429185","423.72564994823085","956.3052631578947","0","1044","0","291.99588577997133","0","0","0"
"59","25","5","340","color-agents-by-vision","500","200","38.63380075712626","598.315","596.5","541.5686274509804","676.2073170731708","501","654","369.0563780726171","427.67712344841175","927.2469135802469","0","1078","0","374.47231309084106","0","0","0"
"60","25","5","360","color-agents-by-vision","500","198","39.88781114978921","577.4444444444445","595","468.2857142857143","598.0860215053764","443.5","621","368.70877434466576","412.3983315002825","983.1891891891892","0","1074.5","0","299.63131114963835","0","0","0"
"61","25","5","380","color-agents-by-vision","500","209","40.64130408118208","585.133971291866","583","592.4509803921569","550.8390804597701","536","601","331.7502864339677","416.0477072813024","925.8275862068965","0","1041","0","329.2046513735284","0","0","0"
"62","25","5","400","color-agents-by-vision","500","226","45.91665833583254","531.1327433628319","553.5","519.4754098360655","539.5445544554456","485","578","313.1058184574547","391.63476670879146","891.4430379746835","0","1028","0","337.7901315843619","0","0","0"
"63","25","5","420","color-agents-by-vision","500","231","50.42951022523955","517.7748917748918","526","552.468085106383","535.5060240963855","477","568","314.1867937240541","418.80391166592796","917.6428571428571","0","1036.5","0","310.3661903575188","0","0","0"
"64","25","5","440","color-agents-by-vision","500","255","51.400598052177145","566.5450980392156","557","508.76271186440675","574.3461538461538","455","576.5","339.4190949753686","428.21113042291785","839.7377049180328","0","1019.5","0","377.4910387700798","0","0","0"
"65","25","5","460","color-agents-by-vision","500","258","49.403062331571746","553.7403100775193","547.5","519.1617647058823","545.9904761904762","476","563","316.54942837698275","392.95129604350586","822.5309734513274","0","990","0","355.67764977565963","0","0","0"
"66","25","5","480","color-agents-by-vision","500","252","47.58615814229001","562.734126984127","529.5","523.1428571428571","560.6046511627907","492","546","318.90074993904966","411.5330792180595","874.2990654205607","0","1004","0","312.76533535402916","0","0","0"
"67","25","5","500","color-agents-by-vision","500","265","48.372406659124","583.6792452830189","546","509.1948051948052","536.0192307692307","468","544.5","330.4762926030533","407.1060304330267","850.6124031007752","0","983","0","323.54895567743876","0","0","0"
"68","25","5","520","color-agents-by-vision","500","258","46.34046820327322","590.4147286821706","543","554.7627118644068","514.209090909091","476","532","284.01780778209417","419.9304899984742","879.1370967741935","0","986.5","0","288.703897447296","0","0","0"
"69","25","5","540","color-agents-by-vision","500","270","50.700347472075805","571.3222222222222","526","475.7260273972603","593.7767857142857","438","552","319.6420419901149","418.226730823319","836.046511627907","0","1000","0","346.21786539658433","0","0","0"
"70","25","5","560","color-agents-by-vision","500","271","46.92130195218034","592.0147601476015","537","451.6027397260274","630.7894736842105","404","561.5","307.9710817830335","379.9624218420948","847","0","989","0","315.6786340568522","0","0","0"
"71","25","5","580","color-agents-by-vision","500","280","47.865655249441545","575.5714285714286","509","403.72463768115944","589.5","360","518","302.82089853565316","379.03263518081144","806.8409090909091","0","968","0","350.50162155205163","0","0","0"
"72","25","5","600","color-agents-by-vision","500","286","41.39267053782211","625.027972027972","530.5","533.4719101123595","666.6504854368932","608","520","303.5500591443482","347.1130151252902","829.1025641025641","0","936.5","0","279.6235067761115","0","0","0"
"73","25","5","620","color-agents-by-vision","500","287","53.39146038348384","549.5191637630662","508","476.4516129032258","550.6521739130435","424","518","319.23548334872174","389.1400785871027","778.5714285714286","0","944","0","349.82337049532157","0","0","0"
"74","25","5","640","color-agents-by-vision","500","318","47.64480267860499","585.1163522012579","485","424.83838383838383","680.1261261261261","304","493","306.7654061820114","285.7922041406726","773.0409356725146","0","895","0","301.15177640528793","0","0","0"
"75","25","5","660","color-agents-by-vision","500","291","43.193234356434395","584.213058419244","514","462.64516129032256","620.9304347826087","408","518","307.228517314608","299.0583385479703","786.6934306569343","0","931","0","317.1783818490925","0","0","0"
"76","25","5","680","color-agents-by-vision","500","311","44.339736368635485","602.273311897106","522","453.1192660550459","700.0927835051547","390","512","290.5900996494395","276.76663915932204","795.2","0","908","0","270.04162729729796","0","0","0"
"77","25","5","700","color-agents-by-vision","500","319","50.65075629145612","571.3824451410659","508","406.04","658.2380952380952","379","517","308.6878688967878","317.5200334021801","775.6626506024096","0","894","0","298.5855657112607","0","0","0"
"78","25","5","720","color-agents-by-vision","500","331","49.675154803390164","555.7190332326284","459","374.2808988764045","653.1395348837209","275","484","269.5933802112513","277.83827198193376","776.3532934131737","0","865","0","247.9857671256949","0","0","0"
"79","25","5","740","color-agents-by-vision","500","321","47.66399309312028","584.5451713395638","507","442.84466019417476","682.8632478632478","382","893","288.59683382829536","291.77083904486875","782.4342857142857","0","892","0","269.13216206320345","0","0","0"
"80","25","5","760","color-agents-by-vision","500","349","55.41066046442153","537.1318051575931","467","367.1782178217822","656.2248062015503","297","845","272.89951982514026","280.38651448463946","718.2216216216216","0","847","0","296.7743791816612","0","0","0"
"81","25","5","780","color-agents-by-vision","500","346","56.91768860956686","538.0491329479769","442.5","348.5151515151515","617.9055118110236","284","453","290.5995338155299","295.56320821229406","699.8930481283422","0","869","0","338.2713317385067","0","0","0"
"82","25","5","800","color-agents-by-vision","500","351","58.52624967085048","519.3390313390313","473","387.9917355371901","612.7142857142857","274","491","295.8273002915656","278.7665384636989","705.4888888888889","0","818","0","303.6619792486649","0","0","0"
"83","25","5","820","color-agents-by-vision","500","393","71.73185710100545","460.3333333333333","406","300.8076923076923","532.546875","173","425","257.3617216182765","274.54916113498007","662.1927083333334","0","774.5","0","286.89334236645726","0","0","0"
"84","25","5","840","color-agents-by-vision","500","351","51.18479150895293","553.2222222222222","547","440.070796460177","630.8529411764706","547","440.5","262.7981204003696","273.9055671120781","744.9845360824743","0","840","0","234.5422722662921","0","0","0"
"85","25","5","860","color-agents-by-vision","500","402","69.61270096125597","474.089552238806","357","351.7923076923077","550.8872180451128","218.5","360","269.09612403633287","278.9792175961059","655.1954545454546","0","770.5","0","268.5496186855224","0","0","0"
"86","25","5","880","color-agents-by-vision","500","380","60.96145185842955","497.87368421052633","415.5","385.6759259259259","569.9124087591241","514","415","253.5003485298238","267.8252413765736","690.7574257425742","0","765.5","0","245.34373403483568","0","0","0"
"87","25","5","900","color-agents-by-vision","500","403","71.1985141080697","470.93052109181144","394","329.3046875","588.8928571428571","196","762.5","279.10829774053315","263.60382024798497","656.8986175115207","0","759","0","267.42113556725445","0","0","0"
"88","25","5","920","color-agents-by-vision","500","393","66.79872928235008","482.9872773536896","366","351.504","580.412213740458","221","375","273.40551307653834","262.7115373364425","671.0462962962963","0","777.5","0","258.2483709580718","0","0","0"
"89","25","5","940","color-agents-by-vision","500","419","77.79234792241411","448.1288782816229","336","304.8235294117647","568.8545454545455","189.5","781","264.53480852951515","270.27908463663584","623.5022026431718","0","761","0","289.4515927623287","0","0","0"
"93","25","10","100","color-agents-by-vision","500","61","8.531244859539783","896.9344262295082","942","830.6111111111111","932.952380952381","872","960","376.8566803392768","493.0320959319459","1292.5925925925926","0","1418","0","301.06481020374986","0","0","0"
"90","25","5","960","color-agents-by-vision","500","416","74.77685575596321","437.2764423076923","319","304.55645161290323","518.4897959183673","179.5","336","260.0196147203882","265.5289207824185","642.6328502415458","0","741","0","249.7315655618113","0","0","0"
"91","25","5","980","color-agents-by-vision","500","426","75.45376808676488","454.73943661971833","348.5","301.94736842105266","580.6099290780141","152","764","269.2430836957976","250.09691758680967","656.7777777777778","0","736","0","222.96627320972098","0","0","0"
"94","25","10","120","color-agents-by-vision","500","78","11.961236807034206","836.9358974358975","877.5","748.9","944.0588235294117","662.5","964","393.90961242221636","530.4062677076219","1160.1764705882354","0","1330.5","0","445.45907342454785","0","0","0"
"95","25","10","140","color-agents-by-vision","500","86","13.044795254206429","766.4069767441861","814","572.65","886.5882352941177","580","889","409.83183650190756","384.41400643348834","1092.8214285714287","0","1240","0","467.35814275337447","0","0","0"
"92","25","5","1000","color-agents-by-vision","500","455","80.10192091785713","428.7098901098901","518","332.45217391304345","477.08045977011494","518","286","255.90432160361834","263.9310524080501","610.3307392996109","0","692","0","217.4918720388579","0","0","0"
"96","25","10","160","color-agents-by-vision","500","86","13.788252788104085","781.9767441860465","843","631.3793103448276","906.2903225806451","654","924","405.7062989222889","454.77570981370496","1120.1176470588234","0","1317.5","0","438.26329188340395","0","0","0"
"97","25","10","180","color-agents-by-vision","500","117","21.272648487659616","700.2222222222222","699","542.5641025641025","808.2439024390244","549","821","397.4239281641997","436.9083302300269","1051.4583333333333","0","1206.5","0","416.6186050295132","0","0","0"
"98","25","10","200","color-agents-by-vision","500","128","20.93606751753375","698.4296875","724","574.8378378378378","828.54","546","811","443.31914222359245","380.86996066738516","998.5652173913044","0","1109.5","0","435.1450665990679","0","0","0"
"99","25","10","220","color-agents-by-vision","500","123","20.83775275764462","640.4959349593496","636","649.6764705882352","711.9512195121952","568.5","785","379.31115560041644","392.9507571706353","1052.9142857142858","0","1106","0","344.3634683286364","0","0","0"
"100","25","10","240","color-agents-by-vision","500","146","28.07784603373535","666.7534246575342","663","503.34090909090907","771.94","436","786","437.879188137328","475.09124408273584","1017.7777777777778","0","1146","0","401.1592252639056","0","0","0"
"101","25","10","260","color-agents-by-vision","500","145","27.13748423933658","672.7793103448275","688","607.3095238095239","733.8727272727273","559.5","771","408.626998385476","466.27471852043743","1010.828125","0","1157.5","0","392.01273686335145","0","0","0"
"102","25","10","280","color-agents-by-vision","500","169","31.654854581136007","636.1952662721893","651","550.025641025641","709.8181818181819","512","691.5","410.5679947007615","402.7231501470155","960.0972222222222","0","1068","0","373.1150243565996","0","0","0"
"103","25","10","300","color-agents-by-vision","500","177","34.74263939908983","618.271186440678","644","590.5384615384615","630.32","523.5","670","397.7094940141099","441.10436223004916","984.2467532467532","0","1076","0","321.8617779438279","0","0","0"
"104","25","10","320","color-agents-by-vision","500","196","39.552303694276574","573.280612244898","578.5","561.7272727272727","572.5","503.5","626","373.4377918143526","411.6384080869346","936.1733333333333","0","1058","0","352.54263201404086","0","0","0"
"105","25","10","340","color-agents-by-vision","500","208","41.754873848346534","566.7019230769231","551.5","606.8536585365854","604.375","529","618.5","323.7997499208122","435.5590725678924","982.6052631578947","0","1053","0","271.91984500080747","0","0","0"
"106","25","10","360","color-agents-by-vision","500","205","41.37396308721897","556.8829268292683","563","543","522.144578313253","495","575","369.39872315245844","408.925275913855","910.4666666666667","0","1055","0","366.69253389510743","0","0","0"
"107","25","10","380","color-agents-by-vision","500","226","43.57115404105366","567.570796460177","577.5","614.4418604651163","584.75","585","589","313.2558897956978","403.934072403511","912.1379310344828","0","1039","0","321.85321558393065","0","0","0"
"108","25","10","400","color-agents-by-vision","500","217","42.756285743829636","579.3594470046083","546","593.3684210526316","512.1764705882352","562","530","324.06098585974667","425.1488304243638","887.09375","0","1019","0","351.5718112802022","0","0","0"
"109","25","10","420","color-agents-by-vision","500","249","46.59190683933907","584.5582329317269","556","553.859649122807","584.6823529411764","478","578","291.5764074448516","425.5046642843427","894.4821428571429","0","1023","0","309.1945066159697","0","0","0"
"110","25","10","440","color-agents-by-vision","500","245","46.143227241638954","590.8122448979592","579","540.6034482758621","631.1287128712871","512.5","603","321.6822524897017","404.9112659180117","864.271186440678","0","1019.5","0","343.0131357534796","0","0","0"
"111","25","10","460","color-agents-by-vision","500","247","49.09267438204604","540.834008097166","532","526.3220338983051","537.2410714285714","473","548.5","332.14571172375776","408.5559770778649","861.0824742268042","0","1011","0","347.94278355377304","0","0","0"
"112","25","10","480","color-agents-by-vision","500","250","49.18378149090775","542.22","537","540.7222222222222","537.7333333333333","455","552","345.7640386741391","400.764636151624","848.27","0","997.5","0","350.23717375342653","0","0","0"
"113","25","10","500","color-agents-by-vision","500","275","53.237855303145636","549.2109090909091","527","504.17391304347825","577.5573770491803","460","545.5","326.4552918008177","407.859318826227","795.7952755905512","0","979","0","374.2419075602412","0","0","0"
"114","25","10","520","color-agents-by-vision","500","263","45.03026622262856","569.722433460076","524","553.4666666666667","572.8272727272728","516.5","542.5","291.13445357170826","393.7423098789665","850.1743119266055","0","997","0","314.97606740467864","0","0","0"
"115","25","10","540","color-agents-by-vision","500","262","45.23619377878996","589.9541984732824","522","507.43037974683546","642.9708737864078","480","586","310.0771485285518","402.74368962840805","852.0330578512396","0","992","0","330.0506257602585","0","0","0"
"116","25","10","560","color-agents-by-vision","500","272","45.117045288175305","602.6764705882352","530","514.015873015873","600.8782608695652","592","530","337.4317370422326","393.2223858056701","827.9202898550725","0","975.5","0","333.18610265341977","0","0","0"
"117","25","10","580","color-agents-by-vision","500","280","49.24010455088905","561.5857142857143","514","478.69736842105266","551.2796610169491","430.5","526","299.38978026364856","376.71320079228207","798.015625","0","966.5","0","347.9577308109454","0","0","0"
"118","25","10","600","color-agents-by-vision","500","290","45.283724626122826","592.3482758620689","517.5","535.2093023255813","579.7241379310345","599.5","515","297.6904478413409","367.96825444847684","797.3945578231293","0","937","0","315.92127851215594","0","0","0"
"119","25","10","620","color-agents-by-vision","500","293","42.3287759122886","601.1023890784983","506","438.6585365853659","667.7407407407408","398","515.5","276.09571696465537","317.28024613322856","818.169014084507","0","952.5","0","295.6388675833599","0","0","0"
"120","25","10","640","color-agents-by-vision","500","296","48.47952089646102","590.9121621621622","511.5","421.07142857142856","649.8608695652174","380.5","519","314.40031981782244","352.15598833761766","786.6178343949044","0","954","0","343.3424420318705","0","0","0"
"121","25","10","660","color-agents-by-vision","500","312","51.57496545040626","558.9326923076923","492.5","417.5851063829787","589.3805309734513","381.5","500","297.30044936923633","349.4764532887545","749.5900621118012","0","911","0","328.0630555253382","0","0","0"
"122","25","10","680","color-agents-by-vision","500","309","47.33869144724755","581.2394822006472","481","421.83673469387753","673.404958677686","363","493","298.944903860004","295.1769124472192","767.2341772151899","0","925","0","335.5001811673601","0","0","0"
"123","25","10","700","color-agents-by-vision","500","323","53.507047070168","552.2352941176471","501","424.33734939759034","613.8145161290323","403","514","300.37997388301676","318.65962591132063","763.2215568862275","0","859","0","300.6707040993279","0","0","0"
