"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3-change.nlogo"
"exp3-3-new"
"03/07/2024 19:47:42:501 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","gini-index","survival-ratio","death-ratio","mean-sugar","median-sugar","sd-sugar","starve-count","age-death-count"
"216","25","15","color-agents-by-vision","250","1000","0.45588586595885855","1","0.41850022451728786","54.252","35","47.07949032900157","1864","2589"
"209","25","10","color-agents-by-vision","950","1000","0.4503674874298378","1","0.6544616777060106","29.55157894736842","19","24.984357015984845","15908","8398"
"210","25","10","color-agents-by-vision","1000","1000","0.4655072795802227","1","0.6894941047952687","27.062","18","23.7692055216646","18304","8242"
"217","25","15","color-agents-by-vision","300","1000","0.4578576272669601","1","0.42949071520500093","50.79","28","44.19218328556704","2336","3102"
"218","25","15","color-agents-by-vision","350","1000","0.4622598271916946","1","0.46761380996028107","47.80571428571429","31","41.80013807614288","3061","3484"
"219","25","15","color-agents-by-vision","400","1000","0.4896225744039149","1","0.5309801929913662","43.9325","26","42.37501680084836","4182","3693"
"220","25","15","color-agents-by-vision","450","1000","0.45994950510534643","1","0.5712159863945578","44.20444444444445","30","38.90182924661755","5374","4033"
"221","25","15","color-agents-by-vision","500","1000","0.43928012473809863","1","0.5727469629908655","41.046","27","34.3898998897766","6082","4536"
"222","25","15","color-agents-by-vision","550","1000","0.4233277429677128","1","0.5847527699685795","40.70363636363636","29","33.27866261825854","7072","5021"
"223","25","15","color-agents-by-vision","600","1000","0.39943025377342806","1","0.5889135254988913","40.193333333333335","29","30.914216311795933","7968","5561"
"224","25","15","color-agents-by-vision","650","1000","0.4016786317894966","1","0.5897609534773481","38.16153846153846","27","28.70679680022374","8709","6057"
"225","25","15","color-agents-by-vision","700","1000","0.39593401646372794","1","0.5933204801293612","38.08","26","29.313936882737085","9540","6538"
"226","25","15","color-agents-by-vision","750","1000","0.4121145349655267","1","0.5906412478336222","37.904","25","29.73692143888161","10224","7085"
"227","25","15","color-agents-by-vision","800","1000","0.41844813545995735","1","0.6013466942367849","33.38625","23","27.23599291516823","11342","7518"
"228","25","15","color-agents-by-vision","850","1000","0.40460517698592513","1","0.6016636780235106","32.22941176470588","22","25.415887389761696","12079","7996"
"232","25","20","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"233","25","20","color-agents-by-vision","50","1000","0.446873207114171","1","0.2608695652173913","69.72","51","58.95312562034488","198","560"
"229","25","15","color-agents-by-vision","900","1000","0.427160919679347","1","0.6115061409179057","30.601111111111113","21","25.17939635870471","13244","8413"
"234","25","20","color-agents-by-vision","100","1000","0.4215145872129112","1","0.344375","64.44","49","52.11900136255781","551","1048"
"235","25","20","color-agents-by-vision","150","1000","0.4232290327189601","1","0.405103668261563","62.21333333333333","49","49.19466695964811","1016","1491"
"230","25","15","color-agents-by-vision","950","1000","0.4372411974250688","1","0.637039887136078","29.829473684210527","20","25.227361806297548","14901","8489"
"236","25","20","color-agents-by-vision","200","1000","0.45471409738815227","1","0.40433001755412523","60.685","38.5","52.56129013927958","1382","2035"
"237","25","20","color-agents-by-vision","250","1000","0.4387717679944093","1","0.41534271448025417","57.24","40","48.01545935789221","1830","2575"
"231","25","15","color-agents-by-vision","1000","1000","0.426819265143992","1","0.6666271440992807","27.189","19.5","21.99584270029445","16867","8434"
"238","25","20","color-agents-by-vision","300","1000","0.44477174577092465","1","0.418402120408936","52.74333333333333","36","44.511064975348404","2210","3071"
"239","25","20","color-agents-by-vision","350","1000","0.4589703771594589","1","0.46126377891631737","47.205714285714286","27","41.98653040156673","2971","3469"
"240","25","20","color-agents-by-vision","400","1000","0.44653756260434085","1","0.5050651230101303","44.925","28","38.46066082476604","3839","3761"
"241","25","20","color-agents-by-vision","450","1000","0.44449044884630434","1","0.5665160365920864","44.76222222222222","30","37.960756837011324","5140","3932"
"242","25","20","color-agents-by-vision","500","1000","0.4236326453857366","1","0.5726833976833977","42.542","29","34.346172350208406","5933","4426"
"243","25","20","color-agents-by-vision","550","1000","0.4074522930071747","1","0.5801265606293826","41.974545454545456","30","33.164535550511964","6784","4909"
"244","25","20","color-agents-by-vision","600","1000","0.4083243964025309","1","0.5849302468189483","39.163333333333334","27","30.500882423353385","7631","5414"
"245","25","20","color-agents-by-vision","650","1000","0.4040766099026284","1","0.5913588850174216","41.18923076923077","29","32.0361824673402","8486","5863"
"246","25","20","color-agents-by-vision","700","1000","0.4087826993858819","1","0.577073552425665","40.31","27","31.52794092000334","8850","6485"
"247","25","20","color-agents-by-vision","750","1000","0.38841443001442993","1","0.5902124386058346","36.96","26","27.520663434733","9974","6924"
"248","25","20","color-agents-by-vision","800","1000","0.40792012695279267","1","0.5986598387448245","36.72625","25","28.813479166261413","10989","7366"
"249","25","20","color-agents-by-vision","850","1000","0.39016409837188026","1","0.5998474446987033","33.35411764705882","23","25.35757032713206","11796","7868"
"253","25","25","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"250","25","20","color-agents-by-vision","900","1000","0.3877643844789936","1","0.6067942765090496","32.446666666666665","23","24.475872662744646","12807","8298"
"254","25","25","color-agents-by-vision","50","1000","0.4702834606852355","1","0.2274618585298197","81.14","58.5","70.19274048166612","164","556"
"255","25","25","color-agents-by-vision","100","1000","0.5007171506497674","1","0.3390804597701149","62.33","34.5","60.27915782994043","531","1034"
"251","25","20","color-agents-by-vision","950","1000","0.40557736995611837","1","0.6241144172865746","31.39894736842105","22","24.423765804802674","14095","8488"
"256","25","25","color-agents-by-vision","150","1000","0.43945114061967994","1","0.37803373097490744","65.26666666666667","49","54.438644321159664","919","1511"
"257","25","25","color-agents-by-vision","200","1000","0.44808388654194337","1","0.39934484812388327","57.995","37.5","51.26995236076756","1341","2016"
"252","25","20","color-agents-by-vision","1000","1000","0.41821352348658636","1","0.6494853849320709","30.081","21","23.587174349501744","15776","8513"
"258","25","25","color-agents-by-vision","250","1000","0.4245474357111726","1","0.3923296808003811","55.064","37","44.98187836813958","1647","2550"
"259","25","25","color-agents-by-vision","300","1000","0.43371871174707716","1","0.4253505115574081","52.64666666666667","32.5","44.75658979400521","2245","3032"
"260","25","25","color-agents-by-vision","350","1000","0.4408116583941832","1","0.44439110257641223","52.71142857142857","34.5","44.38771140140893","2777","3471"
"261","25","25","color-agents-by-vision","400","1000","0.4447300344275811","1","0.5006709608158884","51.5575","34","43.52790357603167","3731","3720"
"262","25","25","color-agents-by-vision","450","1000","0.4213159464757518","1","0.5515026382197752","43.455555555555556","34","34.02696464845682","4808","3909"
"263","25","25","color-agents-by-vision","500","1000","0.4142652332907435","1","0.5719259848786311","45.394","33","35.84176374086677","5749","4302"
"264","25","25","color-agents-by-vision","550","1000","0.41456774624481446","1","0.5813769453969929","41.07818181818182","28","33.118807994161436","6612","4760"
"265","25","25","color-agents-by-vision","600","1000","0.39067923038841823","1","0.5804657077008663","41.52166666666667","29.5","31.083057410517554","7304","5278"
"266","25","25","color-agents-by-vision","650","1000","0.4001503120316726","1","0.5857318040828103","42.326153846153844","30","31.79743415394468","8120","5742"
"267","25","25","color-agents-by-vision","700","1000","0.3944378136303009","1","0.5933569182389937","39.32714285714286","28","30.29455028933061","9057","6206"
"268","25","25","color-agents-by-vision","750","1000","0.37672309359629375","1","0.5926464352777273","37.318666666666665","27","27.38921948530556","9784","6724"
"269","25","25","color-agents-by-vision","800","1000","0.37590072478391023","1","0.5846337851691537","37.16625","27","27.268719988289664","10265","7292"
"270","25","25","color-agents-by-vision","850","1000","0.37556068228670003","1","0.5903048844814854","36.3564705882353","26","26.496060320340707","11191","7766"
"274","25","30","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"275","25","30","color-agents-by-vision","50","1000","0.4484421534936998","1","0.20402298850574713","69.84","41","65.07338400699975","142","553"
"276","25","30","color-agents-by-vision","100","1000","0.4093157820639166","1","0.3116279069767442","71.03","54.5","53.75673883055938","469","1035"
"271","25","25","color-agents-by-vision","900","1000","0.38551619275449045","1","0.5973418656165395","34.06111111111111","25","25.614009108547947","12135","8179"
"277","25","30","color-agents-by-vision","150","1000","0.40794836427939873","1","0.378389653733834","62.833333333333336","48.5","49.180862850233844","907","1489"
"272","25","25","color-agents-by-vision","950","1000","0.4076088375189786","1","0.6158547710271848","33.53368421052632","24.5","25.84872140793301","13502","8421"
"278","25","30","color-agents-by-vision","200","1000","0.40109669621273164","1","0.3899815611555009","62.05","47.5","47.518708296743036","1269","1984"
"273","25","25","color-agents-by-vision","1000","1000","0.39403077592638636","1","0.6358214042263122","32.168","25","23.775513686375987","14924","8547"
"279","25","30","color-agents-by-vision","250","1000","0.38931416353314163","1","0.4036259541984733","54.252","38.5","40.57434665432953","1692","2499"
"280","25","30","color-agents-by-vision","300","1000","0.4045589054783728","1","0.4095407759303246","57.82333333333333","38","44.94082458749771","2069","2982"
"281","25","30","color-agents-by-vision","350","1000","0.4048043173043172","1","0.4286422200198216","55.817142857142855","40.5","42.833732561014024","2595","3458"
"282","25","30","color-agents-by-vision","400","1000","0.4192667799705748","1","0.47050601062342745","49.2775","35","39.157422707997945","3366","3787"
"283","25","30","color-agents-by-vision","450","1000","0.4099660565041278","1","0.5420891299221882","48.15555555555556","34.5","37.42273736597024","4598","3883"
"284","25","30","color-agents-by-vision","500","1000","0.41551996003451575","1","0.5599627174813587","44.038","31","34.577098018989815","5407","4248"
"285","25","30","color-agents-by-vision","550","1000","0.39466645382712084","1","0.5749518657742734","41.41818181818182","32","31.04007099890647","6271","4635"
"286","25","30","color-agents-by-vision","600","1000","0.3782523616734144","1","0.5801770782095426","41.57833333333333","31","30.283367290417022","7077","5120"
"287","25","30","color-agents-by-vision","650","1000","0.36522006650505684","1","0.5815687444079929","42.81384615384616","33","29.682564943238567","7800","5611"
"288","25","30","color-agents-by-vision","700","1000","0.365670669612835","1","0.5899715022391098","42.48571428571429","32","29.574591256464068","8695","6042"
"289","25","30","color-agents-by-vision","750","1000","0.3716032657226688","1","0.5875259091765592","41.808","30","30.024163655367243","9354","6566"
"290","25","30","color-agents-by-vision","800","1000","0.36340070522514767","1","0.5899007589025103","40.50125","30","28.312576727289848","10105","7024"
"291","25","30","color-agents-by-vision","850","1000","0.36922062433483327","1","0.5956307792137565","38.82","29","27.972842710897684","11015","7477"
"295","30","0","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"296","30","0","color-agents-by-vision","50","1000","0.49323577235772353","1","0.3046683046683047","61.5","36","59.40083487353919","248","565"
"292","25","30","color-agents-by-vision","900","1000","0.3681134409235481","1","0.5935973127035831","37.72888888888889","28","26.437742446791066","11663","7984"
"297","30","0","color-agents-by-vision","100","1000","0.4917167638701961","1","0.40730337078651685","66.87","44","62.99697844285304","725","1054"
"298","30","0","color-agents-by-vision","150","1000","0.48899482631189967","1","0.40506807866868383","60.13333333333333","44.5","55.79632985292069","1071","1572"
"299","30","0","color-agents-by-vision","200","1000","0.45761176277581794","1","0.43455078645694484","60.955","45.5","51.11060992823487","1630","2120"
"293","25","30","color-agents-by-vision","950","1000","0.37264150583204475","1","0.6023930487631166","34.82526315789474","27","24.77032525757115","12687","8373"
"294","25","30","color-agents-by-vision","1000","1000","0.3837988111040572","1","0.6175621028307337","34.654","27","25.06604457409646","13897","8605"
"300","30","0","color-agents-by-vision","250","1000","0.49865045592705187","1","0.4333050127442651","44.744","30","42.98097159998499","2040","2667"
"301","30","0","color-agents-by-vision","300","1000","0.4690997860668065","1","0.4555209415022499","52.45666666666666","37.5","46.11271767448373","2632","3145"
"302","30","0","color-agents-by-vision","350","1000","0.4599524358341114","1","0.5129156361637812","44.62285714285714","32","39.43651156650912","3733","3544"
"303","30","0","color-agents-by-vision","400","1000","0.4715411912796615","1","0.5497478220999541","46.6725","31","41.46744646757686","4796","3927"
"304","30","0","color-agents-by-vision","450","1000","0.47297124829712445","1","0.5777278060226828","41.324444444444445","27","37.19217028238981","5909","4318"
"305","30","0","color-agents-by-vision","500","1000","0.4526535115431349","1","0.592259611268088","41.15","30","35.418249601153626","6917","4761"
"306","30","0","color-agents-by-vision","550","1000","0.4681936960975023","1","0.5915158023933722","38.407272727272726","27.5","34.310241343316065","7711","5324"
"307","30","0","color-agents-by-vision","600","1000","0.445768129369157","1","0.5926834396243605","39.57666666666667","28","32.96972034541666","8457","5811"
"308","30","0","color-agents-by-vision","650","1000","0.4499520798626072","1","0.5987281198841455","36.79692307692308","26","31.310739279294424","9509","6372"
"309","30","0","color-agents-by-vision","700","1000","0.4516786875224109","1","0.6035448299751747","34.71857142857143","25","30.0037565261683","10454","6866"
"310","30","0","color-agents-by-vision","750","1000","0.4572555911748062","1","0.6071065989847716","35.35333333333333","24","30.307885323337608","11362","7352"
"311","30","0","color-agents-by-vision","800","1000","0.47025712256256574","1","0.6119026417334521","32.11625","22","28.580435398134394","12369","7844"
"312","30","0","color-agents-by-vision","850","1000","0.46957417141869306","1","0.6315006089035227","30.424705882352942","21","26.95019358460902","14001","8169"
"316","30","5","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"317","30","5","color-agents-by-vision","50","1000","0.4938307905686547","1","0.28498727735368956","72.1","45.5","68.83231621195121","224","561"
"313","30","0","color-agents-by-vision","900","1000","0.4585598290598292","1","0.6506438123628535","29.466666666666665","21","25.574946027189572","15715","8437"
"318","30","5","color-agents-by-vision","100","1000","0.4433902271163109","1","0.37041420118343193","72.65","47","60.65906962089616","626","1063"
"319","30","5","color-agents-by-vision","150","1000","0.48418426103646833","1","0.390007745933385","59.04666666666667","35","55.136235988827345","1007","1574"
"320","30","5","color-agents-by-vision","200","1000","0.47949505840071893","1","0.41459323455409564","55.65","36","51.513158781404485","1483","2093"
"314","30","0","color-agents-by-vision","950","1000","0.4590685791452248","1","0.6775510204081633","28.841052631578947","21","24.61798752425406","17928","8531"
"321","30","5","color-agents-by-vision","250","1000","0.46254959764162246","1","0.440359127832407","50.204","33","44.241242456971584","2060","2617"
"315","30","0","color-agents-by-vision","1000","1000","0.4676770410958901","1","0.7129331116163844","27.375","20","23.80741834320068","21008","8458"
"322","30","5","color-agents-by-vision","300","1000","0.44819857814194536","1","0.43559168925022584","55.32666666666667","42","45.69705341915236","2411","3123"
"323","30","5","color-agents-by-vision","350","1000","0.45832865318309446","1","0.4802126402835204","45.93142857142857","30","39.53803269602522","3252","3519"
"324","30","5","color-agents-by-vision","400","1000","0.476687858900738","1","0.5438869596455514","42.665","29","39.065368711704906","4542","3808"
"325","30","5","color-agents-by-vision","450","1000","0.4441413721413723","1","0.58","42.75555555555555","31","35.62365493451428","5713","4136"
"326","30","5","color-agents-by-vision","500","1000","0.4442584584584585","1","0.5774406213311659","39.96","29","34.365803014532744","6394","4678"
"327","30","5","color-agents-by-vision","550","1000","0.4423707850652427","1","0.5793280823018807","38.38181818181818","27","32.442686417288634","7208","5233"
"328","30","5","color-agents-by-vision","600","1000","0.44309343604991663","1","0.5885274219087376","36.995","27","31.196800727415056","8177","5716"
"329","30","5","color-agents-by-vision","650","1000","0.43672105275221096","1","0.5871839004369125","36.143076923076926","26","29.93443512984019","8870","6235"
"330","30","5","color-agents-by-vision","700","1000","0.4141751693833176","1","0.6009986921888004","35.48285714285714","27","28.23756754261036","10110","6711"
"331","30","5","color-agents-by-vision","750","1000","0.4560617218476149","1","0.5969052655015028","35.19733333333333","23","30.803758779768618","10724","7241"
"332","30","5","color-agents-by-vision","800","1000","0.4385452646239555","1","0.603416149068323","33.65625","24","28.07125897449233","11658","7661"
"333","30","5","color-agents-by-vision","850","1000","0.43996428370183793","1","0.6079019997094853","31.931764705882355","22","26.543562486697365","12555","8097"
"337","30","10","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"338","30","10","color-agents-by-vision","50","1000","0.4150097975179621","1","0.25165562913907286","61.24","49.5","48.583847151925234","190","564"
"334","30","5","color-agents-by-vision","900","1000","0.45855223995121464","1","0.6339529556867236","30.57","21","26.602762951674002","14392","8309"
"339","30","10","color-agents-by-vision","100","1000","0.45307184404967776","1","0.35547355473554737","63.61","45.5","54.54789295896428","578","1047"
"340","30","10","color-agents-by-vision","150","1000","0.4432192269291113","1","0.38366533864541835","62.32","44","52.516193731332486","963","1546"
"341","30","10","color-agents-by-vision","200","1000","0.4500799966840752","1","0.3987819025522042","60.315","36","50.887853592149874","1375","2072"
"335","30","5","color-agents-by-vision","950","1000","0.4501546501565732","1","0.6623182552504039","29.386315789473684","21","24.712705871927405","16399","8360"
"342","30","10","color-agents-by-vision","250","1000","0.44535070886438477","1","0.42581369248035916","55.864","38","46.37793825329565","1897","2557"
"336","30","5","color-agents-by-vision","1000","1000","0.4416458050211002","1","0.6958732713836248","27.962","20","22.992285688926124","19021","8312"
"343","30","10","color-agents-by-vision","300","1000","0.4624367575552412","1","0.43698705088455225","54.156666666666666","34.5","47.08320524641963","2396","3086"
"344","30","10","color-agents-by-vision","350","1000","0.47036149333524685","1","0.4722559126743481","45.502857142857145","30","40.3516596784413","3115","3480"
"345","30","10","color-agents-by-vision","400","1000","0.45500564726324955","1","0.5257991442235087","43.1625","30","38.105526786533176","4178","3767"
"346","30","10","color-agents-by-vision","450","1000","0.43167734759811416","1","0.5616789490547901","41.95777777777778","30","34.10262899876733","5259","4103"
"347","30","10","color-agents-by-vision","500","1000","0.4317972549538813","1","0.583572287484969","45.318","32","35.983252561849646","6309","4501"
"348","30","10","color-agents-by-vision","550","1000","0.4329945368077662","1","0.5884417598563383","42.054545454545455","29","34.60872531877037","7209","5041"
"349","30","10","color-agents-by-vision","600","1000","0.4205708026783499","1","0.5850976896218706","40.32333333333333","28","32.23751776230108","7876","5584"
"350","30","10","color-agents-by-vision","650","1000","0.4192578826200579","1","0.5917055679588661","41.07230769230769","30","32.26296998037357","8746","6034"
"351","30","10","color-agents-by-vision","700","1000","0.4173858627204029","1","0.5858928459267634","36.29714285714286","26","29.286366539271352","9328","6592"
"352","30","10","color-agents-by-vision","750","1000","0.42368772290548173","1","0.5883204912809223","35.01733333333333","26","28.35740743257899","10155","7105"
"353","30","10","color-agents-by-vision","800","1000","0.4128983739088805","1","0.587327376116978","33.93875","25","27.037729137885606","10845","7619"
"354","30","10","color-agents-by-vision","850","1000","0.4097911567171196","1","0.6007546045772725","33.107058823529414","25","25.78330596503334","12101","8041"
"358","30","15","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"355","30","10","color-agents-by-vision","900","1000","0.42634998979236494","1","0.6146011758714874","30.84111111111111","22","25.390482808111795","13276","8324"
"359","30","15","color-agents-by-vision","50","1000","0.4837483617300131","1","0.2543741588156124","76.3","50","70.5608002407303","189","553"
"360","30","15","color-agents-by-vision","100","1000","0.43503989554620626","1","0.31727681438664096","68.93","52","57.67643199852784","494","1062"
"361","30","15","color-agents-by-vision","150","1000","0.4701824417009602","1","0.3739737274220033","64.8","43.5","58.47089564547387","911","1524"
"362","30","15","color-agents-by-vision","200","1000","0.42369904027561306","1","0.38745933155871043","60.955","43","49.13802706171248","1310","2070"
"356","30","10","color-agents-by-vision","950","1000","0.42815366531544846","1","0.6419297352342159","30.25894736842105","22","24.424121740826514","15129","8438"
"363","30","15","color-agents-by-vision","250","1000","0.4447803168577058","1","0.41340396130815293","54.788","34","46.65337292007167","1795","2546"
"357","30","10","color-agents-by-vision","1000","1000","0.432046385894831","1","0.6813518640393326","29.039","21","23.345845615601668","17600","8230"
"364","30","15","color-agents-by-vision","300","1000","0.4525591358551099","1","0.422155123608228","54.723333333333336","35","47.513914056679305","2237","3061"
"365","30","15","color-agents-by-vision","350","1000","0.4521787631597292","1","0.46573232712151547","46.83428571428571","30","40.90237130918813","3024","3468"
"366","30","15","color-agents-by-vision","400","1000","0.4416089769926049","1","0.5153916092999091","48.68","35.5","39.88043031117533","3968","3730"
"367","30","15","color-agents-by-vision","450","1000","0.4407752921889049","1","0.5549255058928174","46.68888888888889","35","38.745427043752805","4991","4002"
"368","30","15","color-agents-by-vision","500","1000","0.42624107506447706","1","0.56611328125","44.202","34","35.48514600751064","5797","4442"
"369","30","15","color-agents-by-vision","550","1000","0.417194331967686","1","0.579271948608137","41.514545454545456","30","32.90034031404936","6763","4911"
"370","30","15","color-agents-by-vision","600","1000","0.40832821362650423","1","0.5870429860792412","41.235","29","32.33557004523423","7675","5398"
"371","30","15","color-agents-by-vision","650","1000","0.4024296597749594","1","0.5863369656328583","39.08307692307692","29","29.97738011760172","8394","5921"
"372","30","15","color-agents-by-vision","700","1000","0.4148251079368603","1","0.5896944124792226","38.61857142857143","28","31.082684473272103","9224","6417"
"373","30","15","color-agents-by-vision","750","1000","0.39432081911262784","1","0.5858387019804343","37.504","27","28.23096350464387","9821","6942"
"374","30","15","color-agents-by-vision","800","1000","0.40673218777619125","1","0.5956910257113097","36.7725","27","28.623458416387127","10866","7374"
"375","30","15","color-agents-by-vision","850","1000","0.4168096101420005","1","0.5979286300246104","36.22470588235294","25","28.695716534700722","11662","7841"
"379","30","20","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"380","30","20","color-agents-by-vision","50","1000","0.4619604147031103","1","0.22758620689655173","63.66","40","59.47924007584494","165","559"
"376","30","15","color-agents-by-vision","900","1000","0.39360466045950415","1","0.6084277385410248","33.971111111111114","25","25.219950100663716","12836","8260"
"381","30","20","color-agents-by-vision","100","1000","0.45137110877929354","1","0.3288888888888889","57.18","39","50.32046393773702","518","1056"
"382","30","20","color-agents-by-vision","150","1000","0.41938560582204965","1","0.3822204014748054","63.513333333333335","48.5","49.227963988761","933","1507"
"383","30","20","color-agents-by-vision","200","1000","0.44203978314597797","1","0.3985163204747775","62.715","45.5","51.707077701433775","1343","2026"
"377","30","15","color-agents-by-vision","950","1000","0.401295104535175","1","0.6322257823816003","31.430526315789475","23","23.720334803264677","14404","8378"
"384","30","20","color-agents-by-vision","250","1000","0.427839806171168","1","0.39356376638855783","56.132","38","46.13567576521722","1651","2543"
"378","30","15","color-agents-by-vision","1000","1000","0.4283576707267002","1","0.6558613659531091","29.228","21","23.57103327411869","16085","8439"
"385","30","20","color-agents-by-vision","300","1000","0.4320547044258749","1","0.4223161129249088","57.44","36","46.994980163152725","2199","3007"
"386","30","20","color-agents-by-vision","350","1000","0.43960356201056444","1","0.44870565675934804","50.92285714285714","34","42.75193043925921","2808","3449"
"387","30","20","color-agents-by-vision","400","1000","0.4395817959653075","1","0.49751310660034953","52.1725","35","43.162022011373324","3701","3737"
"388","30","20","color-agents-by-vision","450","1000","0.4248328127180412","1","0.5511784128429922","46.004444444444445","33.5","37.30975472413155","4841","3941"
"389","30","20","color-agents-by-vision","500","1000","0.4059228026386164","1","0.5755480940154059","44.872","33","34.96983549846323","5828","4297"
"390","30","20","color-agents-by-vision","550","1000","0.41252530322040987","1","0.572707133362871","43.472727272727276","32","33.981863021417155","6463","4821"
"391","30","20","color-agents-by-vision","600","1000","0.40269631236442477","1","0.5756128621458134","42.25833333333333","31","32.355366068262015","7232","5331"
"392","30","20","color-agents-by-vision","650","1000","0.39180434280434295","1","0.5911133300049926","40.98461538461538","30","31.11957766838465","8288","5732"
"393","30","20","color-agents-by-vision","700","1000","0.3802784926003149","1","0.5877146631439895","40.128571428571426","29","28.94349555615555","8898","6241"
"394","30","20","color-agents-by-vision","750","1000","0.39956449327943067","1","0.5849621304666504","38.588","28.5","29.620016596510723","9577","6794"
"395","30","20","color-agents-by-vision","800","1000","0.3899266334440754","1","0.5847072200113701","38.3775","27","29.017322412655503","10285","7304"
"396","30","20","color-agents-by-vision","850","1000","0.38184857750329104","1","0.5900375046220485","34.1764705882353","26","25.34509822467786","11170","7760"
"400","30","25","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"401","30","25","color-agents-by-vision","50","1000","0.49569030860855434","1","0.25068493150684934","73.88","43","69.55680104366914","183","546"
"397","30","20","color-agents-by-vision","900","1000","0.378569282377395","1","0.5996658969193731","35.99333333333333","26","26.285671985401798","12205","8147"
"402","30","25","color-agents-by-vision","100","1000","0.402396694214876","1","0.3117140966247518","75.02","65.5","54.71006776774743","471","1039"
"403","30","25","color-agents-by-vision","150","1000","0.4400322515621846","1","0.38976705490848584","66.14666666666666","51","54.15555356658178","937","1466"
"404","30","25","color-agents-by-vision","200","1000","0.44433390143445534","1","0.3953205712549377","70.41","49","58.805803391866135","1301","1989"
"398","30","20","color-agents-by-vision","950","1000","0.3993505269587308","1","0.612913558779115","32.74421052631579","24","24.97680363600061","13394","8458"
"399","30","20","color-agents-by-vision","1000","1000","0.40459438838296796","1","0.6296757035003432","32.504","23","24.370964854267225","14679","8632"
"405","30","25","color-agents-by-vision","250","1000","0.4246840310923222","1","0.4104793233082707","58.664","42","48.1148966236906","1747","2508"
"406","30","25","color-agents-by-vision","300","1000","0.42888621891145023","1","0.4219114219114219","55.486666666666665","36","46.10475735820638","2172","2975"
"407","30","25","color-agents-by-vision","350","1000","0.4200364606417406","1","0.4407359166395311","48.808571428571426","30","39.78330178737304","2707","3434"
"408","30","25","color-agents-by-vision","400","1000","0.40627650596054415","1","0.4886735807860262","47.395","33.5","37.047337800376965","3581","3746"
"409","30","25","color-agents-by-vision","450","1000","0.45310790227258874","1","0.5361078546307151","48.63111111111111","31","42.09081190027289","4573","3956"
"410","30","25","color-agents-by-vision","500","1000","0.40196763085399423","1","0.5673381736373863","46.464","36","34.685022785219886","5548","4230"
"411","30","25","color-agents-by-vision","550","1000","0.39073812895686283","1","0.581626207021027","45.40181818181818","33.5","34.04155283021863","6445","4635"
"412","30","25","color-agents-by-vision","600","1000","0.3949895150050509","1","0.5739016821819369","43.44833333333333","32","33.11255652399579","7028","5217"
"413","30","25","color-agents-by-vision","650","1000","0.3804158915449724","1","0.5868589507762489","40.713846153846156","31","29.520168222276748","7976","5614"
"414","30","25","color-agents-by-vision","700","1000","0.3734538254581321","1","0.5802015250544662","41.79571428571428","32","29.83890431139861","8522","6165"
"415","30","25","color-agents-by-vision","750","1000","0.37203862847222263","1","0.583260022621591","40.96","30","29.34775609338738","9282","6631"
"416","30","25","color-agents-by-vision","800","1000","0.3637211120697624","1","0.5892991710625471","40.56625","30","28.559546049012333","10166","7084"
"417","30","25","color-agents-by-vision","850","1000","0.3818618551808016","1","0.5918246763710587","37.32705882352941","28","27.51033808564778","11018","7598"
"421","30","30","color-agents-by-vision","0","0","0","1","0","0","0","0","0","0"
"422","30","30","color-agents-by-vision","50","1000","0.47307732226258425","1","0.2148876404494382","77.08","45","71.17091816069774","153","558"
"418","30","25","color-agents-by-vision","900","1000","0.3790602836879433","1","0.5978462309040822","35.92888888888889","27","26.083536735682518","11936","8028"
"423","30","30","color-agents-by-vision","100","1000","0.4378221737351699","1","0.3093812375249501","73.33","45.5","63.41160315069642","465","1037"
"424","30","30","color-agents-by-vision","150","1000","0.4147966577251566","1","0.3337719298245614","72.07333333333334","54","56.19490252105816","761","1518"
"425","30","30","color-agents-by-vision","200","1000","0.39925655492864265","1","0.39153114452285975","60.26","43","45.50600380070245","1276","1982"
"419","30","25","color-agents-by-vision","950","1000","0.3714969489516849","1","0.6070793977368372","34.782105263157895","26","24.765707106016254","12983","8402"
"426","30","30","color-agents-by-vision","250","1000","0.4041672610306973","1","0.3992276128409365","57.204","40.5","44.0771774765262","1654","2488"
"420","30","25","color-agents-by-vision","1000","1000","0.36797928105566513","1","0.6230931088900579","32.965","26","23.029766502184632","14214","8597"
"427","30","30","color-agents-by-vision","300","1000","0.3930893477380722","1","0.40649920255183414","52.14333333333333","35","40.75765872452156","2039","2976"
"428","30","30","color-agents-by-vision","350","1000","0.4006169026638625","1","0.42978510744627685","52.20285714285714","35.5","39.98311237861514","2580","3422"
