"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3 Wealth Distribution.nlogo"
"experiment"
"02/29/2024 00:25:42:701 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-initial-vision","initial-population","[step]","gini-index","survival-ratio"
"3","6","100","1704","0.39594184859649784","0.93"
"2","6","100","1692","0.4196249219290693","0.84"
"4","6","100","1652","0.3965448745465408","0.9"
"1","6","100","280","0.38372938689217767","1"
"6","6","100","1672","0.39069989395546123","0.92"
"7","6","200","1184","0.3765635771044393","0.915"
"2","6","100","1696","0.41059289253205594","0.84"
"3","6","100","1708","0.40602242017434487","0.93"
"5","6","100","1576","0.41209498138280387","0.91"
"8","6","200","1220","0.40093163025255074","0.905"
"4","6","100","1656","0.38792570677186017","0.9"
"6","6","100","1676","0.4069232858288288","0.92"
"2","6","100","1700","0.4059500321009692","0.84"
"3","6","100","1712","0.4138434505198398","0.93"
"5","6","100","1580","0.41335221221196117","0.91"
"7","6","200","1188","0.36718807480603205","0.915"
"4","6","100","1660","0.38705949302469583","0.9"
"8","6","200","1224","0.4041763276088155","0.905"
"6","6","100","1680","0.39147445648393736","0.92"
"2","6","100","1704","0.3925722391425603","0.84"
"5","6","100","1584","0.41680284715676696","0.91"
"3","6","100","1716","0.4176931708047852","0.93"
"7","6","200","1192","0.38047710458153705","0.915"
"4","6","100","1664","0.3897514298469493","0.9"
"6","6","100","1684","0.4095901876981493","0.92"
"2","6","100","1708","0.40205792070456275","0.84"
"8","6","200","1228","0.3949367758947657","0.905"
"3","6","100","1720","0.4046317242774198","0.93"
"5","6","100","1588","0.39669266965129696","0.91"
"6","6","100","1688","0.3941514865400996","0.92"
"4","6","100","1668","0.37084608983718775","0.9"
"7","6","200","1196","0.3828282211356331","0.915"
"2","6","100","1712","0.3941652078217587","0.84"
"3","6","100","1724","0.40092615998974185","0.93"
"8","6","200","1232","0.3962271780328177","0.905"
"5","6","100","1592","0.4065976445459669","0.91"
"1","6","100","284","0.36268558209158314","1"
"6","6","100","1692","0.4041027113486015","0.92"
"2","6","100","1716","0.37826997335073675","0.84"
"4","6","100","1672","0.36308411214953246","0.9"
"7","6","200","1200","0.3874440954482224","0.915"
"3","6","100","1728","0.3955071251911189","0.93"
"2","6","100","1720","0.37245426336669896","0.84"
"5","6","100","1596","0.40449558422423537","0.91"
"4","6","100","1676","0.36772383583695123","0.9"
"6","6","100","1696","0.38895103195093655","0.92"
"3","6","100","1732","0.40554675033048576","0.93"
"2","6","100","1724","0.34982020363080707","0.84"
"7","6","200","1204","0.42350738017180417","0.915"
"5","6","100","1600","0.41753091665218184","0.91"
"4","6","100","1680","0.39799282593779556","0.9"
"6","6","100","1700","0.40494940373429655","0.92"
"3","6","100","1736","0.4022268998545442","0.93"
"2","6","100","1728","0.3654432222061401","0.84"
"4","6","100","1684","0.3868347199388895","0.9"
"5","6","100","1604","0.39933871438296226","0.91"
"6","6","100","1704","0.39311119862897786","0.92"
"3","6","100","1740","0.42428907928866183","0.93"
"7","6","200","1208","0.42965421272250776","0.915"
"2","6","100","1732","0.3372359284975624","0.84"
"4","6","100","1688","0.3721593599477505","0.9"
"5","6","100","1608","0.38169210105687945","0.91"
"6","6","100","1708","0.3864435961335373","0.92"
"2","6","100","1736","0.3278439453110952","0.84"
"3","6","100","1744","0.39125532418639847","0.93"
"7","6","200","1212","0.4177953610050404","0.915"
"5","6","100","1612","0.3724060455571837","0.91"
"4","6","100","1692","0.3618362163869087","0.89"
"6","6","100","1712","0.38060758082497204","0.92"
"2","6","100","1740","0.3311473560251881","0.84"
"3","6","100","1748","0.37455972484724864","0.93"
"5","6","100","1616","0.3780673324955355","0.91"
"4","6","100","1696","0.37120283626352163","0.89"
"7","6","200","1216","0.40984295299609724","0.915"
"2","6","100","1744","0.3383631324213378","0.84"
"6","6","100","1716","0.3797580149592722","0.92"
"3","6","100","1752","0.38440702180248126","0.93"
"4","6","100","1700","0.37766687930310516","0.89"
"5","6","100","1620","0.3571698903802224","0.91"
"1","6","100","288","0.3636370134511665","1"
"2","6","100","1748","0.3577735672121741","0.84"
"7","6","200","1220","0.40068698133855424","0.915"
"6","6","100","1720","0.40823039454873844","0.92"
"3","6","100","1756","0.3731305965938635","0.93"
"5","6","100","1624","0.3539044968561843","0.91"
"2","6","100","1752","0.37073873391294804","0.84"
"4","6","100","1704","0.3896224349933909","0.89"
"8","6","200","1236","0.3880557982484739","0.905"
"6","6","100","1724","0.4124857878905633","0.92"
"7","6","200","1224","0.4009643013574127","0.915"
"2","6","100","1756","0.3707953840218722","0.84"
"3","6","100","1760","0.3726975960334337","0.93"
"5","6","100","1628","0.33861271658430186","0.91"
"4","6","100","1708","0.40702478679144655","0.89"
"6","6","100","1728","0.4063602557578205","0.92"
"8","6","200","1240","0.3786489505966938","0.905"
"5","6","100","1632","0.3583837777340502","0.91"
"2","6","100","1760","0.3733312132192325","0.84"
"3","6","100","1764","0.37236184839622044","0.93"
"4","6","100","1712","0.38887701514411327","0.89"
"6","6","100","1732","0.39557578372830726","0.92"
"7","6","200","1228","0.3855613793584373","0.915"
"5","6","100","1636","0.38134328358208963","0.91"
"3","6","100","1768","0.37376733349129504","0.93"
"2","6","100","1764","0.3936647794173741","0.84"
"8","6","200","1244","0.3635517404876021","0.905"
"6","6","100","1736","0.42816308382674534","0.92"
"4","6","100","1716","0.3984030006983654","0.89"
"2","6","100","1768","0.4123700645820256","0.84"
"7","6","200","1232","0.39229768849071217","0.915"
"3","6","100","1772","0.3820857162128097","0.93"
"6","6","100","1740","0.4224088999886476","0.92"
"5","6","100","1640","0.3552571448087209","0.91"
"8","6","200","1248","0.3464863052441717","0.905"
"4","6","100","1720","0.40351958452999703","0.89"
"1","6","100","292","0.37578490228637124","1"
"2","6","100","1772","0.4023366602393108","0.84"
"3","6","100","1776","0.37975035408421215","0.93"
"6","6","100","1744","0.3987710813370163","0.92"
"5","6","100","1644","0.36215698633184334","0.91"
"7","6","200","1236","0.39069002515134466","0.915"
"4","6","100","1724","0.38149315876030976","0.89"
"8","6","200","1252","0.3474177847934754","0.905"
"2","6","100","1776","0.40271665933245304","0.84"
"3","6","100","1780","0.41498305362728155","0.93"
"6","6","100","1748","0.3919396191300443","0.92"
"5","6","100","1648","0.3521959741963987","0.91"
"4","6","100","1728","0.3579764268432115","0.89"
"2","6","100","1780","0.4081399574313451","0.84"
"7","6","200","1240","0.39784938691247257","0.915"
"8","6","200","1256","0.35698773411167856","0.905"
"6","6","100","1752","0.3836686650362575","0.92"
"5","6","100","1652","0.33975080636217087","0.91"
"3","6","100","1784","0.40208953750739235","0.93"
"4","6","100","1732","0.3326635753241026","0.89"
"6","6","100","1756","0.3886490462138921","0.92"
"2","6","100","1784","0.4150325640662609","0.84"
"3","6","100","1788","0.39260941533489624","0.93"
"7","6","200","1244","0.39317222151854586","0.915"
"5","6","100","1656","0.3620345316325215","0.91"
"8","6","200","1260","0.35734680707056415","0.905"
"4","6","100","1736","0.3492481436976681","0.89"
"6","6","100","1760","0.39375603452117447","0.92"
"2","6","100","1788","0.3874259644629422","0.84"
"3","6","100","1792","0.3808660681412668","0.93"
"8","6","200","1264","0.36837356370158303","0.905"
"5","6","100","1660","0.36701173078418575","0.91"
"4","6","100","1740","0.36585915246203976","0.89"
"7","6","200","1248","0.39415663009516355","0.915"
"6","6","100","1764","0.408684577493129","0.92"
"2","6","100","1792","0.3827228521438795","0.84"
"3","6","100","1796","0.3750275845599012","0.93"
"8","6","200","1268","0.37141654852538714","0.905"
"4","6","100","1744","0.3634928972952858","0.89"
"6","6","100","1768","0.4004734112904919","0.92"
"5","6","100","1664","0.3794785972123883","0.91"
"2","6","100","1796","0.3740824357838482","0.84"
"7","6","200","1252","0.39175861795324657","0.915"
"3","6","100","1800","0.3641113647499769","0.93"
"1","6","100","296","0.3759616829451538","1"
"4","6","100","1748","0.3805161095746251","0.89"
"2","6","100","1800","0.37476644862887115","0.84"
"5","6","100","1668","0.37900416335479525","0.91"
"6","6","100","1772","0.4029965467140519","0.92"
"8","6","200","1272","0.3784514841265153","0.905"
"3","6","100","1804","0.34293732223618395","0.93"
"7","6","200","1256","0.37426955101761766","0.915"
"2","6","100","1804","0.3948066658088765","0.84"
"4","6","100","1752","0.37471763428873156","0.89"
"6","6","100","1776","0.39367116885939757","0.92"
"5","6","100","1672","0.3817587025134194","0.91"
"3","6","100","1808","0.35072413447049994","0.93"
"8","6","200","1276","0.3857178725687015","0.905"
"6","6","100","1780","0.379452483811243","0.91"
"2","6","100","1808","0.38439713873031134","0.84"
"4","6","100","1756","0.3587302691160593","0.89"
"7","6","200","1260","0.36104328953997633","0.915"
"5","6","100","1676","0.3704598496487505","0.91"
"3","6","100","1812","0.3442426712524837","0.93"
"8","6","200","1280","0.3799612401639877","0.905"
"2","6","100","1812","0.38113781924567086","0.84"
"6","6","100","1784","0.38260058723295604","0.91"
"4","6","100","1760","0.36408160943064805","0.89"
"7","6","200","1264","0.3524301667139224","0.915"
"3","6","100","1816","0.33049534728582225","0.93"
"5","6","100","1680","0.37782967584292054","0.91"
"2","6","100","1816","0.376443502949527","0.84"
"6","6","100","1788","0.3790361719906668","0.91"
"8","6","200","1284","0.38576872754707","0.905"
"4","6","100","1764","0.35646201278721357","0.89"
"3","6","100","1820","0.35906330698857775","0.93"
"7","6","200","1268","0.36786122472228744","0.915"
"5","6","100","1684","0.3684366204757723","0.91"
"2","6","100","1820","0.3654842519827681","0.84"
"6","6","100","1792","0.38837595812765086","0.91"
"3","6","100","1824","0.3466824219137264","0.93"
"4","6","100","1768","0.3551757717177353","0.89"
"8","6","200","1288","0.3913826532446139","0.905"
"2","6","100","1824","0.3590119138703683","0.84"
"5","6","100","1688","0.3747886941130455","0.91"
"6","6","100","1796","0.38016481032904104","0.91"
"7","6","200","1272","0.3696307099351603","0.915"
"3","6","100","1828","0.3907149737970637","0.93"
"2","6","100","1828","0.3485115570761015","0.84"
"4","6","100","1772","0.3667624556475458","0.89"
"5","6","100","1692","0.39041488625168863","0.91"
"6","6","100","1800","0.36810915015285955","0.91"
"1","6","100","300","0.3585111034403406","1"
"8","6","200","1292","0.39937137378987775","0.905"
"3","6","100","1832","0.3741681421550049","0.93"
"7","6","200","1276","0.39955443564883336","0.915"
"2","6","100","1832","0.3487575720533507","0.84"
"5","6","100","1696","0.37874926655414454","0.91"
"6","6","100","1804","0.3614081368291329","0.91"
"3","6","100","1836","0.3875616312177317","0.93"
"4","6","100","1776","0.37663305135877284","0.88"
"2","6","100","1836","0.341681214570134","0.84"
"8","6","200","1296","0.4093795083481531","0.905"
"7","6","200","1280","0.40147242282079665","0.915"
"6","6","100","1808","0.36416753605447255","0.91"
"3","6","100","1840","0.3903285084185356","0.93"
"4","6","100","1780","0.3692045605037262","0.88"
"5","6","100","1700","0.39171511956062005","0.91"
"2","6","100","1840","0.3613657525802941","0.84"
"3","6","100","1844","0.39190645614620007","0.93"
"6","6","100","1812","0.371501804676466","0.91"
"8","6","200","1300","0.41547854706042203","0.905"
"7","6","200","1284","0.39935298693427373","0.915"
"5","6","100","1704","0.3991233259525942","0.91"
"4","6","100","1784","0.3704295656417198","0.88"
"2","6","100","1844","0.36698266691696385","0.84"
"3","6","100","1848","0.38734210461755125","0.93"
"6","6","100","1816","0.36523870903308564","0.91"
"5","6","100","1708","0.3974183270665682","0.91"
"8","6","200","1304","0.4010437906359954","0.905"
"2","6","100","1848","0.3693598315381115","0.84"
"4","6","100","1788","0.3855835913859485","0.88"
"7","6","200","1288","0.4050376889271203","0.915"
"6","6","100","1820","0.36481272301558204","0.91"
"3","6","100","1852","0.3945977467215911","0.93"
"5","6","100","1712","0.39572762439863507","0.91"
"2","6","100","1852","0.3681536464671045","0.84"
"4","6","100","1792","0.37895017153206295","0.88"
"6","6","100","1824","0.37470471742490935","0.91"
"8","6","200","1308","0.39644617596023163","0.905"
"5","6","100","1716","0.39570385156285454","0.91"
"3","6","100","1856","0.3915932736897426","0.93"
"7","6","200","1292","0.39354404482069805","0.915"
"2","6","100","1856","0.3744659538400502","0.84"
"6","6","100","1828","0.3582544151000401","0.91"
"4","6","100","1796","0.39265049979692923","0.88"
"1","6","100","304","0.3620154474729948","1"
"3","6","100","1860","0.38025234203186664","0.93"
"8","6","200","1312","0.39282344691614485","0.905"
"5","6","100","1720","0.3777518902434499","0.91"
"2","6","100","1860","0.381857073456074","0.84"
"6","6","100","1832","0.37767265473004324","0.91"
"4","6","100","1800","0.3777148370222031","0.88"
"7","6","200","1296","0.39349413553265883","0.915"
"3","6","100","1864","0.3780072271039762","0.93"
"5","6","100","1724","0.37166779130866917","0.91"
"8","6","200","1316","0.3840749052243944","0.905"
"2","6","100","1864","0.3845599347756917","0.84"
"4","6","100","1804","0.37000879149275595","0.88"
"6","6","100","1836","0.38498598176017507","0.91"
"3","6","100","1868","0.36432584450851746","0.93"
"7","6","200","1300","0.4137118110942414","0.915"
"5","6","100","1728","0.3576862884068563","0.91"
"2","6","100","1868","0.40211914983414776","0.84"
"8","6","200","1320","0.375093380534557","0.905"
"6","6","100","1840","0.37475866858036294","0.91"
"4","6","100","1808","0.36721685901825524","0.88"
"3","6","100","1872","0.3568572227970523","0.92"
"5","6","100","1732","0.3460590918983872","0.91"
"2","6","100","1872","0.4465406216270604","0.84"
"7","6","200","1304","0.3877472808401697","0.915"
"4","6","100","1812","0.39690450315832365","0.88"
"8","6","200","1324","0.379082453318414","0.905"
"3","6","100","1876","0.373848686959865","0.92"
"2","6","100","1876","0.4351146143211807","0.84"
"5","6","100","1736","0.34614803186231735","0.91"
"4","6","100","1816","0.39043896739735184","0.88"
"7","6","200","1308","0.382782268556991","0.915"
"3","6","100","1880","0.39481795589441665","0.92"
"8","6","200","1328","0.3812803976944555","0.905"
"2","6","100","1880","0.43193297735089153","0.84"
"5","6","100","1740","0.3399095059266532","0.91"
"4","6","100","1820","0.3838898077320654","0.88"
"3","6","100","1884","0.388264228498557","0.92"
"7","6","200","1312","0.3777575139426443","0.915"
"2","6","100","1884","0.445651904844419","0.84"
"8","6","200","1332","0.4018324720801956","0.905"
"5","6","100","1744","0.34041807723810225","0.91"
"4","6","100","1824","0.3945489139835429","0.88"
"2","6","100","1888","0.4411949608259921","0.84"
"3","6","100","1888","0.37867316600981815","0.92"
"7","6","200","1316","0.35965964545145085","0.915"
"1","6","100","308","0.37564032073310405","1"
"4","6","100","1828","0.39577984098041397","0.88"
"8","6","200","1336","0.41935724872458574","0.905"
"2","6","100","1892","0.4096645589497287","0.83"
"3","6","100","1892","0.36513644696335623","0.92"
"5","6","100","1748","0.35351797379500605","0.91"
"7","6","200","1320","0.3544811198768405","0.91"
"4","6","100","1832","0.3883058128198878","0.88"
"2","6","100","1896","0.3996196508212039","0.83"
"8","6","200","1340","0.4203029507544748","0.905"
"3","6","100","1896","0.3841123573441759","0.92"
"5","6","100","1752","0.36680659420088413","0.91"
"4","6","100","1836","0.4254618484758322","0.88"
"7","6","200","1324","0.3539917609919449","0.905"
"2","6","100","1900","0.40303905276277546","0.83"
"3","6","100","1900","0.40295292047401055","0.92"
"5","6","100","1756","0.362899169317173","0.91"
"8","6","200","1344","0.402991690415685","0.905"
"4","6","100","1840","0.40810821301040207","0.88"
"6","6","100","1844","0.37357030347966885","0.91"
"2","6","100","1904","0.37888774707365236","0.82"
"3","6","100","1904","0.39793292637998556","0.92"
"7","6","200","1328","0.3510704459112236","0.905"
"5","6","100","1760","0.34989501107507315","0.91"
"6","6","100","1848","0.3634148104546815","0.91"
"4","6","100","1844","0.41521288350852165","0.88"
"8","6","200","1348","0.3983076466953265","0.905"
"2","6","100","1908","0.36885513978707285","0.82"
"3","6","100","1908","0.40114824636013424","0.92"
"6","6","100","1852","0.36300898573025403","0.91"
"4","6","100","1848","0.40352921931869284","0.88"
"5","6","100","1764","0.3536227536490021","0.91"
"7","6","200","1332","0.3546004441010298","0.905"
"2","6","100","1912","0.35598082559237004","0.82"
"3","6","100","1912","0.4092833977007745","0.92"
"8","6","200","1352","0.3887775592034836","0.905"
"6","6","100","1856","0.37403004491047326","0.91"
"1","6","100","312","0.3804862963173127","1"
"4","6","100","1852","0.3916955528961885","0.88"
"5","6","100","1768","0.3688807003146348","0.91"
"3","6","100","1916","0.3977791151689518","0.92"
"2","6","100","1916","0.3597534506671938","0.82"
"6","6","100","1860","0.349927073334219","0.91"
"7","6","200","1336","0.3638337652393955","0.905"
"8","6","200","1356","0.39011299064316746","0.905"
"4","6","100","1856","0.36571757271653954","0.88"
"3","6","100","1920","0.3880797304542798","0.92"
"2","6","100","1920","0.365211132702267","0.82"
"5","6","100","1772","0.39567040075279714","0.91"
"4","6","100","1860","0.36750691595917195","0.88"
"8","6","200","1360","0.40603108544673305","0.905"
"2","6","100","1924","0.3676020024089127","0.82"
"5","6","100","1776","0.36566831057497357","0.91"
"3","6","100","1924","0.374626768397855","0.92"
"7","6","200","1340","0.3729703800212437","0.905"
"4","6","100","1864","0.3679649878012953","0.88"
"2","6","100","1928","0.3564490086139854","0.82"
"5","6","100","1780","0.35124204742625786","0.91"
"3","6","100","1928","0.3684867079366228","0.92"
"8","6","200","1364","0.40631981420676955","0.905"
"4","6","100","1868","0.3761611216968358","0.88"
"7","6","200","1344","0.36754340795520607","0.905"
"2","6","100","1932","0.35230704901569143","0.82"
"5","6","100","1784","0.36732973995381585","0.91"
"4","6","100","1872","0.3725615092053447","0.88"
"3","6","100","1932","0.3719746301234031","0.92"
"8","6","200","1368","0.4056611979629245","0.905"
"2","6","100","1936","0.3713769137850881","0.82"
"5","6","100","1788","0.3822677425251181","0.91"
"4","6","100","1876","0.37845253839661336","0.88"
"7","6","200","1348","0.3830031351415442","0.905"
"3","6","100","1936","0.37614007358656765","0.92"
"2","6","100","1940","0.3675902409275655","0.82"
"8","6","200","1372","0.41197581441143316","0.905"
"5","6","100","1792","0.37208947917393","0.91"
"4","6","100","1880","0.3808354696641029","0.88"
"1","6","100","316","0.40050330082974994","1"
"3","6","100","1940","0.37023066890840794","0.92"
"2","6","100","1944","0.3856792372945427","0.82"
"7","6","200","1352","0.3951711028045342","0.905"
"4","6","100","1884","0.39052386666836864","0.88"
"5","6","100","1796","0.37594316557115426","0.91"
"8","6","200","1376","0.40310231193778123","0.905"
"3","6","100","1944","0.35867108644985357","0.92"
"2","6","100","1948","0.3970069160580408","0.82"
"4","6","100","1888","0.39282419738329394","0.88"
"5","6","100","1800","0.3714411190195398","0.91"
"7","6","200","1356","0.40816197731352793","0.905"
"3","6","100","1948","0.3612231416452263","0.92"
"2","6","100","1952","0.4141479099678454","0.82"
"6","6","100","1864","0.328333680277848","0.91"
"5","6","100","1804","0.3747194779598698","0.91"
"8","6","200","1380","0.3855661206690737","0.905"
"4","6","100","1892","0.3787615368885418","0.87"
"2","6","100","1956","0.39848001716975057","0.82"
"3","6","100","1952","0.3611764827927573","0.92"
"6","6","100","1868","0.3540339430916938","0.91"
"7","6","200","1360","0.39525873598077393","0.905"
"4","6","100","1896","0.3846727347391167","0.87"
"5","6","100","1808","0.3663447150047612","0.91"
"2","6","100","1960","0.4294406340763549","0.82"
"8","6","200","1384","0.3817387207719535","0.905"
"3","6","100","1956","0.3754034158900535","0.92"
"6","6","100","1872","0.37096869029522217","0.91"
"4","6","100","1900","0.3865515105342227","0.87"
"7","6","200","1364","0.40139578458719716","0.905"
"5","6","100","1812","0.3664005971110629","0.91"
"2","6","100","1964","0.42867358883738416","0.82"
"3","6","100","1960","0.39965550515666687","0.92"
"6","6","100","1876","0.40019406074519","0.91"
"8","6","200","1388","0.3788894540163549","0.905"
"2","6","100","1968","0.4147249668997363","0.82"
"4","6","100","1904","0.39757316549618077","0.87"
"5","6","100","1816","0.3561834760198228","0.91"
"7","6","200","1368","0.41425502396759095","0.905"
"3","6","100","1964","0.393584342370467","0.92"
"6","6","100","1880","0.3860525446912879","0.9"
"1","6","100","320","0.4114472484037701","1"
"2","6","100","1972","0.3947563982508441","0.82"
"4","6","100","1908","0.42240390335099004","0.86"
"8","6","200","1392","0.3960693211383521","0.905"
"5","6","100","1820","0.364675373917518","0.91"
"3","6","100","1968","0.40621909602639666","0.92"
"6","6","100","1884","0.39226783545260685","0.9"
"7","6","200","1372","0.40337513068592257","0.905"
"4","6","100","1912","0.4221210264583277","0.86"
"2","6","100","1976","0.38183542133188075","0.82"
"5","6","100","1824","0.3499330388522635","0.9"
"4","6","100","1916","0.42000377823343965","0.86"
"8","6","200","1396","0.38864217229079207","0.905"
"3","6","100","1972","0.4053084512215202","0.92"
"6","6","100","1888","0.40145455789996015","0.9"
"2","6","100","1980","0.3523620325836931","0.82"
"7","6","200","1376","0.39955297293847597","0.905"
"5","6","100","1828","0.34653988488269527","0.9"
"4","6","100","1920","0.4013659705374182","0.86"
"3","6","100","1976","0.3953923228902059","0.92"
"2","6","100","1984","0.34065629468992137","0.82"
"6","6","100","1892","0.3880094285946513","0.9"
"8","6","200","1400","0.37781533488375413","0.905"
"5","6","100","1832","0.35935413913455994","0.9"
"4","6","100","1924","0.37754826439491534","0.86"
"3","6","100","1980","0.3953380958246089","0.92"
"2","6","100","1988","0.34920249857775887","0.82"
"7","6","200","1380","0.40700367602586845","0.905"
"6","6","100","1896","0.3749387910337774","0.9"
"5","6","100","1836","0.40287308728186955","0.9"
"4","6","100","1928","0.3563204472644494","0.86"
"2","6","100","1992","0.3353157800415348","0.82"
"8","6","200","1404","0.3674320313556374","0.905"
"3","6","100","1984","0.37192556987837727","0.92"
"6","6","100","1900","0.3718346619985962","0.9"
"5","6","100","1840","0.40628840984170894","0.9"
"7","6","200","1384","0.405091549504906","0.905"
"4","6","100","1932","0.34933586006340106","0.86"
"2","6","100","1996","0.33872750026626924","0.82"
"3","6","100","1988","0.3932394921585127","0.92"
"6","6","100","1904","0.3570462557743738","0.9"
"8","6","200","1408","0.3563585008098999","0.9"
"5","6","100","1844","0.4100893664749081","0.9"
"2","6","100","2000","0.3369595031982708","0.82"
"4","6","100","1936","0.36613801345848423","0.86"
"3","6","100","1992","0.3902109020116807","0.92"
"7","6","200","1388","0.40596359905648177","0.905"
"1","6","100","324","0.42321988356471124","1"
"6","6","100","1908","0.35355486977652545","0.9"
"5","6","100","1848","0.42964819390516484","0.9"
"3","6","100","1996","0.3854399950013647","0.92"
"4","6","100","1940","0.3498809099437981","0.86"
"8","6","200","1412","0.3629922983453058","0.9"
"7","6","200","1392","0.4224328352487521","0.905"
"6","6","100","1912","0.3648076305126456","0.9"
"5","6","100","1852","0.4094926052332192","0.9"
"3","6","100","2000","0.38274763697709935","0.92"
"4","6","100","1944","0.3391982550941507","0.85"
"8","6","200","1416","0.3578638271652484","0.9"
"6","6","100","1916","0.36633590418861284","0.9"
"7","6","200","1396","0.40362161164334504","0.905"
"5","6","100","1856","0.39486272969316016","0.9"
"4","6","100","1948","0.35049706902209093","0.85"
"6","6","100","1920","0.3643953732912722","0.9"
"8","6","200","1420","0.35490650451719724","0.9"
"5","6","100","1860","0.3839959608621468","0.9"
"7","6","200","1400","0.3921731206336993","0.905"
"4","6","100","1952","0.3368706560433972","0.85"
"9","6","200","0","0","1"
"6","6","100","1924","0.38393168880455375","0.9"
"10","6","200","0","0","1"
"4","6","100","1956","0.32107770098147614","0.84"
"5","6","100","1864","0.3970288751530348","0.9"
"7","6","200","1404","0.3780887395539667","0.905"
"9","6","200","4","0.1814135759272218","1"
"8","6","200","1424","0.36593354729091937","0.9"
"6","6","100","1928","0.38163663883599397","0.9"
"4","6","100","1960","0.3293705592435138","0.84"
"5","6","100","1868","0.3863837862999961","0.9"
"6","6","100","1932","0.406180208411052","0.9"
"1","6","100","328","0.4197934528448949","1"
"10","6","200","4","0.1928410929354665","1"
"9","6","200","8","0.18906273338312174","1"
"7","6","200","1408","0.3669740724715416","0.905"
"8","6","200","1428","0.37783033004512323","0.9"
"5","6","100","1872","0.39827360326209116","0.9"
"4","6","100","1964","0.3455502267495054","0.84"
"6","6","100","1936","0.3935781627918455","0.9"
"10","6","200","8","0.19753077801751492","1"
"9","6","200","12","0.1932859128380747","0.995"
"5","6","100","1876","0.40867169605817416","0.9"
"7","6","200","1412","0.35694261675590383","0.905"
"4","6","100","1968","0.3550171577328128","0.84"
"8","6","200","1432","0.3868352263624329","0.9"
"6","6","100","1940","0.39091362674327823","0.9"
"4","6","100","1972","0.3501552623174246","0.84"
"5","6","100","1880","0.3993464952555859","0.9"
"10","6","200","12","0.19822387885346418","0.995"
"7","6","200","1416","0.36039241539621053","0.905"
"9","6","200","16","0.19913295048919719","0.995"
"6","6","100","1944","0.3839011641720121","0.9"
"8","6","200","1436","0.40720917708884585","0.9"
"4","6","100","1976","0.35294971265677755","0.84"
"5","6","100","1884","0.39022896819970493","0.9"
"6","6","100","1948","0.4240218327106158","0.9"
"10","6","200","16","0.20149609003382996","0.995"
"7","6","200","1420","0.36246997381836993","0.905"
"9","6","200","20","0.20541936569136876","0.995"
"4","6","100","1980","0.34923760702080303","0.84"
"8","6","200","1440","0.4001217014319438","0.9"
"5","6","100","1888","0.3726638552496069","0.9"
"6","6","100","1952","0.43007640045470125","0.9"
"4","6","100","1984","0.3732827154846369","0.84"
"7","6","200","1424","0.3643902228096834","0.905"
"10","6","200","20","0.20384299275622036","0.995"
"9","6","200","24","0.2051000741803763","0.99"
"8","6","200","1444","0.4008692458374143","0.9"
"6","6","100","1956","0.4257994930701609","0.9"
"5","6","100","1892","0.3668865622517305","0.9"
"1","6","100","332","0.41472143791749894","1"
"4","6","100","1988","0.3915616673855255","0.84"
"9","6","200","28","0.20762335980382596","0.99"
"6","6","100","1960","0.4174323833255461","0.9"
"7","6","200","1428","0.3718187001578688","0.905"
"10","6","200","24","0.20588238650107957","0.995"
"5","6","100","1896","0.38349299355158695","0.9"
"8","6","200","1448","0.4046790144629278","0.9"
"4","6","100","1992","0.4137414183588327","0.84"
"5","6","100","1900","0.38527850961141485","0.9"
"6","6","100","1964","0.39878027400005","0.9"
"9","6","200","32","0.20949833414555888","0.99"
"7","6","200","1432","0.3661329967004634","0.9"
"10","6","200","28","0.20725821380035858","0.995"
"4","6","100","1996","0.4171435240762974","0.84"
"8","6","200","1452","0.405516629836111","0.895"
"5","6","100","1904","0.3807047413126525","0.89"
"6","6","100","1968","0.3874982534868619","0.9"
"4","6","100","2000","0.4138329893811305","0.84"
"9","6","200","36","0.2102206643895203","0.99"
"5","6","100","1908","0.4023080774144923","0.89"
"7","6","200","1436","0.35876228232836704","0.9"
"10","6","200","32","0.2083776465613344","0.995"
"6","6","100","1972","0.3805117748190795","0.9"
"8","6","200","1456","0.39724934407453766","0.895"
"5","6","100","1912","0.4023445060567435","0.89"
"9","6","200","40","0.21130201563545922","0.99"
"6","6","100","1976","0.38924885105100526","0.9"
"10","6","200","36","0.20897544331461146","0.995"
"7","6","200","1440","0.3621605301593529","0.9"
"8","6","200","1460","0.40475456548425165","0.895"
"1","6","100","336","0.42972155477031804","1"
"11","6","200","0","0","1"
"6","6","100","1980","0.4055068738559796","0.9"
"5","6","100","1916","0.41887777940093124","0.89"
"9","6","200","44","0.21251770418830512","0.99"
"10","6","200","40","0.20950247141073872","0.995"
"7","6","200","1444","0.3788216277202802","0.9"
"6","6","100","1984","0.3916205771512317","0.89"
"11","6","200","4","0.19088813886210215","1"
"5","6","100","1920","0.416593892133533","0.89"
"8","6","200","1464","0.3982669842750501","0.895"
"9","6","200","48","0.21238391514975324","0.99"
"10","6","200","44","0.2092553066335021","0.995"
"5","6","100","1924","0.42182942708875715","0.89"
"6","6","100","1988","0.368483382518516","0.89"
"7","6","200","1448","0.39629981936362063","0.895"
"11","6","200","8","0.20203118725739536","1"
"9","6","200","52","0.21213553191912177","0.99"
