"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3 Wealth Distribution.nlogo"
"experiment"
"02/27/2024 19:29:36:847 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-initial-vision","initial-population","[step]","gini-index","survival-ratio"
"18","2","180","800","0.39426145696390824","0.8611111111111112"
"20","2","180","600","0.3524668044824799","0.9277777777777778"
"22","2","200","600","0.38937667161944356","0.905"
"21","2","200","600","0.3775678446457168","0.91"
"16","2","160","1000","0.3685025723069202","0.9"
"1","2","100","1800","0.3955546619431301","0.76"
"17","2","180","1000","0.39044878622296364","0.8555555555555555"
"19","2","180","1000","0.40090305831123146","0.8111111111111111"
"18","2","180","1000","0.38355902961163335","0.8333333333333334"
"20","2","180","800","0.42546204911538","0.9166666666666666"
"22","2","200","800","0.404953111315393","0.885"
"16","2","160","1200","0.3762937857835243","0.88125"
"17","2","180","1200","0.39997866392853726","0.8055555555555556"
"21","2","200","800","0.379105188961861","0.87"
"19","2","180","1200","0.37689046156350803","0.7833333333333333"
"18","2","180","1200","0.4160086838549581","0.8166666666666667"
"20","2","180","1000","0.3961632277102751","0.9055555555555556"
"16","2","160","1400","0.38309219858156035","0.84375"
"22","2","200","1000","0.3705352200493652","0.845"
"17","2","180","1400","0.38884593219406394","0.7833333333333333"
"21","2","200","1000","0.40525198172257015","0.85"
"19","2","180","1400","0.39919237981414885","0.7666666666666667"
"1","2","100","2000","0.3855986166306516","0.74"
"18","2","180","1400","0.39678484140056314","0.8055555555555556"
"23","2","200","0","0","1"
"20","2","180","1200","0.4122464152947424","0.8555555555555555"
"16","2","160","1600","0.40244957792464703","0.81875"
"22","2","200","1200","0.40893211392285345","0.79"
"17","2","180","1600","0.3862364428138585","0.75"
"19","2","180","1600","0.3913014103613137","0.7277777777777777"
"21","2","200","1200","0.39272225683708956","0.825"
"18","2","180","1600","0.37266460846348465","0.7833333333333333"
"20","2","180","1400","0.39546430737938276","0.8277777777777777"
"16","2","160","1800","0.3875654413519163","0.79375"
"17","2","180","1800","0.392395184614714","0.7388888888888889"
"19","2","180","1800","0.3915871093565686","0.7"
"22","2","200","1400","0.38020628602468143","0.77"
"21","2","200","1400","0.40596802134439347","0.8"
"18","2","180","1800","0.3994775603535867","0.7722222222222223"
"16","2","160","2000","0.3876184773310522","0.78125"
"24","2","200","0","0","1"
"20","2","180","1600","0.39190755173579606","0.8"
"17","2","180","2000","0.37303235822748315","0.7277777777777777"
"19","2","180","2000","0.4166802686284887","0.6722222222222223"
"25","2","220","0","0","1"
"26","2","220","0","0","1"
"18","2","180","2000","0.384149642916459","0.75"
"27","2","220","0","0","1"
"21","2","200","1600","0.3959282998356063","0.79"
"23","2","200","200","0.31831968802025207","0.975"
"22","2","200","1600","0.3952443708334083","0.765"
"20","2","180","1800","0.39408219934519084","0.7888888888888889"
"24","2","200","200","0.36576891850143906","0.96"
"25","2","220","200","0.32653718945172666","0.9590909090909091"
"22","2","200","1800","0.39933656230755143","0.75"
"21","2","200","1800","0.3870296450583845","0.77"
"26","2","220","200","0.34318295954238687","0.9727272727272728"
"27","2","220","200","0.3326317128894678","0.9454545454545454"
"20","2","180","2000","0.4193082445924","0.7388888888888889"
"28","2","220","0","0","1"
"24","2","200","400","0.43049684167477914","0.935"
"22","2","200","2000","0.3788498090864743","0.745"
"29","2","240","0","0","1"
"21","2","200","2000","0.4007456020618315","0.735"
"30","2","240","0","0","1"
"25","2","220","400","0.4003667195737914","0.9318181818181818"
"26","2","220","400","0.39339826114453746","0.9409090909090909"
"27","2","220","400","0.39937308407457667","0.9136363636363637"
"23","2","200","400","0.4494457022198506","0.94"
"28","2","220","200","0.33969669865347835","0.9590909090909091"
"24","2","200","600","0.3649126264889428","0.905"
"29","2","240","200","0.3443788486937176","0.95"
"25","2","220","600","0.39795666310987154","0.8909090909090909"
"30","2","240","200","0.3408357111766695","0.9583333333333334"
"26","2","220","600","0.4111292486622819","0.9136363636363637"
"27","2","220","600","0.40254232211532726","0.8681818181818182"
"28","2","220","400","0.40582858693201285","0.9181818181818182"
"24","2","200","800","0.39929803140306375","0.865"
"29","2","240","400","0.4054826996028734","0.9291666666666667"
"26","2","220","800","0.41755673908208096","0.8772727272727273"
"30","2","240","400","0.4064025857918987","0.925"
"25","2","220","800","0.3971950433665043","0.8727272727272727"
"27","2","220","800","0.40749544621029576","0.85"
"23","2","200","600","0.4130956700019554","0.925"
"28","2","220","600","0.4414088988744718","0.8818181818181818"
"24","2","200","1000","0.3850984917168056","0.825"
"29","2","240","600","0.3917731099083788","0.8875"
"25","2","220","1000","0.41888888690710835","0.8545454545454545"
"26","2","220","1000","0.37648514979508374","0.85"
"30","2","240","600","0.3828018469429713","0.8958333333333334"
"27","2","220","1000","0.43243104300351964","0.8136363636363636"
"24","2","200","1200","0.40145588377203656","0.82"
"28","2","220","800","0.41506954372665705","0.8636363636363636"
"25","2","220","1200","0.40306835245127626","0.8318181818181818"
"27","2","220","1200","0.4118330125026735","0.7954545454545454"
"26","2","220","1200","0.3924413319872667","0.8272727272727273"
"29","2","240","800","0.42023323191728384","0.8416666666666667"
"30","2","240","800","0.40575689867543085","0.8666666666666667"
"23","2","200","800","0.3774102923259189","0.905"
"24","2","200","1400","0.4167030140734904","0.805"
"28","2","220","1000","0.4127908208670593","0.8363636363636363"
"27","2","220","1400","0.42357274104855114","0.7772727272727272"
"25","2","220","1400","0.389457780384593","0.8"
"26","2","220","1400","0.41131302521008395","0.8"
"29","2","240","1000","0.4126837536650718","0.8125"
"30","2","240","1000","0.3946893650104039","0.8416666666666667"
"24","2","200","1600","0.4176819921265715","0.765"
"28","2","220","1200","0.38973659842949704","0.8045454545454546"
"25","2","220","1600","0.4043147926820056","0.7681818181818182"
"27","2","220","1600","0.3993132912499771","0.759090909090909"
"26","2","220","1600","0.40549979774257683","0.7772727272727272"
"29","2","240","1200","0.3974075251463134","0.7666666666666667"
"30","2","240","1200","0.39364074706781205","0.8125"
"23","2","200","1000","0.38116606404163117","0.885"
"24","2","200","1800","0.42601219143444374","0.735"
"28","2","220","1400","0.39809023063715004","0.7863636363636364"
"27","2","220","1800","0.38869883671392846","0.740909090909091"
"26","2","220","1800","0.4112165554206485","0.7454545454545455"
"25","2","220","1800","0.396025657426469","0.7545454545454545"
"29","2","240","1400","0.45681140680736293","0.7333333333333333"
"30","2","240","1400","0.41292725771974","0.7708333333333334"
"24","2","200","2000","0.3966876275309999","0.69"
"31","2","240","0","0","1"
"28","2","220","1600","0.40840968333313366","0.7454545454545455"
"27","2","220","2000","0.3843422946848863","0.7272727272727273"
"32","2","240","0","0","1"
"26","2","220","2000","0.3936121595775294","0.7"
"33","2","260","0","0","1"
"25","2","220","2000","0.40366955696812223","0.7181818181818181"
"34","2","260","0","0","1"
"29","2","240","1600","0.38725409447092324","0.6958333333333333"
"30","2","240","1600","0.41127495651880136","0.7375"
"28","2","220","1800","0.4369430669632191","0.7136363636363636"
"23","2","200","1200","0.42282612156525606","0.87"
"31","2","240","200","0.3640995054798181","0.9666666666666667"
"32","2","240","200","0.3390977344299849","0.9625"
"33","2","260","200","0.3488685545971292","0.9576923076923077"
"29","2","240","1800","0.40678760894278154","0.6666666666666666"
"34","2","260","200","0.3440124483448087","0.9653846153846154"
"28","2","220","2000","0.40949860596919424","0.6818181818181818"
"30","2","240","1800","0.3846998149905578","0.7208333333333333"
"35","2","260","0","0","1"
"31","2","240","400","0.41802753117569763","0.9125"
"32","2","240","400","0.39864768724330457","0.925"
"29","2","240","2000","0.39192245191567776","0.6541666666666667"
"36","2","260","0","0","1"
"33","2","260","400","0.4177053851220943","0.926923076923077"
"34","2","260","400","0.39986808414780706","0.9076923076923077"
"30","2","240","2000","0.41433197000681654","0.675"
"37","2","280","0","0","1"
"35","2","260","200","0.3546913302882518","0.9730769230769231"
"23","2","200","1400","0.41863376375869293","0.835"
"31","2","240","600","0.42790516392194833","0.8708333333333333"
"32","2","240","600","0.411342637636664","0.9"
"36","2","260","200","0.33264938910177966","0.9538461538461539"
"34","2","260","600","0.3941498945869687","0.8769230769230769"
"33","2","260","600","0.3968792259574482","0.8807692307692307"
"37","2","280","200","0.3269560866415777","0.9678571428571429"
"35","2","260","400","0.4076989351934973","0.9461538461538461"
"31","2","240","800","0.39370992731086174","0.8458333333333333"
"32","2","240","800","0.4255910679797548","0.8625"
"36","2","260","400","0.4276881060534829","0.9115384615384615"
"33","2","260","800","0.3924694662704398","0.85"
"34","2","260","800","0.41293521023509855","0.8576923076923076"
"37","2","280","400","0.4071508461499836","0.95"
"23","2","200","1600","0.3892483967731047","0.81"
"31","2","240","1000","0.41433364266977196","0.8166666666666667"
"35","2","260","600","0.40298261245567407","0.9115384615384615"
"32","2","240","1000","0.3786406679348973","0.8333333333333334"
"33","2","260","1000","0.3958803191674378","0.8269230769230769"
"36","2","260","600","0.4154513585807362","0.85"
"34","2","260","1000","0.3906685478972793","0.8269230769230769"
"31","2","240","1200","0.43016729989292113","0.7625"
"37","2","280","600","0.4300695869079605","0.9071428571428571"
"35","2","260","800","0.3931064704282389","0.8923076923076924"
"32","2","240","1200","0.4051309709196864","0.8041666666666667"
"33","2","260","1200","0.3975360126110172","0.8153846153846154"
"36","2","260","800","0.4073459712157806","0.8153846153846154"
"34","2","260","1200","0.4176314953963381","0.8038461538461539"
"31","2","240","1400","0.4039304078787845","0.7458333333333333"
"23","2","200","1800","0.3960538444423253","0.78"
"35","2","260","1000","0.3793966496171128","0.8615384615384616"
"37","2","280","800","0.39326476622837725","0.8642857142857143"
"32","2","240","1400","0.3955103711220523","0.7875"
"33","2","260","1400","0.4108289786540119","0.7769230769230769"
"36","2","260","1000","0.427595464119163","0.7807692307692308"
"34","2","260","1400","0.4023791227577245","0.7730769230769231"
"31","2","240","1600","0.37755724315505856","0.7208333333333333"
"32","2","240","1600","0.3998775475611738","0.7666666666666667"
"35","2","260","1200","0.4178044689217691","0.8346153846153846"
"37","2","280","1000","0.3963668456593855","0.8285714285714286"
"33","2","260","1600","0.3886004009235635","0.7461538461538462"
"36","2","260","1200","0.4028992713269762","0.7576923076923077"
"31","2","240","1800","0.4032005973291441","0.6916666666666667"
"34","2","260","1600","0.42014131731353105","0.7307692307692307"
"23","2","200","2000","0.41020552980612146","0.73"
"32","2","240","1800","0.3982525988794794","0.7416666666666667"
"38","2","280","0","0","1"
"35","2","260","1400","0.3872715167142027","0.7961538461538461"
"37","2","280","1200","0.40272191661781137","0.8035714285714286"
"33","2","260","1800","0.4033892043244926","0.7076923076923077"
"36","2","260","1400","0.3969918746154961","0.75"
"31","2","240","2000","0.4129089597240073","0.6541666666666667"
"39","2","280","0","0","1"
"34","2","260","1800","0.40015860445508555","0.7115384615384616"
"32","2","240","2000","0.3983239619725991","0.7166666666666667"
"40","2","280","0","0","1"
"35","2","260","1600","0.4020609087194022","0.7730769230769231"
"33","2","260","2000","0.37910157794852734","0.6961538461538461"
"41","2","300","0","0","1"
"37","2","280","1400","0.4344246749700173","0.7785714285714286"
"36","2","260","1600","0.4109281726075377","0.7076923076923077"
"34","2","260","2000","0.40071295854401345","0.6884615384615385"
"42","2","300","0","0","1"
"39","2","280","200","0.35680366561202814","0.9607142857142857"
"40","2","280","200","0.36844474907373786","0.9535714285714286"
"35","2","260","1800","0.41446741684364974","0.7423076923076923"
"37","2","280","1600","0.38685298271296237","0.75"
"41","2","300","200","0.3599771759889065","0.94"
"38","2","280","200","0.3516037464080125","0.9571428571428572"
"36","2","260","1800","0.39210541109201613","0.7076923076923077"
"39","2","280","400","0.42137795950528567","0.9321428571428572"
"42","2","300","200","0.3519998457578591","0.9333333333333333"
"40","2","280","400","0.4063608689719388","0.9142857142857143"
"35","2","260","2000","0.3925546572174472","0.7115384615384616"
"43","2","300","0","0","1"
"37","2","280","1800","0.3960306953367971","0.725"
"36","2","260","2000","0.3990054946700203","0.676923076923077"
"41","2","300","400","0.41129575574929805","0.9066666666666666"
"44","2","300","0","0","1"
"39","2","280","600","0.4053650420936519","0.8821428571428571"
"42","2","300","400","0.4069215829081912","0.8966666666666666"
"40","2","280","600","0.3985089090188946","0.875"
"43","2","300","200","0.336600652529286","0.9666666666666667"
"37","2","280","2000","0.4296652470187396","0.7142857142857143"
"45","2","320","0","0","1"
"41","2","300","600","0.4061946096531897","0.8766666666666667"
"44","2","300","200","0.3336021505376343","0.96"
"39","2","280","800","0.40643342345738664","0.8464285714285714"
"38","2","280","400","0.4276333727831468","0.9357142857142857"
"40","2","280","800","0.3885493716417545","0.8392857142857143"
"42","2","300","600","0.40632433408436097","0.8466666666666667"
"43","2","300","400","0.4238127383300943","0.93"
"45","2","320","200","0.33117686626114934","0.940625"
"41","2","300","800","0.4049805147553667","0.8466666666666667"
"44","2","300","400","0.43152415628905066","0.93"
"39","2","280","1000","0.4032650609256148","0.8035714285714286"
"40","2","280","1000","0.4238479600186457","0.825"
"42","2","300","800","0.4193236025830748","0.8133333333333334"
"43","2","300","600","0.42117200624362017","0.8866666666666667"
"45","2","320","400","0.4428219419527889","0.9"
"41","2","300","1000","0.38105343916810813","0.8133333333333334"
"44","2","300","600","0.40112007467164496","0.8833333333333333"
"39","2","280","1200","0.4128863275604185","0.7607142857142857"
"40","2","280","1200","0.39662186280376893","0.7928571428571428"
"42","2","300","1000","0.40341447484733906","0.7733333333333333"
"38","2","280","600","0.39544458913898123","0.9035714285714286"
"43","2","300","800","0.39499821045096617","0.8466666666666667"
"41","2","300","1200","0.41852948286937275","0.7933333333333333"
"45","2","320","600","0.39642213300007967","0.859375"
"44","2","300","800","0.40562406964847497","0.87"
"39","2","280","1400","0.4140442623251474","0.7214285714285714"
"40","2","280","1400","0.4171788111781237","0.7428571428571429"
"42","2","300","1200","0.4182667920781904","0.7433333333333333"
"43","2","300","1000","0.4239603356710518","0.82"
"41","2","300","1400","0.41976442582746637","0.7566666666666667"
"45","2","320","800","0.4043762625747471","0.834375"
"44","2","300","1000","0.3737663715244802","0.8366666666666667"
"39","2","280","1600","0.35708197098080213","0.6892857142857143"
"40","2","280","1600","0.3837262856021132","0.7107142857142857"
"42","2","300","1400","0.41281413437374964","0.7066666666666667"
"43","2","300","1200","0.3957468838879643","0.78"
"41","2","300","1600","0.40466135378466495","0.71"
"38","2","280","800","0.3717074537852871","0.8607142857142858"
"39","2","280","1800","0.39818920011696135","0.6642857142857143"
"45","2","320","1000","0.43185307584674926","0.7875"
"40","2","280","1800","0.3858959516214453","0.7"
"44","2","300","1200","0.3979706291434256","0.81"
"42","2","300","1600","0.4366430596196427","0.6733333333333333"
"43","2","300","1400","0.3957169741846553","0.7566666666666667"
"41","2","300","1800","0.4210640154393678","0.6866666666666666"
"39","2","280","2000","0.3993004215384631","0.6392857142857142"
"40","2","280","2000","0.40747313879744257","0.6714285714285714"
"46","2","320","0","0","1"
"47","2","320","0","0","1"
"44","2","300","1400","0.4107760575911484","0.7666666666666667"
"45","2","320","1200","0.39477372380065145","0.75625"
"42","2","300","1800","0.3927879555714614","0.6433333333333333"
"43","2","300","1600","0.39720033740858307","0.72"
"41","2","300","2000","0.40120638602426256","0.6766666666666666"
"48","2","320","0","0","1"
"46","2","320","200","0.3783726926001659","0.940625"
"45","2","320","1400","0.4011516918903674","0.728125"
"47","2","320","200","0.3531953558115051","0.953125"
"44","2","300","1600","0.39573243047010614","0.7366666666666667"
"38","2","280","1000","0.41568725645406607","0.8142857142857143"
"42","2","300","2000","0.4027242560607899","0.6066666666666667"
"49","2","340","0","0","1"
"43","2","300","1800","0.4158433996861947","0.7"
"45","2","320","1600","0.3900896493336105","0.709375"
"48","2","320","200","0.3448876569913672","0.95625"
"44","2","300","1800","0.41322436891755304","0.7166666666666667"
"46","2","320","400","0.40028273414547183","0.915625"
"47","2","320","400","0.4068906558498975","0.9"
"43","2","300","2000","0.4026100338816166","0.6766666666666666"
"50","2","340","0","0","1"
"49","2","340","200","0.3788675253067227","0.9588235294117647"
"45","2","320","1800","0.4404135892711608","0.68125"
"44","2","300","2000","0.3939698537028366","0.6933333333333334"
"51","2","340","0","0","1"
"48","2","320","400","0.4197694981631129","0.903125"
"46","2","320","600","0.40039396914648184","0.878125"
"47","2","320","600","0.392297893764452","0.85625"
"38","2","280","1200","0.40241123692492964","0.775"
"50","2","340","200","0.35660369482401605","0.95"
"49","2","340","400","0.4203239600540348","0.9205882352941176"
"45","2","320","2000","0.43202576067550863","0.6375"
"52","2","340","0","0","1"
"46","2","320","800","0.40590159891882027","0.834375"
"51","2","340","200","0.37323465158647884","0.9470588235294117"
"47","2","320","800","0.3787657616750423","0.834375"
"48","2","320","600","0.41314026771640233","0.859375"
"50","2","340","400","0.39809510297754724","0.8941176470588236"
"49","2","340","600","0.39266857174511305","0.8647058823529412"
"52","2","340","200","0.3662091724652233","0.9441176470588235"
"46","2","320","1000","0.38659359806991683","0.8125"
"47","2","320","1000","0.41315456334368716","0.8125"
"48","2","320","800","0.4343361727455163","0.825"
"51","2","340","400","0.4045210975431604","0.8852941176470588"
"38","2","280","1400","0.4311100566466291","0.7464285714285714"
"50","2","340","600","0.42198997417590767","0.8529411764705882"
"49","2","340","800","0.40260279189641046","0.8235294117647058"
"52","2","340","400","0.4362008670021157","0.9058823529411765"
"46","2","320","1200","0.41176249849897917","0.7875"
"47","2","320","1200","0.396397020708092","0.765625"
"48","2","320","1000","0.40088734101786644","0.784375"
"51","2","340","600","0.4064517921226688","0.8411764705882353"
"50","2","340","800","0.3919804074435924","0.8176470588235294"
"49","2","340","1000","0.40605809313540736","0.7970588235294118"
"46","2","320","1400","0.4328750947907403","0.765625"
"52","2","340","600","0.40495294627917094","0.8558823529411764"
"47","2","320","1400","0.4236712586176858","0.7375"
"48","2","320","1200","0.4324862726383633","0.75"
"51","2","340","800","0.392802659693464","0.7823529411764706"
"38","2","280","1600","0.3881793889682793","0.725"
